,image_no,text,bb
0,ti16310545_0.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,204 106 527 118
1,ti16310545_1.tif,"Date: July 22, 1994 State or Local: State ",54 160 610 174
2,ti16310545_2.tif,RECIPIENT INFORMATION ,278 227 451 237
3,ti16310545_3.tif,Name: ,53 270 91 279
4,ti16310545_4.tif,japiciTCnr T&r Brian Taniguchi ,234 267 457 280
5,ti16310545_5.tif,Address: ,52 310 116 320
6,ti16310545_6.tif,2140 Armstrong Street ,236 309 408 321
7,ti16310545_7.tif,"Honolulu, HI 96822 ",236 322 390 334
8,ti16310545_8.tif,Current Office ,52 350 167 361
9,ti16310545_9.tif,and District: ,68 364 174 375
10,ti16310545_10.tif,Aspired Office ,52 377 168 391
11,ti16310545_11.tif,and District: ,69 391 174 402
12,ti16310545_12.tif,Representative D-23 ,235 363 391 375
13,ti16310545_13.tif,Party ,52 420 92 431
14,ti16310545_14.tif,Democrat ,236 418 300 427
15,ti16310545_15.tif,Leadership Position: ,52 444 215 458
16,ti16310545_16.tif,Committees: ,52 472 140 483
17,ti16310545_17.tif,Labor & Public Employment ,235 470 440 483
18,ti16310545_18.tif,CONTRIBUTION INFORMATION ,263 540 461 549
19,ti16310545_19.tif,Amount: ,50 582 106 591
20,ti16310545_20.tif,$100.00 Account Code: 1401-7710-HI01 ,226 578 665 591
21,ti16310545_21.tif,Check Pay to: ,50 608 155 621
22,ti16310545_22.tif,Friends for Brian Taniguchi ,225 606 446 619
23,ti16310545_23.tif,Address: ,51 635 115 646
24,ti16310545_24.tif,(Only if different from address above) ,70 675 378 689
25,ti16310545_25.tif,Notes: ,50 705 97 714
26,ti16310545_26.tif,(Date needed; fundraiser date; other information) ,69 715 469 729
27,ti16310545_27.tif,Approved by: ,50 758 146 771
28,ti16310545_28.tif,(Regional (Vice President's signature) ,235 770 535 786
29,ti16310545_29.tif,(Senior Vice President's signature) ,243 824 526 837
30,ti16310545_30.tif,TI1631-0545 ,641 964 722 975
