,image_no,text,bb
0,ti16310336_0.tif,Til 631-0336 ,641 963 722 975
1,ti16310336_1.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,200 113 524 127
2,ti16310336_2.tif,"N, ",602 124 619 137
3,ti16310336_3.tif,"Date: October 17, 1994 ",50 170 231 183
4,ti16310336_4.tif,State or Local: State ,424 165 608 176
5,ti16310336_5.tif,Name: ,50 239 88 249
6,ti16310336_6.tif,Address: ,49 266 112 276
7,ti16310336_7.tif,RECIPIENT INFORMATION ,274 207 449 217
8,ti16310336_8.tif,John F. Cosgrove ,232 236 365 249
9,ti16310336_9.tif,201 West Flagler St. ,233 262 396 275
10,ti16310336_10.tif,"Miami, FI 33130-1510 ",232 275 399 289
11,ti16310336_11.tif,Current Office ,50 319 165 331
12,ti16310336_12.tif,and District: ,108 332 212 343
13,ti16310336_13.tif,Aspired Office ,50 346 165 360
14,ti16310336_14.tif,and District: ,108 359 212 370
15,ti16310336_15.tif,Party ,50 389 91 402
16,ti16310336_16.tif,Leadership Position: ,51 414 213 428
17,ti16310336_17.tif,Committees: ,50 442 138 453
18,ti16310336_18.tif,Representative-District 119 ,233 330 456 344
19,ti16310336_19.tif,Democrat ,233 387 299 397
20,ti16310336_20.tif,n/a ,233 415 256 426
21,ti16310336_21.tif,n/a ,233 442 256 453
22,ti16310336_22.tif,CONTRIBUTION INFORMATION ,261 495 462 506
23,ti16310336_23.tif,Amount: $250.00 Account Code: 1401-7710-FL01 ,50 533 665 550
24,ti16310336_24.tif,Check Pay to: Representative John F. Cosgrove Campaign Committee ,50 559 599 578
25,ti16310336_25.tif,Address: ,49 593 112 603
26,ti16310336_26.tif,(Only if different from address above) ,69 630 379 645
27,ti16310336_27.tif,Notes: ,50 662 96 672
28,ti16310336_28.tif,(Date needed; fundraiser date; other information) ,68 671 470 686
29,ti16310336_29.tif,Approved by: ,49 716 146 729
30,ti16310336_30.tif,l ,283 701 288 710
31,ti16310336_31.tif,"I', ",293 698 305 707
32,ti16310336_32.tif,M ,290 708 315 725
33,ti16310336_33.tif,(Regional V ,235 727 324 740
34,ti16310336_34.tif,resident's signature]/ ,366 724 543 739
35,ti16310336_35.tif,(Senior Vice President's signature) ,243 779 529 793
