,image_no,text,bb
0,513161378_513161414_0.tif,"PROMOTIONAL MARKETING, INC. ",70 52 701 71
1,513161378_513161414_1.tif,"• > - - . ^^""""""""i^ ",13 69 675 78
2,513161378_513161414_2.tif,152 WEST HURON STREF. T.C II ICAOO. ILLINOIS 60610.312/943-0900 ,70 81 701 93
3,513161378_513161414_3.tif,Invoice ,483 172 537 185
4,513161378_513161414_4.tif,TO: Ms. Louise A. Norman ,54 237 246 250
5,513161378_513161414_5.tif,RJ Reynolds Tobacco Company ,99 252 306 269
6,513161378_513161414_6.tif,401 North Main Street ,99 268 244 281
7,513161378_513161414_7.tif,"Winston-Salem, NC 27102 ",99 283 269 298
8,513161378_513161414_8.tif,"[DATE: June 6.1991 NO,; see below INVOICE NO.: 63071 ",48 312 565 331
9,513161378_513161414_9.tif,Reference Contract Number: 1002-20-00 ,54 349 317 363
10,513161378_513161414_10.tif,For the production of the following elements of the 1991 Camel General Market ,53 380 570 398
11,513161378_513161414_11.tif,Field Marketing Program: ,53 395 221 412
12,513161378_513161414_12.tif,Support Materials - 7Q799 CEF ,53 426 255 442
13,513161378_513161414_13.tif,"For the art and mechanical, keyline assembly, stats, and production of the following ",53 456 589 474
14,513161378_513161414_14.tif,support materials: ,53 471 168 488
15,513161378_513161414_15.tif,"Generic items: imprint pasters, sampling baskets, uniforms ",53 502 428 520
16,513161378_513161414_16.tif,"for managers, samplers, coordinators, crew etc $182,916.20 ",53 517 661 536
17,513161378_513161414_17.tif,"Generic banners (see schedule A attached) 46,390.80 ",53 548 661 566
18,513161378_513161414_18.tif,"Bar kit materials: napkins, holders, ashtrays ",53 579 333 595
19,513161378_513161414_19.tif,"glow sticks, matches 331,389.00 ",53 594 661 612
20,513161378_513161414_20.tif,"Games: Tic Tac Joe, Camel Quiz, prize centers 231,948.00 ",52 625 660 643
21,513161378_513161414_21.tif,"Permanent presence: write on boards, prototypes 30,857.00 ",52 656 660 674
22,513161378_513161414_22.tif,"Presell materials: notebooks, folders, inserts, videos 76,831.00 ",52 685 660 703
23,513161378_513161414_23.tif,"Record-A-Hit support materials: audio cassette sleeves and labels, 80,798.20 ",52 716 659 735
24,513161378_513161414_24.tif,"Record-A-Hit banners, stage banners (see schedule A) 13,144.80 ",52 747 660 766
25,513161378_513161414_25.tif,Make Your Own Video support materials: video cassette sleeves ,53 778 470 795
26,513161378_513161414_26.tif,"and labels, stage signs, ropes and stanchions 48,195.60 ",52 793 660 812
27,513161378_513161414_27.tif,"Make Your Own Video banners (see schedule A) 7,988.40 ",53 824 660 842
28,513161378_513161414_28.tif,"DJ Dance Party support materials: stage banners, ",51 855 368 876
29,513161378_513161414_29.tif,"imprint tickets, SM audio cassette and sleeve, promo unit ",51 870 417 888
30,513161378_513161414_30.tif,"Party On Wheels materials 94,292.40 ",51 886 659 904
31,513161378_513161414_31.tif,"DJ Dance Party banners (see schedule A) 18,441.60 ",51 916 658 935
32,513161378_513161414_32.tif,RECEIVED JUH 0 ? ,479 951 628 975
33,513161378_513161414_33.tif,51316 1318 ,708 844 726 933
