,image_no,text,bb
0,2084020376_0.tif,LEO BURNETT U.S.A. ,85 90 240 100
1,2084020376_1.tif,* MvrttoK or i«o «u««tn eowrAvv. imc. ,86 102 240 108
2,2084020376_2.tif,ADV'EHTIBING ,128 111 198 118
3,2084020376_3.tif,ZONE ,266 140 287 147
4,2084020376_4.tif,53 ,271 150 281 156
5,2084020376_5.tif,OUTOOOR ESTIMATE RECAP - ODGl_1(S) ,333 121 577 131
6,2084020376_6.tif,PERIOD DATE 04/05/06 ,400 141 577 149
7,2084020376_7.tif,OI/OI/SS TO 12/31/95 PAGE 1 ,355 149 577 158
8,2084020376_8.tif,CLIENT: ,157 169 195 175
9,2084020376_9.tif,EST HO: ,158 178 195 185
10,2084020376_10.tif,P.M. INC. OFFICE: 10 ,209 169 338 176
11,2084020376_11.tif,5129 REVISES EST DTO 03/04/96 ,209 178 377 186
12,2084020376_12.tif,DESC: 774A <HSOP> RACE ,400 168 525 177
13,2084020376_13.tif,BUS SHELTER ,435 179 497 185
14,2084020376_14.tif,TOTALS BV PROOUCT/MONTH ,157 216 287 224
15,2084020376_15.tif,SHOVING DATE ,186 235 252 242
16,2084020376_16.tif,EST AMT ,355 263 393 270
17,2084020376_17.tif,EST AM* ,440 264 475 270
18,2084020376_18.tif,PROOUCT ,197 273 235 279
19,2084020376_19.tif,PERIOD ,276 273 309 280
20,2084020376_20.tif,AMOUNT ,355 273 387 280
21,2084020376_21.tif,CHANGE ,440 273 473 280
22,2084020376_22.tif,10-MA3 THUNDER ,175 291 252 298
23,2084020376_23.tif,NOV 1995 ,270 292 315 298
24,2084020376_24.tif,10.080.00 ,350 292 399 299
25,2084020376_25.tif,DEC ,270 301 286 308
26,2084020376_26.tif,5.040.00 ,355 301 399 309
27,2084020376_27.tif,QUARTER 4 ,270 311 319 318
28,2084020376_28.tif,16.120.00 ,350 311 399 318
29,2084020376_29.tif,TOTAL ,281 329 308 336
30,2084020376_30.tif,15.130.00 ,350 329 399 337
31,2084020376_31.tif,FORM MOIA BBV 04*14-81 ,47 877 152 883
32,2084020376_32.tif,2084020376 ,641 738 657 818
