,image_no,text,bb
0,514802406+-2409_0.tif,CUCMT ,117 183 141 192
1,514802406+-2409_1.tif,SU6J5CI ,396 182 426 189
2,514802406+-2409_2.tif,R.J. Reynolds Tobacco Company ,121 221 330 233
3,514802406+-2409_3.tif,TO ,118 244 126 251
4,514802406+-2409_4.tif,VAT ,396 221 417 231
5,514802406+-2409_5.tif,I ,396 233 418 241
6,514802406+-2409_6.tif,DATE ,396 242 412 250
7,514802406+-2409_7.tif,Mr. John Goss ,120 267 214 278
8,514802406+-2409_8.tif,Senior Brand Manager ,121 283 265 295
9,514802406+-2409_9.tif,R.J. Reynolds Tobacco Company ,121 297 330 311
10,514802406+-2409_10.tif,401 North Main Street ,121 314 272 323
11,514802406+-2409_11.tif,"Winston-Salem, N.C. 27102 ",120 329 315 341
12,514802406+-2409_12.tif,vi mi PHASIC TC SUMUI ,117 397 214 404
13,514802406+-2409_13.tif,PROJECT NUMBER SOESCAiHiON ,118 416 240 425
14,514802406+-2409_14.tif,"June 16, 1983 ",396 267 489 279
15,514802406+-2409_15.tif,a ,396 303 405 310
16,514802406+-2409_16.tif,L—-iTfllard Upchurch ,371 317 511 333
17,514802406+-2409_17.tif,Robert McGee ,396 337 482 346
18,514802406+-2409_18.tif,Steve Davis ,396 352 474 361
19,514802406+-2409_19.tif,Alvin H. Schechter ,396 367 526 377
20,514802406+-2409_20.tif,Ronald Wong ,556 321 634 333
21,514802406+-2409_21.tif,Genie King ,556 337 627 348
22,514802406+-2409_22.tif,SG Accounting ,556 352 648 364
23,514802406+-2409_23.tif,Diana Lardeo ,556 367 641 376
24,514802406+-2409_24.tif,14-2899 VAT - Design Adjustments and Additional 20's Mock-Ups ,122 442 576 455
25,514802406+-2409_25.tif,for Focus Group Research (Requested 6/7/83) ,194 457 502 470
26,514802406+-2409_26.tif,• 3 New Mock-Ups enclosed plus 3 original ,201 488 504 501
27,514802406+-2409_27.tif,refined 94hhd designs ,224 504 367 516
28,514802406+-2409_28.tif,VAT 94mm Tipping Design Exploratory ,194 534 446 547
29,514802406+-2409_29.tif,NOTE: THIS IS PART OF PROJECT yAT. ,123 598 374 610
30,514802406+-2409_30.tif,PURCHASE ORDER AND ACCOUNT CODE HAVE NOT BEEN ISSUED. ,174 615 555 628
31,514802406+-2409_31.tif,** ,134 631 145 641
32,514802406+-2409_32.tif,REIERENCE CONFIRMATION DATED ,400 807 521 816
33,514802406+-2409_33.tif,Federal Express ,123 838 230 850
34,514802406+-2409_34.tif,"June 14, 1983 ",398 836 662 850
35,514802406+-2409_35.tif,BY REVIEWED ,400 851 662 861
36,514802406+-2409_36.tif,♦ ,272 935 273 938
37,514802406+-2409_37.tif,TRANSMITTAL ,118 963 242 983
38,514802406+-2409_38.tif,LORI BERNSTEIN ,399 928 500 938
39,514802406+-2409_39.tif,THE SCHECHTER GROUP INC 21? EAST 49TM STREET CABLE LOGOTYPE HEWYOR* ,401 948 734 960
40,514802406+-2409_40.tif,HEWYOR*N*1001? TIlEX 23B126LOGOUR ,524 959 714 969
41,514802406+-2409_41.tif,2*2 752 4400 ,525 972 572 980
42,514802406+-2409_42.tif,51480 2406 ,697 666 706 752
