,image_no,text,bb
0,ti17120992_0.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,197 148 524 161
1,ti17120992_1.tif,Date: 8-24-98 ,121 198 202 208
2,ti17120992_2.tif,State: ^ Local: [~ ,401 195 517 209
3,ti17120992_3.tif,RECIPIENT INFORMATION ,273 246 447 256
4,ti17120992_4.tif,Name ,120 295 151 305
5,ti17120992_5.tif,(tndividul Candida or FundroUin^ Or^) ,120 309 270 317
6,ti17120992_6.tif,Ray Schow ,287 294 347 307
7,ti17120992_7.tif,Address ,121 321 163 331
8,ti17120992_8.tif,P.O. Box 3948 ,287 321 365 331
9,ti17120992_9.tif,"Federal Way, WA 98063 ",287 337 420 350
10,ti17120992_10.tif,Current Office and District ,121 370 262 380
11,ti17120992_11.tif,Senate. 30th District ,288 370 394 381
12,ti17120992_12.tif,Aspired Office and District ,121 387 263 399
13,ti17120992_13.tif,Senate. 30th District ,287 387 394 398
14,ti17120992_14.tif,Party ,120 404 149 416
15,ti17120992_15.tif,Republican ,287 404 345 416
16,ti17120992_16.tif,Leadership Position ,121 421 225 433
17,ti17120992_17.tif,Committees ,121 437 184 448
18,ti17120992_18.tif,(Note Quirmimhipc) ,120 452 197 460
19,ti17120992_19.tif,"Chair, Commerce & Labor ",287 437 428 449
20,ti17120992_20.tif,CONTRIBUTION INFORMATION ,257 512 462 522
21,ti17120992_21.tif,Amount ( $500.00 ,121 558 399 573
22,ti17120992_22.tif,Account Code ,121 578 197 588
23,ti17120992_23.tif,1401-7710-WA-01 ,358 578 456 588
24,ti17120992_24.tif,Check Payable to ,120 595 212 606
25,ti17120992_25.tif,Ray Schow Senate Committee ,356 595 517 607
26,ti17120992_26.tif,Address ,121 612 163 622
27,ti17120992_27.tif,(Only if different from address above) ,120 627 320 641
28,ti17120992_28.tif,Notes: ,120 676 155 687
29,ti17120992_29.tif,(Date needed; fundraiser date; other info. ,121 692 337 704
30,ti17120992_30.tif,Approved by: ,121 741 192 753
31,ti17120992_31.tif,(Regional Vice President’s signature) ,371 757 567 770
32,ti17120992_32.tif,Revised 2rt>5 ,120 835 178 844
33,ti17120992_33.tif,(Senior Vice President’s signature) ,385 820 569 833
34,ti17120992_34.tif,Til 712-0992 ,643 964 722 974
