,image_no,text,bb
0,518029843_518029864_0.tif,5“/v3 KM*' ,202 23 303 42
1,518029843_518029864_1.tif,SALES COPY ,329 40 395 47
2,518029843_518029864_2.tif,P.O. Box 2959. Winston-Salem. N.C 2710? INVOICE ,38 57 387 68
3,518029843_518029864_3.tif,Phone <800) 862-4338 ,38 70 164 79
4,518029843_518029864_4.tif,For Manufacturer's UPC No.. Refer to Price List ,38 80 284 89
5,518029843_518029864_5.tif,ACCOUNT HO ,449 28 496 34
6,518029843_518029864_6.tif,7631000 ,449 40 495 47
7,518029843_518029864_7.tif,"*v""0»CC ",534 26 558 34
8,518029843_518029864_8.tif,01/18/96 ,527 39 578 47
9,518029843_518029864_9.tif,\N*OKt HO ,621 28 663 34
10,518029843_518029864_10.tif,018-0047 ,612 39 663 47
11,518029843_518029864_11.tif,HAt ,698 28 714 34
12,518029843_518029864_12.tif,10-69 ,686 39 716 46
13,518029843_518029864_13.tif,WA>.tHOV ,482 58 517 66
14,518029843_518029864_14.tif,H ,519 60 525 66
15,518029843_518029864_15.tif,— —S*5*S* ,600 60 668 68
16,518029843_518029864_16.tif,034 SAN BERNARDINO ,435 72 552 79
17,518029843_518029864_17.tif,BILLING ,77 112 127 122
18,518029843_518029864_18.tif,"ADDRESS CORE-MARK DISTRIBUTORS, INC. ",76 126 368 136
19,518029843_518029864_19.tif,P.O. BOX 58833 ,158 139 262 152
20,518029843_518029864_20.tif,LOS ANGELES CA 90058-0833 ,159 153 346 166
21,518029843_518029864_21.tif,SOLD TO/ ,484 110 542 121
22,518029843_518029864_22.tif,"SHIP TO CORE-MARK DISTRIBUTORS, INC. ",484 124 756 135
23,518029843_518029864_23.tif,2311 EAST 1»8TH STREET ,550 138 705 151
24,518029843_518029864_24.tif,LOS ANGELES CA 90058-2093 ,550 152 735 165
25,518029843_518029864_25.tif,SPECIAL INSTRUCTIONS: 600023 - CAMEL B1G1F-3 ,37 231 313 242
26,518029843_518029864_26.tif,LICENSE ,37 297 81 305
27,518029843_518029864_27.tif,•RST OATI ,41 306 83 314
28,518029843_518029864_28.tif,N0_. CRAH02000788 ,88 297 212 307
29,518029843_518029864_29.tif,OAlt~ ,117 306 139 314
30,518029843_518029864_30.tif,01/16 ,43 319 75 327
31,518029843_518029864_31.tif,01/18 ,101 318 134 327
