,image_no,text,bb
0,518284417+-4420_0.tif,fr* 8Z8TS ,698 844 710 912
1,518284417+-4420_1.tif,BUSINESS EXPENSE VOUCHER ,62 48 313 64
2,518284417+-4420_2.tif,BENJAMIN S. RUFFIN ,68 85 188 95
3,518284417+-4420_3.tif,M*ng AddraM (If applet) ,64 99 190 109
4,518284417+-4420_4.tif,\A£Ffe*Btf03*%3WE/fFAP$ (910) 741-3512 ,69 112 326 126
5,518284417+-4420_5.tif,REYNOLDS BUILDING 17TH ,69 129 229 140
6,518284417+-4420_6.tif,CORPORATE AFFAIRS ,69 144 197 155
7,518284417+-4420_7.tif,AccourJ ,240 72 273 79
8,518284417+-4420_8.tif,72759 ,246 85 279 94
9,518284417+-4420_9.tif,DEPART DATE ,64 173 146 184
10,518284417+-4420_10.tif,DESTINATION(S) ,195 173 290 184
11,518284417+-4420_11.tif,RETURN DATE ,338 172 420 182
12,518284417+-4420_12.tif,05/13/97 ,344 186 388 197
13,518284417+-4420_13.tif,PURPOSE OF TRIP ,504 171 611 181
14,518284417+-4420_14.tif,"Meel with Robin Broussard, CARM ",428 185 609 197
15,518284417+-4420_15.tif,"05/12/97 Houston, TX ",84 187 218 199
16,518284417+-4420_16.tif,EXPENSES PAID BY EMPLOYEE ,268 223 467 238
17,518284417+-4420_17.tif,"DAY OF THE WEEKl Monday I Tuesday I Wadnwday I Thursday""! Friday I Saturday ",120 234 543 250
18,518284417+-4420_18.tif,Sunday ,577 238 607 248
19,518284417+-4420_19.tif,SUMMARY ,633 239 681 248
20,518284417+-4420_20.tif,Lodging (Allachttecelpl) ,64 271 165 281
21,518284417+-4420_21.tif,118.45 ,229 268 263 278
22,518284417+-4420_22.tif,■■i ,387 266 443 278
23,518284417+-4420_23.tif,HI ,564 265 622 278
24,518284417+-4420_24.tif,118.45| ,655 261 694 277
25,518284417+-4420_25.tif,Waldaat (Yours ONLY) ,66 285 163 296
26,518284417+-4420_26.tif,13.54 ,294 283 322 292
27,518284417+-4420_27.tif,1354 ,661 281 688 290
28,518284417+-4420_28.tif,-unch (Yours ONLY) ,66 300 149 310
29,518284417+-4420_29.tif,>/vner (Yours ONLY) ,66 314 151 325
30,518284417+-4420_30.tif,’arXng Fees ,66 343 117 354
31,518284417+-4420_31.tif,* ,280 345 284 347
32,518284417+-4420_32.tif,Tip* (Nol 1ncArded EK**t*fe) ,64 358 189 369
33,518284417+-4420_33.tif,7.00 ,241 356 264 366
34,518284417+-4420_34.tif,600 ,300 356 324 366
35,518284417+-4420_35.tif,13.00 ,661 354 689 364
36,518284417+-4420_36.tif,reteohone A Teiogreph ,67 373 161 383
37,518284417+-4420_37.tif,Auto Reneal (Attach Aar eemeat) ,64 387 197 398
38,518284417+-4420_38.tif,1 ,502 388 503 395
39,518284417+-4420_39.tif,|Pertonal Auto ( miles X $031; ,61 399 269 414
40,518284417+-4420_40.tif,) ,271 401 274 412
41,518284417+-4420_41.tif,Mlsc. (Give eiplanafion) ,64 417 164 427
42,518284417+-4420_42.tif,DAILY TOTALS ,137 491 205 499
43,518284417+-4420_43.tif,125.45 ,229 490 264 499
44,518284417+-4420_44.tif,19.54 ,295 489 323 499
45,518284417+-4420_45.tif,1 J ,503 487 563 500
46,518284417+-4420_46.tif,144 99 [ ,656 486 695 503
47,518284417+-4420_47.tif,Builne** Mooing or Entertainment - (Shew Date. Place. Persons Affiliated With and Bat Iren Pu-poseP-'scusslon) ,65 505 541 517
48,518284417+-4420_48.tif,"5/12-Pappadeaux Seafood-Lunch w/Robln Broussard to discuss Corporate Affairs plans, programs ",71 518 586 532
49,518284417+-4420_49.tif,21.88 ,661 517 689 527
50,518284417+-4420_50.tif,and operations ,71 534 562 549
51,518284417+-4420_51.tif,S/12-Saitflrass Stoakhouse- Dinner w/John Lucas to discuss possible participation with youth ,71 545 558 561
52,518284417+-4420_52.tif,50.90 ,661 546 689 555
53,518284417+-4420_53.tif,programs ,71 566 119 576
54,518284417+-4420_54.tif,TOTAL EXPENSES PAIO BY EMPLOYEE OTHER CODES ,65 598 320 607
55,518284417+-4420_55.tif,0/1 COOES ,386 597 437 605
56,518284417+-4420_56.tif,04 88 0000 9070 081 ,487 599 596 609
57,518284417+-4420_57.tif,217.77 ,655 598 689 608
58,518284417+-4420_58.tif,Lest Travel Advance ,65 617 151 626
59,518284417+-4420_59.tif,AMOUNT DUE EMPLOYEE ,65 635 181 645
60,518284417+-4420_60.tif,1 ,686 615 692 627
61,518284417+-4420_61.tif,217.77 ,643 633 686 645
62,518284417+-4420_62.tif,AMOUNT DUE COMPANY ,66 657 178 667
63,518284417+-4420_63.tif,Departure Date ,116 692 182 702
64,518284417+-4420_64.tif,Origin ,248 692 274 701
65,518284417+-4420_65.tif,Destination 1 Corrment*(Note If Company aircraft) ,367 688 648 702
66,518284417+-4420_66.tif,05/12/97 ,128 705 173 715
67,518284417+-4420_67.tif,GSO ,198 705 224 714
68,518284417+-4420_68.tif,"Houston, TX ",334 704 397 716
69,518284417+-4420_69.tif,USAIrways - $970.90 ,459 704 569 715
70,518284417+-4420_70.tif,A C ,70 696 93 704
71,518284417+-4420_71.tif,I M ,71 707 93 715
72,518284417+-4420_72.tif,R A ,70 718 93 726
73,518284417+-4420_73.tif,L R ,71 730 94 738
