,image_no,text,bb
0,ti17120099_0.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,217 148 539 160
1,ti17120099_1.tif,Date: 9/11/98 ,141 195 220 205
2,ti17120099_2.tif,State: 0 Local: □ ,457 193 573 207
3,ti17120099_3.tif,RECIPIENT INFORMATON ,294 241 461 251
4,ti17120099_4.tif,Name ,141 289 172 299
5,ti17120099_5.tif,(Individual Cutaii« Fumkafting Oi£) ,141 303 289 312
6,ti17120099_6.tif,Patricia Miller ,306 289 379 299
7,ti17120099_7.tif,Address ,141 322 183 331
8,ti17120099_8.tif,6608 Lake Forest Dr. ,305 322 416 331
9,ti17120099_9.tif,Walls. MS 38680 ,306 338 399 349
10,ti17120099_10.tif,Current Office and District ,141 385 281 395
11,ti17120099_11.tif,Representative. 25 ,306 385 401 397
12,ti17120099_12.tif,Aspired Office and District ,142 401 281 413
13,ti17120099_13.tif,same ,306 404 331 411
14,ti17120099_14.tif,Parly ,141 418 168 429
15,ti17120099_15.tif,Democrat ,306 417 356 427
16,ti17120099_16.tif,Leadership Position ,141 433 244 446
17,ti17120099_17.tif,Committees ,141 450 204 460
18,ti17120099_18.tif,(No4f l'tunui>ih.ptj i ,141 464 300 472
19,ti17120099_19.tif,CONTRIBUTION INFORMATION ,276 523 479 534
20,ti17120099_20.tif,Amount ,142 571 183 580
21,ti17120099_21.tif,200.00 ,385 571 420 580
22,ti17120099_22.tif,Account Code ,142 587 217 597
23,ti17120099_23.tif,1401-7710-MS-0I ,377 587 470 597
24,ti17120099_24.tif,Check Payable to ,141 604 232 615
25,ti17120099_25.tif,Representative Patricia Miller Campaign ,375 604 585 615
26,ti17120099_26.tif,Address ,142 621 184 630
27,ti17120099_27.tif,(Only if different from address above) ,142 636 339 649
28,ti17120099_28.tif,Notes: ,141 684 175 694
29,ti17120099_29.tif,(Date needed; fundraiser date; other info ,142 700 354 714
30,ti17120099_30.tif,nextround ,375 684 427 694
31,ti17120099_31.tif,l LX ; ,610 739 647 754
32,ti17120099_32.tif,’s signature) ,521 763 584 775
33,ti17120099_33.tif,mi's signature) ,509 824 586 837
34,ti17120099_34.tif,Approved by: ,142 748 212 760
35,ti17120099_35.tif,Revised 2/95 ,142 840 199 848
36,ti17120099_36.tif,' i v > ,441 744 485 751
37,ti17120099_37.tif,(Regional Vice Preside ,389 763 509 775
38,ti17120099_38.tif,Til 712-0099 ,644 964 722 974
