,image_no,text,bb
0,ti16400444_0.tif,Til 640-0444 ,641 964 722 974
1,ti16400444_1.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,206 140 542 152
2,ti16400444_2.tif,Date: 12/10/97 ,127 187 216 197
3,ti16400444_3.tif,State: 0 Local: □ ,457 186 577 199
4,ti16400444_4.tif,RECIPIENT INFORMATON ,286 236 460 246
5,ti16400444_5.tif,Name ,126 284 158 294
6,ti16400444_6.tif,(Individual Candidal* or Fundrmiing Orj.) ,125 298 280 307
7,ti16400444_7.tif,Frank Hall ,297 284 353 294
8,ti16400444_8.tif,Address ,126 316 169 326
9,ti16400444_9.tif,PO Box 3407 ,296 317 370 326
10,ti16400444_10.tif,"Richmond, VA 23235 ",296 332 418 344
11,ti16400444_11.tif,Current Office and District ,124 381 270 391
12,ti16400444_12.tif,"Representative, 69 ",296 382 396 395
13,ti16400444_13.tif,Aspired Office and District ,124 398 270 410
14,ti16400444_14.tif,same ,295 402 322 409
15,ti16400444_15.tif,Partv ,124 415 152 425
16,ti16400444_16.tif,Democrat ,295 416 348 426
17,ti16400444_17.tif,Leadership Position ,124 432 231 443
18,ti16400444_18.tif,Committees ,123 449 188 459
19,ti16400444_19.tif,CONTRIBUTION INFORMATION ,263 524 475 534
20,ti16400444_20.tif,Amount ,122 573 165 583
21,ti16400444_21.tif,S 250.00 ,365 574 412 583
22,ti16400444_22.tif,Account Code ,122 590 200 600
23,ti16400444_23.tif,1401-7710-VA-01 ,366 591 464 601
24,ti16400444_24.tif,Check Payable to ,121 607 216 618
25,ti16400444_25.tif,Friends For Frank Hall ,365 608 487 618
26,ti16400444_26.tif,Address ,121 624 165 634
27,ti16400444_27.tif,(Only if different from address above) ,121 640 326 653
28,ti16400444_28.tif,Notes: ,120 689 155 699
29,ti16400444_29.tif,(Date needed; fundraiser date; other info. ,120 705 343 717
30,ti16400444_30.tif,next round ,364 690 421 700
31,ti16400444_31.tif,Approved by: ,120 754 193 767
32,ti16400444_32.tif,Revised 2/95 ,118 850 177 859
33,ti16400444_33.tif,(Senior Vice President’s signature) ,390 836 580 849
