,image_no,text,bb
0,518253165+-3165_0.tif,3603321874 ,462 0 547 6
1,518253165+-3165_1.tif,K. 02 ,645 0 678 6
2,518253165+-3165_2.tif,-96 FR1 11:03 ,126 0 237 8
3,518253165+-3165_3.tif,November 22. 1996 ,511 191 607 202
4,518253165+-3165_4.tif,BfflPMH ,519 218 595 233
5,518253165+-3165_5.tif,RJR Nabisco ,62 247 124 258
6,518253165+-3165_6.tif,"ATTN: David Power*, Regional Director ",62 261 266 272
7,518253165+-3165_7.tif,"Winutoa-Salem, NC 27102 ",62 275 192 287
8,518253165+-3165_8.tif,Evergreen Freedom Foundation ,406 245 558 257
9,518253165+-3165_9.tif,P.O. Box SS2 ,406 260 473 269
10,518253165+-3165_10.tif,"Olympia, WA 98507 ",406 273 510 286
11,518253165+-3165_11.tif,: i # ,480 298 498 301
12,518253165+-3165_12.tif,: t I m ' > % _ . • ,480 303 549 311
13,518253165+-3165_13.tif,J. ..XX . a/ . ,559 291 611 296
14,518253165+-3165_14.tif,< ,697 292 700 295
15,518253165+-3165_15.tif,4 ,675 293 679 295
16,518253165+-3165_16.tif,• • ,670 303 672 310
17,518253165+-3165_17.tif,Contribution for 1996-97 Membership ,67 329 250 341
18,518253165+-3165_18.tif,"$2,000.00 ",659 326 707 338
19,518253165+-3165_19.tif,1 EFF's Tax-Exempt Dumber is: 194-3136961 ,53 595 278 617
20,518253165+-3165_20.tif,I Total: ,558 593 596 612
21,518253165+-3165_21.tif,"»,«oo.6o ",661 599 709 614
22,518253165+-3165_22.tif,Contribution to the Evergreen Freedom Foundation are tax deductible as a charitable contribution. ,144 693 631 707
23,518253165+-3165_23.tif,U\ ,682 793 690 799
24,518253165+-3165_24.tif,M ,681 802 690 808
25,518253165+-3165_25.tif,CO ,680 811 689 818
26,518253165+-3165_26.tif,NJ ,680 820 689 826
27,518253165+-3165_27.tif,in ,680 829 688 835
28,518253165+-3165_28.tif,Lo ,679 847 687 854
29,518253165+-3165_29.tif,M ,678 857 686 862
30,518253165+-3165_30.tif,cn ,677 875 686 881
