,image_no,text,bb
0,ti01410980_0.tif,INVOICE ,500 94 570 106
1,ti01410980_1.tif,JLay^rd Associates ,50 87 216 107
2,ti01410980_2.tif,2242 San Antonio Avenue ,50 116 170 126
3,ti01410980_3.tif,"Alameda, CA 94501 Invoice No. ",49 130 477 142
4,ti01410980_4.tif,(510)521-2145 FAX (510) 521-2146 00340 ,50 144 477 162
5,ti01410980_5.tif,Date ,457 174 480 183
6,ti01410980_6.tif,07/06/93 ,454 193 518 205
7,ti01410980_7.tif,Covington & Burling Ref: SER meeting ,151 246 560 260
8,ti01410980_8.tif,"Attn: Michael T. Buckley, Esq. ",150 260 392 273
9,ti01410980_9.tif,"1201 Pennsylvania Avenue, N.W. ",152 273 393 286
10,ti01410980_10.tif,"Washington, D.C. 20044 ",150 287 328 299
11,ti01410980_11.tif,"Professional services for the period: June , j g 9 3 ",49 320 345 339
12,ti01410980_12.tif,Hours ,473 323 502 331
13,ti01410980_13.tif,Amount ,632 324 669 332
14,ti01410980_14.tif,Dr. Maxwell Layard ,69 354 215 366
15,ti01410980_15.tif,26.50 ,470 356 509 366
16,ti01410980_16.tif,3975.00 ,619 357 674 366
17,ti01410980_17.tif,Expenses: ,69 382 139 393
18,ti01410980_18.tif,Travel Expenses ,84 395 207 407
19,ti01410980_19.tif,1507.39 ,619 398 673 407
20,ti01410980_20.tif,Meeting Registration ,84 408 247 421
21,ti01410980_21.tif,175.00 ,628 411 673 420
22,ti01410980_22.tif,Freight & Communications ,84 422 280 434
23,ti01410980_23.tif,21.02 ,635 425 673 434
24,ti01410980_24.tif,Total costs ,273 451 361 460
25,ti01410980_25.tif,Amount due (one third ,273 478 443 490
26,ti01410980_26.tif,of total costs) ,452 479 573 491
27,ti01410980_27.tif,$1892.80 ,610 479 673 490
28,ti01410980_28.tif,"Attend Society for Epidemiologic Research annual meeting, ",66 532 531 546
29,ti01410980_29.tif,"Keystone, Colorado, June 16-18, 1993 ",67 546 360 558
30,ti01410980_30.tif,APPROVED FOR PAYMENT ,390 627 594 642
31,ti01410980_31.tif,rv ,391 658 410 666
32,ti01410980_32.tif,BY_ ,391 684 596 696
33,ti01410980_33.tif,BY ,392 710 596 722
34,ti01410980_34.tif,a/c jmhm ,392 730 596 749
35,ti01410980_35.tif,DATE 7 ,393 759 596 776
36,ti01410980_36.tif,Payment* are due upon receipt. ,280 854 447 866
37,ti01410980_37.tif,This invoice may not include expense items for which ,240 881 487 893
38,ti01410980_38.tif,we were not yet billed in the above period. ,263 895 462 907
39,ti01410980_39.tif,TI0141-0980 ,652 965 721 974
