,image_no,text,bb
0,92891078_1079_0.tif,BSMG WORLDWIDE ,276 55 501 71
1,92891078_1079_1.tif,« ,142 73 144 76
2,92891078_1079_2.tif,"May 31, 2001 ",479 141 571 152
3,92891078_1079_3.tif,LORILLARD TOBACCO COMPANY ,59 167 253 177
4,92891078_1079_4.tif,Mr. Victor UndsIcy ,58 180 205 194
5,92891078_1079_5.tif,Group Brand Director ,58 195 212 209
6,92891078_1079_6.tif,714 Green Valley Road ,59 211 221 224
7,92891078_1079_7.tif,P.O. Box 10529 ,58 226 166 235
8,92891078_1079_8.tif,"Greensboro, NC 27408 ",58 240 219 253
9,92891078_1079_9.tif,Please Remit Payment to: ,479 185 661 198
10,92891078_1079_10.tif,"BSMG Worldwide, Inc. ",478 200 631 212
11,92891078_1079_11.tif,P.O. Box 100583 ,479 216 593 224
12,92891078_1079_12.tif,"Atlanta, GA 30384-0583 ",478 230 647 241
13,92891078_1079_13.tif,USA ,478 245 501 253
14,92891078_1079_14.tif,Period of Service: May 2001 ,57 299 266 313
15,92891078_1079_15.tif,Matter No: 08846 ,478 290 601 300
16,92891078_1079_16.tif,Invoice # 207685 ,478 304 601 314
17,92891078_1079_17.tif,YOUTH SMOKING PREVENTION PROGRAM ,56 360 305 371
18,92891078_1079_18.tif,"MARKETING COMMUNICATIONS - CHICAGO, IL ",56 375 352 388
19,92891078_1079_19.tif,"For Professional Services Rendered: $42,702.75 ",57 404 693 420
20,92891078_1079_20.tif,"Contest Coordination/Judging 37,729.75 ",110 434 598 450
21,92891078_1079_21.tif,"Announcement Media Relations 4,973.00 ",109 464 598 478
22,92891078_1079_22.tif,Expenses: ,55 508 122 519
23,92891078_1079_23.tif,Travel And Subsistence ,109 537 279 547
24,92891078_1079_24.tif,Hugh Williams 91.55 ,132 552 498 566
25,92891078_1079_25.tif,Hugh williams 68.34 ,131 567 496 582
26,92891078_1079_26.tif,Total Travel And Subsistence ,224 583 442 593
27,92891078_1079_27.tif,Clipping Service ,108 611 231 624
28,92891078_1079_28.tif,Burrelle's Information 349.30 ,131 626 496 639
29,92891078_1079_29.tif,Total Clipping Service ,224 642 395 655
30,92891078_1079_30.tif,Overnight Courier ,107 670 239 683
31,92891078_1079_31.tif,Federal Express 10.87 ,130 685 496 700
32,92891078_1079_32.tif,Federal Express 35.35 ,130 700 495 715
33,92891078_1079_33.tif,Total Overnight Courier ,223 716 402 728
34,92891078_1079_34.tif,Press Releases ,107 745 213 755
35,92891078_1079_35.tif,Associated Release Service 370.00 ,129 759 494 772
36,92891078_1079_36.tif,Associated Release Service 200.00 ,129 774 494 787
37,92891078_1079_37.tif,Associated Release Service 348.00 ,129 789 494 802
38,92891078_1079_38.tif,Total Press Releases ,222 805 378 816
39,92891078_1079_39.tif,"$24,584.35 ",616 512 692 523
40,92891078_1079_40.tif,159.89 ,553 586 597 596
41,92891078_1079_41.tif,349.30 ,552 645 596 654
42,92891078_1079_42.tif,46.22 ,558 719 595 728
43,92891078_1079_43.tif,918.00 ,551 808 595 817
44,92891078_1079_44.tif,Printing ,106 834 167 845
45,92891078_1079_45.tif,Unique Printers ,128 849 244 861
46,92891078_1079_46.tif,Total Printing ,221 865 330 877
47,92891078_1079_47.tif,special Materials For Client ,106 893 322 905
48,92891078_1079_48.tif,"6,978.74 ",432 852 493 863
49,92891078_1079_49.tif,"6,978.74 ",534 868 593 878
50,92891078_1079_50.tif,676 N Si. Clair Chicago Illinois 60611*2976 JS2-988-2400 Fax 312*988*2363 ,158 935 602 950
51,92891078_1079_51.tif,92891078 ,694 820 712 925
