,image_no,text,bb
0,503918489+-8489_0.tif,"■:,* ",312 13 332 20
1,503918489+-8489_1.tif,The ,89 86 133 115
2,503918489+-8489_2.tif,"oMP"" ",85 111 234 166
3,503918489+-8489_3.tif,Ad»«tuiM and »a3.« frotoo** ,236 108 377 118
4,503918489+-8489_4.tif,40# North kcUJA»*m» ,236 114 340 127
5,503918489+-8489_5.tif,RUxUt.Mo MI0#.Jl«/3*».<K)O ,236 127 376 137
6,503918489+-8489_6.tif,"j August 9, 19B4 ",64 187 181 203
7,503918489+-8489_7.tif,invoice ho. ,271 183 327 192
8,503918489+-8489_8.tif,% « ,318 197 356 200
9,503918489+-8489_9.tif,JOB NO. ,413 184 447 192
10,503918489+-8489_10.tif,axon to. ho. ,522 182 591 190
11,503918489+-8489_11.tif,Invoice ,90 223 145 236
12,503918489+-8489_12.tif,0324 -08 ,266 211 318 223
13,503918489+-8489_13.tif,RJ-04-005 ,399 213 458 224
14,503918489+-8489_14.tif,CTJXKT ,90 250 122 259
15,503918489+-8489_15.tif,Mr. Iluntar MacFarlano ,90 272 227 284
16,503918489+-8489_16.tif,\Asst. Brand Promt ion Planning Manager ,85 282 338 298
17,503918489+-8489_17.tif,R. J. JEYfOLCS 1C6WX0 OCfffAN* ,91 298 286 313
18,503918489+-8489_18.tif,401 North Main Street / ,90 314 289 327
19,503918489+-8489_19.tif,"Winston-Salem, M2 27102 ",89 327 245 342
20,503918489+-8489_20.tif,DoewmoM ,89 368 146 377
21,503918489+-8489_21.tif,CAMEL PQCEPTICWS PPCM7TICN ,237 383 418 394
22,503918489+-8489_22.tif,CX3CEPT/PRXRAM EeVELCfKEUT ,238 397 418 409
23,503918489+-8489_23.tif,tovelcpmnt of fix (6) proroticn oonoepta for ,89 467 384 484
24,503918489+-8489_24.tif,tlo Carol brand's perceptions effort. ,88 481 327 498
25,503918489+-8489_25.tif,All rroarrrendaticns developed thrxxx^ tight ,87 496 370 511
26,503918489+-8489_26.tif,art (xrrprchensives. ,88 512 209 527
27,503918489+-8489_27.tif,"SEJVTCESi Editorial, Creative Direction, Art Direction, ",87 552 454 567
28,503918489+-8489_28.tif,.Production Art and Project Management ,155 566 403 582
29,503918489+-8489_29.tif,through presentation on 7/26/84. ,158 580 367 596
30,503918489+-8489_30.tif,"$20,275.00 ",515 577 581 590
31,503918489+-8489_31.tif,"SfKVICB REIAIH) EXPOSES: Typo, Stats, fcibdown, ",86 608 401 623
32,503918489+-8489_32.tif,Art Supplies ,261 622 342 636
33,503918489+-8489_33.tif,"3,637.34 ",529 619 580 631
34,503918489+-8489_34.tif,EXPEDITING (at COSt) ,85 652 220 665
35,503918489+-8489_35.tif,25.00 ,547 648 581 658
36,503918489+-8489_36.tif,PICNE (at cost) ,85 681 188 694
37,503918489+-8489_37.tif,| ,436 695 439 700
38,503918489+-8489_38.tif,66.37 ,548 676 580 686
39,503918489+-8489_39.tif,TPAVEI/PER DUM (at cost) ,84 709 252 722
40,503918489+-8489_40.tif,"7,645.00 ",527 704 581 716
41,503918489+-8489_41.tif,TOTAi AMOUNT DUE ' • ,81 827 216 837
42,503918489+-8489_42.tif,• ' ,66 840 489 847
43,503918489+-8489_43.tif,"$26,648.71 ",514 838 580 850
44,503918489+-8489_44.tif,"rUAII BOUT TO. M3 W5RUANN QBOVT, f.O. BOA U444 M. Bt tODU, MO. *)1H ",80 876 440 889
45,503918489+-8489_45.tif,TWM* NTT 170N fcfCDTT ,80 897 196 907
46,503918489+-8489_46.tif,wttsot Armvrn month chapco on w r»vt account* ,80 905 368 917
47,503918489+-8489_47.tif,16C0S ,653 829 663 866
