,image_no,text,bb
0,ti17120498_0.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,194 147 523 158
1,ti17120498_1.tif,"Date: October 2, 1998 ",118 195 244 207
2,ti17120498_2.tif,State: X Local: □ ,439 192 560 206
3,ti17120498_3.tif,RECIPIENT INFORMATION ,270 243 445 253
4,ti17120498_4.tif,Name ,118 292 149 302
5,ti17120498_5.tif,(Individual Candidal* <* Imfriitri* Or*.; ,118 305 267 313
6,ti17120498_6.tif,Barbara Cegavske ,284 291 380 303
7,ti17120498_7.tif,Address ,118 318 161 328
8,ti17120498_8.tif,6465 Laredo Street ,284 318 386 328
9,ti17120498_9.tif,I .as Vegas. NV 89102 ,284 334 402 347
10,ti17120498_10.tif,Current Office and District ,118 366 259 377
11,ti17120498_11.tif,Aspired Office and District ,118 383 260 395
12,ti17120498_12.tif,State Assembly Dist. 5 ,284 383 407 394
13,ti17120498_13.tif,Party ,117 400 145 411
14,ti17120498_14.tif,Republican ,284 400 342 411
15,ti17120498_15.tif,Leadership Position ,118 416 222 428
16,ti17120498_16.tif,Committees ,117 433 180 443
17,ti17120498_17.tif,(Note Chiirrrjjuhi»l ,117 447 194 455
18,ti17120498_18.tif,CONTRIBUTION INFORMATION ,254 508 460 518
19,ti17120498_19.tif,Amount ,117 556 160 566
20,ti17120498_20.tif,$300.00 ,354 556 396 566
21,ti17120498_21.tif,Account Code ,117 572 194 583
22,ti17120498_22.tif,1401-7710-NV-Cl ,356 573 450 583
23,ti17120498_23.tif,Check Pavable to ,117 589 209 599
24,ti17120498_24.tif,Committee to Elect Barbara Cegavske ,354 589 557 602
25,ti17120498_25.tif,Address ,117 606 160 616
26,ti17120498_26.tif,(Only if different from address above) ,116 622 316 635
27,ti17120498_27.tif,Notes: ,116 655 150 665
28,ti17120498_28.tif,(Date needed: fundraiser date; other info. ,116 671 334 682
29,ti17120498_29.tif,As soon as possible ,353 656 456 669
30,ti17120498_30.tif,Approved by: ,117 719 188 732
31,ti17120498_31.tif,Revised 2/95 ,116 814 173 823
32,ti17120498_32.tif,(Senior Vice President’s signature) ,381 800 565 813
33,ti17120498_33.tif,Til 712-0498 ,643 964 722 974
