,image_no,text,bb
0,ti17120027_0.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,221 150 548 162
1,ti17120027_1.tif,Dale: 9/11/98 ,145 198 224 208
2,ti17120027_2.tif,Slate: £3 Local: Q ,465 195 583 210
3,ti17120027_3.tif,RECIPIENT INFORMATON ,300 245 469 255
4,ti17120027_4.tif,Name ,144 292 175 302
5,ti17120027_5.tif,(lodttSdual Caudate or Fu*vVa«ii>* llrg ) ,144 306 294 314
6,ti17120027_6.tif,Sampson Jackson ,312 292 403 304
7,ti17120027_7.tif,Address ,145 324 187 334
8,ti17120027_8.tif,PO Box 686 ,311 324 376 334
9,ti17120027_9.tif,"DcKalb, MS 39238 ",312 340 416 351
10,ti17120027_10.tif,Current Office and District ,144 388 286 398
11,ti17120027_11.tif,Senator. 32 ,311 388 371 399
12,ti17120027_12.tif,Aspired Office and District ,145 404 286 416
13,ti17120027_13.tif,same ,311 407 337 414
14,ti17120027_14.tif,Party ,145 421 172 433
15,ti17120027_15.tif,Democrat ,311 421 362 430
16,ti17120027_16.tif,Leadership Position ,145 437 249 448
17,ti17120027_17.tif,Committees ,144 453 208 463
18,ti17120027_18.tif,CONTRIBUTION INFORMATION ,281 527 487 537
19,ti17120027_19.tif,Amount ,145 576 187 585
20,ti17120027_20.tif,S 200 00 ,382 575 427 585
21,ti17120027_21.tif,Account Code ,145 592 221 601
22,ti17120027_22.tif,140I-77IO-MS-OI ,383 592 478 602
23,ti17120027_23.tif,Check Payable to ,144 608 237 620
24,ti17120027_24.tif,Senator Sampson Jackson Campaign ,382 608 575 620
25,ti17120027_25.tif,Address ,145 624 187 634
26,ti17120027_26.tif,(Only if different from address above) ,144 639 344 652
27,ti17120027_27.tif,Notes: ,145 688 179 698
28,ti17120027_28.tif,"(Date needed, fundraiser dale: other info ",145 704 359 716
29,ti17120027_29.tif,nextround ,382 688 434 698
30,ti17120027_30.tif,Approved by: ,145 752 216 764
31,ti17120027_31.tif,Revised 2/95 ,145 845 202 854
32,ti17120027_32.tif,I l ,420 751 428 755
33,ti17120027_33.tif,' !' t< 'i t ,436 751 487 760
34,ti17120027_34.tif,i - ,601 750 614 755
35,ti17120027_35.tif,(Regional Vice President's signalure) ,396 768 593 781
36,ti17120027_36.tif,(Senior Vice President's signal ure) ,410 830 594 843
37,ti17120027_37.tif,Til 712-0027 ,643 964 722 974
