,image_no,text,bb
0,2030138076_2030138077_0.tif,ER. [*1; li?t 5i[4i[5i[4i[5i[4i[5i[4i[5i ,29 18 330 40
1,2030138076_2030138077_1.tif,165241 2234 M L01 ,39 54 408 67
2,2030138076_2030138077_2.tif,05001 ,29 85 69 96
3,2030138076_2030138077_3.tif,TO: PHILIP MORRIS USA FROM: FISHER SCIENTIFIC ,30 97 488 111
4,2030138076_2030138077_4.tif,PARK 500 - DOOR 77/78 NORCROSS GA 30091 ,64 111 486 125
5,2030138076_2030138077_5.tif,4100 BERMUDA HUNDRED RD ,65 128 262 139
6,2030138076_2030138077_6.tif,VST TRT LAB/BOILR HSE LAB ,64 143 279 155
7,2030138076_2030138077_7.tif,CHESTER VA 23831 ,64 157 278 168
8,2030138076_2030138077_8.tif,NANCY HAMILTON ,64 173 183 183
9,2030138076_2030138077_9.tif,FS# ,30 233 54 243
10,2030138076_2030138077_10.tif,15- ,65 232 85 242
11,2030138076_2030138077_11.tif,-2234-999 DATED 08/21/92 04:52PM SP02875/5B ,85 227 463 243
12,2030138076_2030138077_12.tif,LN ,30 262 45 272
13,2030138076_2030138077_13.tif,QTY ,56 261 81 272
14,2030138076_2030138077_14.tif,SHP UM CATALOG = ,91 260 227 271
15,2030138076_2030138077_15.tif,DESCRIPTION ,290 259 384 270
16,2030138076_2030138077_16.tif,UNIT PR ,524 258 584 268
17,2030138076_2030138077_17.tif,EXT PR ,603 258 653 267
18,2030138076_2030138077_18.tif,10 ,31 291 45 301
19,2030138076_2030138077_19.tif,1 ,74 290 79 300
20,2030138076_2030138077_20.tif,1 CS A144S 212 ,109 289 227 300
21,2030138076_2030138077_21.tif,HYDROCHL AC SAFCOT 6X21/2L ,281 287 505 300
22,2030138076_2030138077_22.tif,32.79 ,612 286 652 296
23,2030138076_2030138077_23.tif,11 ,30 320 44 330
24,2030138076_2030138077_24.tif,SPEED NUMBER /501 ,281 317 426 329
25,2030138076_2030138077_25.tif,12 ,31 349 45 359
26,2030138076_2030138077_26.tif,* ,75 349 76 350
27,2030138076_2030138077_27.tif,* ,74 355 78 358
28,2030138076_2030138077_28.tif,1 CS A200S 212 ,108 347 227 358
29,2030138076_2030138077_29.tif,NITRIC ACID R ACS 6X21/2L/ ,281 345 505 359
30,2030138076_2030138077_30.tif,42.46 ,612 345 652 354
31,2030138076_2030138077_31.tif,13 ,31 378 45 388
32,2030138076_2030138077_32.tif,. f ,145 380 155 387
33,2030138076_2030138077_33.tif,SPEED NUMBER /502 ,282 375 427 388
34,2030138076_2030138077_34.tif,14 ,32 408 45 417
35,2030138076_2030138077_35.tif,1 ,75 407 79 416
36,2030138076_2030138077_36.tif,1 PK 09 650D ,109 405 211 416
37,2030138076_2030138077_37.tif,EXTRACTION FLASK 250ML 12/ ,282 403 505 417
38,2030138076_2030138077_38.tif,40.44 ,612 403 652 413
39,2030138076_2030138077_39.tif,15 ,31 436 45 446
40,2030138076_2030138077_40.tif,SPEED NUMBER /543 ,282 434 426 445
41,2030138076_2030138077_41.tif,16 ,31 465 45 475
42,2030138076_2030138077_42.tif,1 ,74 465 79 474
43,2030138076_2030138077_43.tif,1 EA 13 299 81 ,109 463 226 475
44,2030138076_2030138077_44.tif,MEMBRANE ELECTROLYTE MODUL ,282 462 506 474
45,2030138076_2030138077_45.tif,28.75 ,612 461 652 471
46,2030138076_2030138077_46.tif,17 ,31 494 46 504
47,2030138076_2030138077_47.tif,\*x *'>-'> ,168 476 208 488
48,2030138076_2030138077_48.tif,\>^a. ,148 501 180 509
49,2030138076_2030138077_49.tif,"3 f""\ !Cs.\ i ",323 475 515 494
50,2030138076_2030138077_50.tif,SPEED NUMBER /082 ,281 491 427 504
51,2030138076_2030138077_51.tif,18 ,32 524 46 533
52,2030138076_2030138077_52.tif,1 ,75 523 80 532
53,2030138076_2030138077_53.tif,1 PK 10 041 15B ,110 522 237 533
54,2030138076_2030138077_54.tif,FLASK GRAD PC 125ML 12/PK ,282 520 498 533
55,2030138076_2030138077_55.tif,38.18 ,613 519 653 529
56,2030138076_2030138077_56.tif,19 ,32 552 45 562
57,2030138076_2030138077_57.tif,42 ,100 551 114 561
58,2030138076_2030138077_58.tif,20 ,31 580 45 590
59,2030138076_2030138077_59.tif,CALLER: NANCY HAMILTON ,282 577 471 589
60,2030138076_2030138077_60.tif,TOTAL ,542 606 584 616
61,2030138076_2030138077_61.tif,182.62 ,604 605 653 615
62,2030138076_2030138077_62.tif,P 0 APPROVED BY ,57 652 185 661
63,2030138076_2030138077_63.tif,Hi £ '• 9 ] RX3K NO I Id 0 XIVK ' 1H63 • t’l ] SH3GHO 1SMNV19 ’ 9H63 '• CI JlIKIT HV1 ,203 848 762 866
64,2030138076_2030138077_64.tif,TOG •CH6S*2I]SH3aHO TYIOBdS * f-H62 • 11 ] AH3A003H H3CIHO * £H62 • 01 ].M3IA3H H3CIH0 *3H6o ; ,71 862 761 883
65,2030138076_2030138077_65.tif,6 1AHIN3 H3GHO * IH62 ■ 8 ] : XOIldOH62 '• 9 3.1X3K SNOIldO H3(3HOH62 *• Z ) Z6/TZ/80 HZ'UlKSlSAS ,72 877 763 897
66,2030138076_2030138077_66.tif,NO 11VOI N.1KHOD HSKOiS.lO H3HSIi H02 : 13 THOONOITH3 i I ]®0 ] f 3 HI: I )H08 -fZ 3 m 0 ] f ]HI *• I) 7 f) ,80 891 763 911
67,2030138076_2030138077_67.tif,2030138076 ,596 945 733 963
