,image_no,text,bb
0,512981600_512981601_0.tif,"PROMOTIONAL MARKETING, INC. ",75 53 714 69
1,512981600_512981601_1.tif,152 WEST HURON STREET. CHICAGO. ILLINOIS 60610.312/943-0900 ,77 82 714 91
2,512981600_512981601_2.tif,In 2 3 33 PH *31 ,612 96 750 117
3,512981600_512981601_3.tif,Invoice ,553 167 607 180
4,512981600_512981601_4.tif,TO: Ms. Louise Norman ,118 227 294 240
5,512981600_512981601_5.tif,R. J. Reynolds Tobacco Co. ,165 247 344 262
6,512981600_512981601_6.tif,401 N. Main Street ,164 266 288 278
7,512981600_512981601_7.tif,"Winston-Salem, NC 27102 ",165 285 340 300
8,512981600_512981601_8.tif,73786-C/E 6-Pack Cooler POS ,119 462 337 478
9,512981600_512981601_9.tif,"Original Estimate/Contract $20,950.00 ",119 481 370 497
10,512981600_512981601_10.tif,For the creative development/layouts and mechanical art preparation of Camel and ,119 518 665 535
11,512981600_512981601_11.tif,Salem riser cards for the 6-Pack Cooler retail offer. ,119 538 451 551
12,512981600_512981601_12.tif,Indirect Costs: ,119 597 213 608
13,512981600_512981601_13.tif,Item ,165 635 195 646
14,512981600_512981601_14.tif,Hauls ,346 634 388 648
15,512981600_512981601_15.tif,•Ex. Creative Director ,166 673 313 685
16,512981600_512981601_16.tif,7.50 ,357 672 384 684
17,512981600_512981601_17.tif,Creative Coordinator ,165 710 305 723
18,512981600_512981601_18.tif,1.00 ,359 710 384 722
19,512981600_512981601_19.tif,Asst. Art Director ,165 748 283 761
20,512981600_512981601_20.tif,15.00 ,351 748 384 760
21,512981600_512981601_21.tif,Art Prod. Manager ,165 787 289 802
22,512981600_512981601_22.tif,1.00 ,359 787 384 799
23,512981600_512981601_23.tif,Art Apprentice ,165 825 264 841
24,512981600_512981601_24.tif,1.25 ,359 825 383 837
25,512981600_512981601_25.tif,SUBTOTAL INDIRECT ,119 866 253 875
26,512981600_512981601_26.tif,"(* Based on Invoicing Procedures prior to July I, ",120 901 420 916
27,512981600_512981601_27.tif,"Rale Comm, ",431 634 548 647
28,512981600_512981601_28.tif,Total ,588 633 623 645
29,512981600_512981601_29.tif,$125.00 ,426 672 474 685
30,512981600_512981601_30.tif,$937.50 ,581 671 630 684
31,512981600_512981601_31.tif,40.00 ,441 710 474 722
32,512981600_512981601_32.tif,40.00 ,596 709 630 721
33,512981600_512981601_33.tif,85.00 ,441 747 474 760
34,512981600_512981601_34.tif,"1,275.00 ",578 747 630 762
35,512981600_512981601_35.tif,Ul ,732 771 741 777
36,512981600_512981601_36.tif,85.00 ,441 786 475 799
37,512981600_512981601_37.tif,85.00 ,596 786 630 798
38,512981600_512981601_38.tif,M ,731 780 740 785
39,512981600_512981601_39.tif,NJ ,730 789 740 795
40,512981600_512981601_40.tif,lO ,730 798 739 805
41,512981600_512981601_41.tif,CO ,729 807 738 813
42,512981600_512981601_42.tif,25.00 ,441 825 475 837
43,512981600_512981601_43.tif,31.25 ,596 824 630 836
44,512981600_512981601_44.tif,"$2,36875 ",569 862 630 876
45,512981600_512981601_45.tif,M ,727 825 736 831
46,512981600_512981601_46.tif,O' ,726 834 736 841
47,512981600_512981601_47.tif,<S> ,725 843 735 851
48,512981600_512981601_48.tif,<S> ,725 852 734 859
49,512981600_512981601_49.tif,1991.) ,425 901 464 915
