,image_no,text,bb
0,2029370308_0.tif,Covington & Burling ,131 153 274 167
1,2029370308_1.tif,"1201 Pennsylvania Avenue, N.W. ",133 168 355 181
2,2029370308_2.tif,"Washington, D.C. 20044 ",130 183 304 197
3,2029370308_3.tif,•h.xh sc — 4002 ,532 228 704 243
4,2029370308_4.tif,"-*•= May 31, 1991 ",568 257 696 271
5,2029370308_5.tif,YOU* °E e ,51 299 102 308
6,2029370308_6.tif,Mr. John Rupp ,130 289 229 302
7,2029370308_7.tif,\CC Testing in Buildings ,267 348 447 362
8,2029370308_8.tif,Reference: M.P. ,305 363 416 374
9,2029370308_9.tif,To the sampling and analysis of buildings for their \OC ,131 408 579 423
10,2029370308_10.tif,content and samples for transmission electron microscopy ,132 425 577 439
11,2029370308_11.tif,for asbestos as per Gray Robertson’s memo dated February ,133 440 577 454
12,2029370308_12.tif,"21, 1991. ",133 457 198 469
13,2029370308_13.tif,Buildings sampled in April and May 1991 ,132 486 425 498
14,2029370308_14.tif,In USA: 24 ,134 516 282 527
15,2029370308_15.tif,In Australia: 4 ,134 531 282 542
16,2029370308_16.tif,Total buildings: 28 ,132 546 283 559
17,2029370308_17.tif,"a) VOCs - 28 © $1,200 per building $ 33,600.00 ",58 575 699 589
18,2029370308_18.tif,"b) Airborne asbestos - 28 @ $650 per building $ 18,200.00 ",59 590 699 604
19,2029370308_19.tif,"Total price now due for 1 payment $ 51,800.00 ",132 620 699 634
20,2029370308_20.tif,2029370308 ,532 925 669 941
