,image_no,text,bb
0,ti16400164_0.tif,THE TOBACCO INSTITUTE ,102 111 376 128
1,ti16400164_1.tif,1875 I STREET. NORTHWEST ,231 132 376 141
2,ti16400164_2.tif,WASHINGTON. DC 20006 ,248 143 376 152
3,ti16400164_3.tif,T*E «KiGS HATKW. BANK ,455 89 546 95
4,ti16400164_4.tif,VC ,516 104 524 108
5,ti16400164_5.tif,'S-2 ,613 91 626 97
6,ti16400164_6.tif,CHECK ,404 119 431 126
7,ti16400164_7.tif,CHECK DATE ,495 119 544 125
8,ti16400164_8.tif,AMOUNT ,610 120 644 126
9,ti16400164_9.tif,D27009 ,387 133 457 152
10,ti16400164_10.tif,02/18/97 ,490 146 541 156
11,ti16400164_11.tif,u ,575 124 587 145
12,ti16400164_12.tif,"I‘**•—*1,000.00 ",575 145 668 156
13,ti16400164_13.tif,TO THE ORDER OF ,59 193 130 200
14,ti16400164_14.tif,PAY IN DOLLARS ,176 178 249 185
15,ti16400164_15.tif,One Thousand and no/100 Dollars ,141 197 348 207
16,ti16400164_16.tif,NEW YORK STATE SENATE ,107 260 247 268
17,ti16400164_17.tif,REPUBLICAN CAMPAIGN CNTE ,107 273 267 280
18,ti16400164_18.tif,P0 BOX 729 ,107 285 172 293
19,ti16400164_19.tif,"ALBANY, NY 12224 ",107 297 227 306
20,ti16400164_20.tif,Hwse fcpesii ,472 300 562 320
21,ti16400164_21.tif,*8*5\. ,581 299 618 316
22,ti16400164_22.tif,"""•o^ooq** i:osuoooo30i: ia-Oflaiq?*?* 1 ",167 333 495 345
23,ti16400164_23.tif,DCTACM ozronc OGPOSITIWG NO OTHER RECOPT RCOUWCD ,249 369 491 376
24,ti16400164_24.tif,THE TOBACCO INSTITUTE ,99 395 291 406
25,ti16400164_25.tif,1875 I STREET. NORTHWEST ,146 412 292 420
26,ti16400164_26.tif,WASHINGTON. DC 20006 ,164 422 292 431
27,ti16400164_27.tif,14039 ,409 398 440 405
28,ti16400164_28.tif,— ,512 378 587 380
29,ti16400164_29.tif,02/18/97 ,523 397 575 406
30,ti16400164_30.tif,027009 ,598 395 667 411
31,ti16400164_31.tif,VENDOR NUMBER ,407 423 486 430
32,ti16400164_32.tif,CHECK DATE ,520 423 577 430
33,ti16400164_33.tif,CHECK NUMBER ,595 423 667 430
34,ti16400164_34.tif,ICE DATE INVOICE NO. ,69 491 180 498
35,ti16400164_35.tif,102/14/97 NY PC 97 ,45 507 159 518
36,ti16400164_36.tif,1401-7710-NY01 ,107 522 199 530
37,ti16400164_37.tif,DESCRIPTION ,305 491 364 498
38,ti16400164_38.tif,STATE CAMPAIGN CONTRIBUTIONS ,208 522 394 530
39,ti16400164_39.tif,INVOICE AMOUNT | NET AMOUNT ,484 492 648 500
40,ti16400164_40.tif,"$1,000.00 ",503 510 561 519
41,ti16400164_41.tif,"$1,000.00 ",503 523 561 531
42,ti16400164_42.tif,"$1,000.0 ",609 510 661 519
43,ti16400164_43.tif,THE TOBACCO INSTITUTE 'NC ,300 946 433 953
44,ti16400164_44.tif,Tl 1640-0164 ,643 964 722 975
