,image_no,text,bb
0,2501336275_2501336276_0.tif,FISH & NEAVE ,260 85 453 99
1,2501336275_2501336276_1.tif,S75 TMIRO AVENUE ,296 117 418 126
2,2501336275_2501336276_2.tif,NEW YORK. N. Y. 10022-6250 ,260 139 452 150
3,2501336275_2501336276_3.tif,TCLCPHONC (212' 715-0000 ,285 161 428 170
4,2501336275_2501336276_4.tif,"Fabriquoo de Tabac Rounies, S.A. ",61 167 295 179
5,2501336275_2501336276_5.tif,Qua! Jeanronaud 3 ,61 182 185 193
6,2501336275_2501336276_6.tif,2003 Serrieres ,61 198 163 207
7,2501336275_2501336276_7.tif,SWITZERLAND ,60 214 141 223
8,2501336275_2501336276_8.tif,2 •• jOiw ,507 109 563 123
9,2501336275_2501336276_9.tif,"Juno 16, 1992 ",494 171 588 182
10,2501336275_2501336276_10.tif,Statement 99939026 ,494 186 625 197
11,2501336275_2501336276_11.tif,Attention: Mr. Jagdioh Mandiratta ,60 260 303 272
12,2501336275_2501336276_12.tif,o pooressiONAL scrvices ocnoerco May 1992 ,9 322 615 339
13,2501336275_2501336276_13.tif,General ,59 354 109 362
14,2501336275_2501336276_14.tif,F&N Matter 01345.004 ,60 370 205 379
15,2501336275_2501336276_15.tif,May ,132 403 155 412
16,2501336275_2501336276_16.tif,"19, 1992 ",156 417 212 427
17,2501336275_2501336276_17.tif,Meeting with Mr. Mandiratta to discuss status • ,162 433 593 448
18,2501336275_2501336276_18.tif,of various matters. ,133 448 270 458
19,2501336275_2501336276_19.tif,Total Fees for Services $ 265.00 ,213 480 615 495
20,2501336275_2501336276_20.tif,To Expenses ,287 512 365 522
21,2501336275_2501336276_21.tif,"Cantwell and Paxton, Inc. April 14, 1992 $ 15.00 ",132 542 614 557
22,2501336275_2501336276_22.tif,Miscellaneous Expenses S 24.16 ,132 557 614 573
23,2501336275_2501336276_23.tif,Postage . $ 32.01 ,133 573 614 589
24,2501336275_2501336276_24.tif,Total Expenses $ 71.17 ,212 604 613 620
25,2501336275_2501336276_25.tif,{ ,27 626 30 634
26,2501336275_2501336276_26.tif,Total for this Matter $ 336.17 ,132 651 613 667
27,2501336275_2501336276_27.tif,PTR-0055 ,58 697 115 705
28,2501336275_2501336276_28.tif,FSN Matter 01345.020 ,58 713 203 722
29,2501336275_2501336276_29.tif,May ,131 745 153 756
30,2501336275_2501336276_30.tif,"20, 1992 ",154 760 210 770
31,2501336275_2501336276_31.tif,Correspondence forwarding Maintenance Fee ,160 776 460 790
32,2501336275_2501336276_32.tif,Statement to Mr. Mandiratta. ,131 792 333 803
33,2501336275_2501336276_33.tif,Total Fees for Services $ 60.00 ,211 823 612 839
34,2501336275_2501336276_34.tif,Total for this Matter $ 60.00 ,130 870 612 886
35,2501336275_2501336276_35.tif,Tax loCMVtrtCAno* No. IJ-S074770 ,268 928 426 937
36,2501336275_2501336276_36.tif,2501336275 ,649 840 666 925
