,image_no,text,bb
0,ti16310079_0.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,206 109 528 122
1,ti16310079_1.tif,"Date: September 16, 1994 ",55 165 262 179
2,ti16310079_2.tif,State or Local: State ,429 162 610 173
3,ti16310079_3.tif,RECIPIENT INFORMATION ,281 232 454 242
4,ti16310079_4.tif,Name: ,55 276 92 285
5,ti16310079_5.tif,L.L. ''Doc'' Bryan ,239 274 370 285
6,ti16310079_6.tif,Address: ,55 303 118 313
7,ti16310079_7.tif,305 S. Vancouver ,239 301 370 310
8,ti16310079_8.tif,Russellville. AR 72801 ,239 313 427 325
9,ti16310079_9.tif,Current Office ,54 356 170 367
10,ti16310079_10.tif,and District: Representative-District 30 ,113 367 453 381
11,ti16310079_11.tif,Aspired Office ,55 383 170 396
12,ti16310079_12.tif,and District: ,113 396 218 406
13,ti16310079_13.tif,Party Democrat ,56 423 296 437
14,ti16310079_14.tif,Leadership Position: Former Speaker of the House ,56 448 461 463
15,ti16310079_15.tif,"Committees: Revenue and Taxation; Insurance and Commerce, Vice ",55 474 652 490
16,ti16310079_16.tif,Chair; Joint Committee on Energy ,238 489 503 502
17,ti16310079_17.tif,CONTRIBUTION INFORMATION ,268 544 466 554
18,ti16310079_18.tif,Amount: $200.00 Account Code: 1401-7710-AR01 ,55 582 667 597
19,ti16310079_19.tif,"Check Pay to: L.L. M Doc"" Bryan Campaign Fund ",55 611 444 627
20,ti16310079_20.tif,Address: ,54 642 118 652
21,ti16310079_21.tif,(Only if different from address above) ,74 680 383 695
22,ti16310079_22.tif,"Notes: ,—^ ",55 709 281 727
23,ti16310079_23.tif,(Date needed; fundraiser date; other information) ,73 720 474 736
24,ti16310079_24.tif,Approved by: ^ ,55 744 373 777
25,ti16310079_25.tif,(Regional Vice President's signature) ,240 771 540 787
26,ti16310079_26.tif,(Senior Vice President's signature) ,249 828 532 842
27,ti16310079_27.tif,Til 631-0079 ,641 963 722 975
