,image_no,text,bb
0,ti31689150_0.tif,INVOICE ,341 88 397 99
1,ti31689150_1.tif,\# ,65 100 76 108
2,ti31689150_2.tif,FLa ,200 119 279 152
3,ti31689150_3.tif,FANNON-LGERS ASSOCIATES INC. ,291 128 537 138
4,ti31689150_4.tif,U»'A PROCESSING • MAILNG • FO-FlllMENr SERVICES ,292 140 490 147
5,ti31689150_5.tif,"5352 • 46th Ave , Hyattsv.il*, MO 20781 • |30l) 864.3/78 ",292 157 532 165
6,ti31689150_6.tif,TOBACCO INSTITUTE ,78 223 204 233
7,ti31689150_7.tif,I 875 I STREET NW -8th FI ,79 238 255 248
8,ti31689150_8.tif,WASHINGTON. D.C. 20006 ,76 252 249 263
9,ti31689150_9.tif,PA6E: I ,475 224 522 234
10,ti31689150_10.tif,INVOICE NO.: 28356 ,435 239 560 249
11,ti31689150_11.tif,INVOICE DATE: 9/15/94 ,424 253 576 264
12,ti31689150_12.tif,CUSTOMER ID: TOG ,426 268 540 278
13,ti31689150_13.tif,TFRHS: Net 30 ,467 315 559 325
14,ti31689150_14.tif,— % s ,316 332 413 340
15,ti31689150_15.tif,DESCRIPTION ,173 343 280 349
16,ti31689150_16.tif,AMOUNT ,526 343 587 350
17,ti31689150_17.tif,LAW: August ’94 ,144 367 253 379
18,ti31689150_18.tif,FILL 276 ORDERS; METER AND SHIP ,76 396 310 408
19,ti31689150_19.tif,AS SPECIFIED ,75 411 225 421
20,ti31689150_20.tif,MATERIALS ,76 426 331 437
21,ti31689150_21.tif,POSTAGE USED ,76 455 321 466
22,ti31689150_22.tif,* • • ■ • . 9 ,166 636 396 642
23,ti31689150_23.tif,* 1 # - m » ,268 642 367 648
24,ti31689150_24.tif,1737.40 ,612 412 666 422
25,ti31689150_25.tif,70.95 ,629 427 666 438
26,ti31689150_26.tif,620.81 ,619 456 664 467
27,ti31689150_27.tif,• ,537 641 540 644
28,ti31689150_28.tif,SALES ,460 824 497 833
29,ti31689150_29.tif,TAX ,467 838 489 846
30,ti31689150_30.tif,0.00 ,648 831 677 841
31,ti31689150_31.tif,TOTAL ,461 870 498 879
32,ti31689150_32.tif,AMOUNT DUE ,441 883 519 892
33,ti31689150_33.tif,2429.16 ,621 873 677 883
34,ti31689150_34.tif,TI3168-9150 ,641 964 722 974
