,image_no,text,bb
0,ti16310857_0.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,198 110 522 122
1,ti16310857_1.tif,"Date: September 20, ",48 165 203 178
2,ti16310857_2.tif,1994 State or Local: State ,215 161 605 174
3,ti16310857_3.tif,RECIPIENT INFORMATION ,272 231 447 242
4,ti16310857_4.tif,Name: ,48 276 86 285
5,ti16310857_5.tif,"william R. -Bill"" Minor ",230 272 421 283
6,ti16310857_6.tif,Address: ,47 302 111 312
7,ti16310857_7.tif,P.O. Box 5849 ,230 300 338 309
8,ti16310857_8.tif,"Holly Springs, MS 38634 ",231 312 428 326
9,ti16310857_9.tif,Current Office ,48 355 162 367
10,ti16310857_10.tif,and District: ,106 368 210 379
11,ti16310857_11.tif,Aspired Office ,47 382 162 396
12,ti16310857_12.tif,and District: ,105 395 210 406
13,ti16310857_13.tif,Senator-District 2 ,230 367 378 378
14,ti16310857_14.tif,Party ,47 424 88 437
15,ti16310857_15.tif,Democrat ,230 423 295 432
16,ti16310857_16.tif,Leadership Position: ,48 449 210 464
17,ti16310857_17.tif,Chairman Senate Finance Committee ,230 447 504 459
18,ti16310857_18.tif,Committees: ,47 478 135 489
19,ti16310857_19.tif,n/a ,230 477 253 488
20,ti16310857_20.tif,Amount: $100.00 ,47 572 179 584
21,ti16310857_21.tif,CONTRIBUTION INFORMATION ,258 529 458 540
22,ti16310857_22.tif,Account Code: 1401-7710-MS01 ,421 568 661 579
23,ti16310857_23.tif,"Check Pay to: Senator William R. ""Bill” Minor Campaign Fund ",47 596 562 613
24,ti16310857_24.tif,Address: ,47 627 109 638
25,ti16310857_25.tif,(Only if different from address above) ,65 666 375 680
26,ti16310857_26.tif,Notes: ,46 696 93 706
27,ti16310857_27.tif,(Date needed; fundraiser date; other information) ,65 705 467 720
28,ti16310857_28.tif,Approved by: ,46 750 142 763
29,ti16310857_29.tif,(Regional Vice President's signature) ,231 759 534 773
30,ti16310857_30.tif,(Senior Vice President's signature) ,239 814 525 828
31,ti16310857_31.tif,Til 631-0857 ,641 963 722 975
