,image_no,text,bb
0,2083197818_7819_0.tif,FEB 0? ’*4 0&:i2Rl iTPolTUPHL DliPLAr ,81 61 332 69
1,2083197818_7819_1.tif,PURCHASE ORDER ,53 85 169 95
2,2083197818_7819_2.tif,*5bV» 443.W ,65 107 227 128
3,2083197818_7819_3.tif,rWflWU #MU4A ACVl^l COM* $0(4 ,52 151 217 158
4,2083197818_7819_4.tif,PKrlLlP MORRIS ,311 116 455 137
5,2083197818_7819_5.tif,U.ft.A. ,369 138 396 146
6,2083197818_7819_6.tif,IWWK W<Jh\>i. N*« *)*K. M Y. '«*'» ,315 146 452 152
7,2083197818_7819_7.tif,CAJL« A00*111: POLO MW *0»» ,481 115 600 121
8,2083197818_7819_8.tif,►KOWf: MIA COOI ItMWHH ,484 126 598 132
9,2083197818_7819_9.tif,DAIS ,541 144 561 151
10,2083197818_7819_10.tif,P.6 ,607 60 626 68
11,2083197818_7819_11.tif,IHOWTH1SOBMRNO ,617 71 708 79
12,2083197818_7819_12.tif,ON YO JR INVOICE ,627 79 699 87
13,2083197818_7819_13.tif,N82512 « ,629 102 694 112
14,2083197818_7819_14.tif,06/30/93 ,629 143 695 153
15,2083197818_7819_15.tif,VENDOR NO. 310308 ,177 173 299 183
16,2083197818_7819_16.tif,"VENDOR: STRUCTURAL DISPLAY COMPANY, INC SHIP ",44 201 439 211
17,2083197818_7819_17.tif,12-52 33RD AVENUE TO ,97 215 428 225
18,2083197818_7819_18.tif,"LONG ISLAND CITY, NY 11106 ",96 229 410 240
19,2083197818_7819_19.tif,mot ,273 244 314 257
20,2083197818_7819_20.tif,PHILIP MORRIS U.S.A. ,462 200 627 209
21,2083197818_7819_21.tif,ATTENTION: SEE RELOW ,462 213 638 224
22,2083197818_7819_22.tif,120 PARK AVENUE ,463 228 588 238
23,2083197818_7819_23.tif,"NEW YORK, NY ",462 242 563 252
24,2083197818_7819_24.tif,50017 ,657 255 697 265
25,2083197818_7819_25.tif,REQUISITIONER ,43 278 127 287
26,2083197818_7819_26.tif,BUYER ,224 279 260 288
27,2083197818_7819_27.tif,BIO REP./EXP. INT. ,367 279 454 288
28,2083197818_7819_28.tif,CONFIRMING TO ,475 279 559 288
29,2083197818_7819_29.tif,TAXABLE ,634 278 680 288
30,2083197818_7819_30.tif,D. GROSS ,63 299 139 308
31,2083197818_7819_31.tif,NDC ,386 299 411 308
32,2083197818_7819_32.tif,ALLOWED ,640 298 698 307
33,2083197818_7819_33.tif,P.O.B. ,43 320 71 329
34,2083197818_7819_34.tif,ROUTE VIA ,224 321 280 329
35,2083197818_7819_35.tif,1 PREPAID ,367 317 418 331
36,2083197818_7819_36.tif,TERMS ,462 321 498 329
37,2083197818_7819_37.tif,DESTINATION ,63 341 157 350
38,2083197818_7819_38.tif,|frt PAID ,367 334 437 355
39,2083197818_7819_39.tif,NET 30 ,632 339 689 348
40,2083197818_7819_40.tif,I PurcA6lt0^r Awe»fmvll«Pp#lrOAUil*«**%4 CM» *#6WAQ l»l %r* CCTMp?%#»'K* ,46 362 390 369
41,2083197818_7819_41.tif,7 t***<mt W'*) on 10011-—- ,46 371 395 378
42,2083197818_7819_42.tif,y »o PM utA A6vl*0 au.flo Ift'cHI’wC*** 0* cvntI MlK CA ^ c ,46 381 282 388
43,2083197818_7819_43.tif,LINE ,44 404 66 412
44,2083197818_7819_44.tif,QUANTITY ,186 404 239 413
45,2083197818_7819_45.tif,UM ,299 404 315 413
46,2083197818_7819_46.tif,UNIT PRICE ,463 404 521 412
47,2083197818_7819_47.tif,AMOUNT ,646 404 693 412
48,2083197818_7819_48.tif,*■* THE DISTRIBUTION INFORMATION FUR THIS ORDER IS ,82 438 506 448
49,2083197818_7819_49.tif,DJST ACCT NY2200 0A32Q9 330110I3F0 ,81 452 422 462
50,2083197818_7819_50.tif,001 ,30 480 52 489
51,2083197818_7819_51.tif,400 ,227 480 251 488
52,2083197818_7819_52.tif,EA ,286 479 302 488
53,2083197818_7819_53.tif,10.00 ,467 479 506 488
54,2083197818_7819_54.tif,"4,000 ",668 478 708 488
55,2083197818_7819_55.tif,PART/DESC MARL BORO BLANKETS ,82 507 320 518
56,2083197818_7819_56.tif,SUER. INK ,74 536 133 545
57,2083197818_7819_57.tif,00001 ,83 550 124 559
58,2083197818_7819_58.tif,SUPLINE QUANTITY ,202 535 337 544
59,2083197818_7819_59.tif,400 ,330 548 354 557
60,2083197818_7819_60.tif,DELIVERY DATE ,424 534 533 543
61,2083197818_7819_61.tif,06/16/93 ,441 548 507 558
62,2083197818_7819_62.tif,000 1 FA ,32 577 304 587
63,2083197818_7819_63.tif,PART/DESC HANDLING CHARGE ,84 605 304 615
64,2083197818_7819_64.tif,FOR ••HILLY*' PANEL ,84 632 228 642
65,2083197818_7819_65.tif,SUbLiNK SUBLINE QUANTITY ,76 660 338 670
66,2083197818_7819_66.tif,00001 ,84 676 125 684
67,2083197818_7819_67.tif,100.00 ,460 577 507 585
68,2083197818_7819_68.tif,DELIVERY DATE ,426 660 534 669
69,2083197818_7819_69.tif,06/16/93 ,443 673 508 682
70,2083197818_7819_70.tif,100 ,687 575 710 584
71,2083197818_7819_71.tif,003 30 EA ,33 702 305 712
72,2083197818_7819_72.tif,PART/DEEC SPANISH AWNINGS ,85 729 305 740
73,2083197818_7819_73.tif,"22 ""BILL V ",86 759 170 768
74,2083197818_7819_74.tif,8 MAT LOGO ,86 772 179 781
75,2083197818_7819_75.tif,7S7.50 ,460 701 509 710
76,2083197818_7819_76.tif,"22,?2Z ",662 700 710 710
77,2083197818_7819_77.tif,r* ,708 739 712 743
78,2083197818_7819_78.tif,to ,691 750 703 758
79,2083197818_7819_79.tif,o ,691 759 703 767
80,2083197818_7819_80.tif,CO ,691 768 703 776
81,2083197818_7819_81.tif,w ,691 777 703 785
82,2083197818_7819_82.tif,Sll&l.l.Nr ,77 801 137 809
83,2083197818_7819_83.tif,SUB-LINE QUANTITY DELIVERY DATE ,207 798 534 808
84,2083197818_7819_84.tif,(CONTINUED NEXT PAGE) ,284 812 458 822
85,2083197818_7819_85.tif,CD ,691 796 702 803
86,2083197818_7819_86.tif,CO ,691 814 702 822
87,2083197818_7819_87.tif,-a ,691 824 702 829
88,2083197818_7819_88.tif,CO ,690 833 702 840
89,2083197818_7819_89.tif,By. ,71 884 88 892
90,2083197818_7819_90.tif,PHILIP MORRIS U S A. ,169 894 280 902
91,2083197818_7819_91.tif,fr ,706 861 719 874
92,2083197818_7819_92.tif,/ TTh£^* ,105 946 138 951
93,2083197818_7819_93.tif,. >Alil ,418 932 450 938
94,2083197818_7819_94.tif,"5 ANY OH"" ",405 938 441 943
95,2083197818_7819_95.tif,lACONSTriTCti ,364 944 422 950
96,2083197818_7819_96.tif,*S‘c tu ,547 937 577 949
