,image_no,text,bb
0,ti16310152_0.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,207 111 532 124
1,ti16310152_1.tif,"Date: October 17, 1994 ",58 168 238 181
2,ti16310152_2.tif,State or Local: State ,433 164 615 175
3,ti16310152_3.tif,Name: ,57 237 95 247
4,ti16310152_4.tif,Address: ,57 264 120 274
5,ti16310152_5.tif,RECIPIENT INFORMATION ,283 206 457 217
6,ti16310152_6.tif,"Herman Holloway, Jr. ",240 234 404 247
7,ti16310152_7.tif,609 S. Hcald St. ,240 261 370 271
8,ti16310152_8.tif,"Wilmington, DE 19801 ",240 274 414 287
9,ti16310152_9.tif,Current Office ,57 318 172 329
10,ti16310152_10.tif,and District: ,115 330 220 341
11,ti16310152_11.tif,Aspired Office ,57 345 172 359
12,ti16310152_12.tif,and District: ,115 358 220 369
13,ti16310152_13.tif,Party ,57 387 97 400
14,ti16310152_14.tif,Leadership Position: ,57 412 219 427
15,ti16310152_15.tif,Committees: ,56 441 145 452
16,ti16310152_16.tif,Senator-District 2 ,240 329 388 340
17,ti16310152_17.tif,Democrat ,240 386 306 395
18,ti16310152_18.tif,n/a ,240 413 263 424
19,ti16310152_19.tif,n/a ,240 441 264 451
20,ti16310152_20.tif,CONTRIBUTION INFORMATION ,269 492 468 504
21,ti16310152_21.tif,Amount: $250.00 Account Code: 1401-7710-DE01 ,56 531 672 548
22,ti16310152_22.tif,"Check Pay to: Committee to elect Herman Holloway, Jr. ",57 560 504 577
23,ti16310152_23.tif,Address: ,56 592 119 602
24,ti16310152_24.tif,(Only if different from address above) ,75 630 386 645
25,ti16310152_25.tif,Notes: ,56 660 102 670
26,ti16310152_26.tif,(Date needed; fundraiser date; other information) ,74 669 478 685
27,ti16310152_27.tif,Approved by: 'f'flT Ll/'t ,56 698 367 729
28,ti16310152_28.tif,(Regional Vice President's signature) ,241 723 546 739
29,ti16310152_29.tif,(Senior Vice President's signature) ,250 779 536 793
30,ti16310152_30.tif,TI1631-0152 ,641 963 722 975
