,image_no,text,bb
0,ti16311096_0.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,204 105 527 116
1,ti16311096_1.tif,"Date: November 22, 1994 ",54 159 242 169
2,ti16311096_2.tif,State or Local: State ,429 158 610 167
3,ti16311096_3.tif,RECIPIENT INFORMATION ,278 199 453 208
4,ti16311096_4.tif,Name: ,53 228 91 236
5,ti16311096_5.tif,Address: ,53 255 115 264
6,ti16311096_6.tif,Current Office ,53 295 167 304
7,ti16311096_7.tif,and District: ,110 308 213 318
8,ti16311096_8.tif,Aspired Office ,52 322 167 333
9,ti16311096_9.tif,and District: ,110 335 214 345
10,ti16311096_10.tif,Party ,52 364 92 375
11,ti16311096_11.tif,Leadership Position: ,52 389 214 402
12,ti16311096_12.tif,Committees: ,52 417 139 427
13,ti16311096_13.tif,Larry Crouse ,236 227 335 238
14,ti16311096_14.tif,3017 University Rd. ,237 253 391 265
15,ti16311096_15.tif,"Spokane, WA 99206 ",236 267 385 279
16,ti16311096_16.tif,Representative-District 4 ,235 307 442 320
17,ti16311096_17.tif,Republican ,235 362 318 374
18,ti16311096_18.tif,n/a ,235 390 258 401
19,ti16311096_19.tif,n/a ,235 417 258 428
20,ti16311096_20.tif,CONTRIBUTION INFORMATION ,263 472 463 481
21,ti16311096_21.tif,Amount: $150.00 Account Code: 1401-771C ,51 511 621 524
22,ti16311096_22.tif,Check Pay to: Larry Crouse Campaign Committee ,51 538 449 551
23,ti16311096_23.tif,Address: ,50 581 113 590
24,ti16311096_24.tif,(Only if different from address above) ,69 621 379 634
25,ti16311096_25.tif,Notes: ,50 650 96 658
26,ti16311096_26.tif,(Date needed; fundraiser date; other information) ,68 661 471 674
27,ti16311096_27.tif,Approved by: ,49 703 145 715
28,ti16311096_28.tif,s Signature) ,441 715 537 728
29,ti16311096_29.tif,(Senior Vice President's signature) ,242 769 528 782
30,ti16311096_30.tif,-WA01 ,626 511 665 520
31,ti16311096_31.tif,TI1631-1096 ,641 964 722 974
