,image_no,text,bb
0,2077000168_0169_0.tif,"Wachtell, Lipton, Rosen & Katz ",250 162 502 173
1,2077000168_0169_1.tif,31 WEST S2ND STREET ,313 184 439 190
2,2077000168_0169_2.tif,NEW YORK. N.Y. 10019 ,314 202 438 209
3,2077000168_0169_3.tif,"February 20, 1995 ",404 222 545 235
4,2077000168_0169_4.tif,REVISED ,404 237 462 246
5,2077000168_0169_5.tif,Philip Morris Companies Inc. ,112 264 342 277
6,2077000168_0169_6.tif,120 Park Avenue ,112 279 235 289
7,2077000168_0169_7.tif,"New York, New York 10017 ",111 292 319 304
8,2077000168_0169_8.tif,"Attention: Charles R. Wall, Esq. \ ",111 320 603 333
9,2077000168_0169_9.tif,"Senior Vice President, Litigation ",211 334 486 347
10,2077000168_0169_10.tif,For services rendered in connection ,111 434 401 444
11,2077000168_0169_11.tif,with Philip Morris/American Broad ,110 448 392 461
12,2077000168_0169_12.tif,casting Companies litigation for ,111 462 376 475
13,2077000168_0169_13.tif,"January 1995. $ 661,644.74 ",110 477 543 489
14,2077000168_0169_14.tif,10% Discount ,152 505 250 515
15,2077000168_0169_15.tif,S&xifi* .10 ,470 506 543 517
16,2077000168_0169_16.tif,Total Discounted Fees ,110 533 283 543
17,2077000168_0169_17.tif,Disbursements for January 1995 ,109 576 358 588
18,2077000168_0169_18.tif,Deductions (see attached) ,151 604 355 615
19,2077000168_0169_19.tif,Total billable Disbursements ,109 633 341 643
20,2077000168_0169_20.tif,Total billable amount ,109 675 282 686
21,2077000168_0169_21.tif,SEE BILL # J ,199 741 302 762
22,2077000168_0169_22.tif,FOR COPY OF CHECK ,200 763 353 779
23,2077000168_0169_23.tif,"$ 595,480.34 ",436 534 542 545
24,2077000168_0169_24.tif,"$ 216,575.02 ",436 576 542 588
25,2077000168_0169_25.tif,"22,529^06 ",442 605 542 617
26,2077000168_0169_26.tif,"$ 184,035.96 ",435 633 542 645
27,2077000168_0169_27.tif,"$ 779,516.30 ",435 676 542 687
28,2077000168_0169_28.tif,n r ,558 714 587 732
29,2077000168_0169_29.tif,2077000168 ,667 812 684 902
