,image_no,text,bb
0,0060094811_0.tif,", THE ROWLAND COMPANY, INC. ",32 41 469 54
1,0060094811_1.tif,"4.15 Madison Avenue, New York, N.Y. 1C017 ",243 57 468 67
2,0060094811_2.tif,Tel. (212) 6S8-1200 ,309 71 402 82
3,0060094811_3.tif,"American Tobacco Company July 21, 1983 ",17 99 425 111
4,0060094811_4.tif,245 Park Avenue ,17 113 120 123
5,0060094811_5.tif,"New York, New York 10017 Due Date: August 1, 1983 ",16 127 509 139
6,0060094811_6.tif,Attention: Mr. William Stevenson ,334 155 559 165
7,0060094811_7.tif,Marketing Controller ,411 170 551 181
8,0060094811_8.tif,Authorisation No. M-196 Supp (1983) ,333 197 578 210
9,0060094811_9.tif,Invoice £806780 ,335 226 439 235
10,0060094811_10.tif,REIMBURSABLE PRODUCTION EXPENSES ,16 241 240 249
11,0060094811_11.tif,Out-of-pocket and mechanical ,17 268 212 279
12,0060094811_12.tif,"expenses paid in June, 1983 in ",17 283 228 294
13,0060094811_13.tif,connection with the Promotional ,16 296 234 306
14,0060094811_14.tif,Event - Penthouse Ski Races: ,17 311 211 320
15,0060094811_15.tif,Product Sampling ,16 409 129 421
16,0060094811_16.tif,Cost ,356 353 382 362
17,0060094811_17.tif,Non ,292 367 313 375
18,0060094811_18.tif,Commissionable ,257 381 355 390
19,0060094811_19.tif,Commissionable ,391 381 489 390
20,0060094811_20.tif,Service ,532 367 580 376
21,0060094811_21.tif,Charge ,532 381 573 392
22,0060094811_22.tif,Total ,630 381 663 390
23,0060094811_23.tif,$ 146.29 ,279 409 340 419
24,0060094811_24.tif,$ 146.29 ,624 409 685 420
25,0060094811_25.tif,Please pay this amount ,450 802 604 812
26,0060094811_26.tif,S 146.29 ,626 801 688 811
