,image_no,text,bb
0,526450388+-0388_0.tif,". - ‘"".'Mata ",22 611 34 710
1,526450388+-0388_1.tif,Center !or Aerospace & Occupation*! MfdiciNE ,402 118 644 133
2,526450388+-0388_2.tif,"700 CcMiNi Ave., Suite 1 10 ",496 137 644 150
3,526450388+-0388_3.tif,"Houston,IX 77058-27>5 ",492 154 642 168
4,526450388+-0388_4.tif,TiUpkor*: 281-486-8815 ,512 171 642 184
5,526450388+-0388_5.tif,Fax 281-486 881 1 ,541 187 641 197
6,526450388+-0388_6.tif,E-Wit jMV@iME8iC0N.C0M ,531 202 643 215
7,526450388+-0388_7.tif,Womble Carlyle Sandridge 4 Rice ,207 266 356 277
8,526450388+-0388_8.tif,200 West Second Street ,207 280 315 289
9,526450388+-0388_9.tif,Post Office Drawer 64 ,208 294 303 302
10,526450388+-0388_10.tif,Winston-Salem. NC 27102 ,207 307 327 317
11,526450388+-0388_11.tif,Attn: Usa Sheppard ,207 335 296 345
12,526450388+-0388_12.tif,DATE ,141 362 167 371
13,526450388+-0388_13.tif,TASKS ,316 362 349 371
14,526450388+-0388_14.tif,FEE ,616 362 635 371
15,526450388+-0388_15.tif,"May 2,2000 ",103 381 158 392
16,526450388+-0388_16.tif,Review P. Crittenden deposition ,208 381 347 392
17,526450388+-0388_17.tif,0.5 ,509 381 523 390
18,526450388+-0388_18.tif,$ 300.00 ,531 381 585 390
19,526450388+-0388_19.tif,% 150.00 ,596 381 654 390
20,526450388+-0388_20.tif,May 3.2000 ,103 401 158 411
21,526450388+-0388_21.tif,Review P. Crittenden deposition ,208 401 347 411
22,526450388+-0388_22.tif,1 ,518 401 522 409
23,526450388+-0388_23.tif,% 300.00 ,531 401 585 410
24,526450388+-0388_24.tif,5 300.00 ,596 401 654 410
25,526450388+-0388_25.tif,May 5. 2000 ,103 420 158 431
26,526450388+-0388_26.tif,Review literature on chronic bronchitis ,207 420 374 429
27,526450388+-0388_27.tif,1.5 ,510 420 523 429
28,526450388+-0388_28.tif,5 300.00 ,531 420 585 429
29,526450388+-0388_29.tif,S 450.00 ,596 420 655 429
30,526450388+-0388_30.tif,May 7.2000 ,103 440 158 450
31,526450388+-0388_31.tif,Prepare summary of medical records of P. Crittenden ,207 439 443 450
32,526450388+-0388_32.tif,0.5 ,509 439 523 448
33,526450388+-0388_33.tif,S 300.00 ,531 439 585 448
34,526450388+-0388_34.tif,$ 150.00 ,596 439 654 448
35,526450388+-0388_35.tif,May 8.2000 ,103 459 158 469
36,526450388+-0388_36.tif,Prepare summary of medical records of P. Crittenden ,207 459 442 469
37,526450388+-0388_37.tif,8 ,517 459 522 467
38,526450388+-0388_38.tif,$ 300.00 ,530 458 585 468
39,526450388+-0388_39.tif,S 2.400.00 ,595 459 654 468
40,526450388+-0388_40.tif,May 9.2000 ,103 478 158 488
41,526450388+-0388_41.tif,Meeting with Will Latham and Usa Sheppard ,207 478 403 490
42,526450388+-0388_42.tif,2.5 ,509 478 522 487
43,526450388+-0388_43.tif,$ 300.00 ,530 478 585 487
44,526450388+-0388_44.tif,S 750.00 ,595 478 654 487
45,526450388+-0388_45.tif,May 31.2000 ,103 497 164 508
46,526450388+-0388_46.tif,Begin review of ‘Chemistry of ETS* ,207 497 364 508
47,526450388+-0388_47.tif,i! ,518 489 525 506
48,526450388+-0388_48.tif,S 300.00 ,530 497 585 506
49,526450388+-0388_49.tif,S 300.00 ,595 497 654 506
50,526450388+-0388_50.tif,*°ti bn** ,125 206 185 223
51,526450388+-0388_51.tif,CLIENT: ,164 253 203 261
52,526450388+-0388_52.tif,[total FOR MONTH OF MAY ,99 704 240 721
53,526450388+-0388_53.tif,Payable to life Science* Medical Group. PA ,102 736 303 747
54,526450388+-0388_54.tif,d.b.a. Center for Aerospace 6 Occupational Medicine ,101 750 337 760
55,526450388+-0388_55.tif,TIN: 76-0319972 ,101 764 179 772
56,526450388+-0388_56.tif,15 ,512 709 522 717
57,526450388+-0388_57.tif,nn ,584 702 624 723
58,526450388+-0388_58.tif,500.00 ,623 709 653 717
59,526450388+-0388_59.tif,Signed: ,450 737 484 747
60,526450388+-0388_60.tif,James M. Vanderploeg. M.D.. M.P.H. ,450 791 616 802
61,526450388+-0388_61.tif,52645 0388 ,675 832 688 918
