,image_no,text,bb
0,2015037409_0.tif,MILTON B. ROSENBLATT. M. D. ,395 62 577 71
1,2015037409_1.tif,1040 FIFTH AVENUE ,438 79 536 86
2,2015037409_2.tif,NEW YORK. R Y. 10026 ,429 94 543 101
3,2015037409_3.tif,RHmiXAMoni 4-9468 ,437 114 533 120
4,2015037409_4.tif,"Philip Morris, Inc. ",285 178 453 192
5,2015037409_5.tif,100 Park Avenue ,285 193 418 205
6,2015037409_6.tif,"New York, N.Y. 10017 ",284 208 472 222
7,2015037409_7.tif,FOR PROFESSIONAL SERVICES RENDERED TO DATE ,305 275 543 283
8,2015037409_8.tif,"July 30,1969 ",579 269 686 283
9,2015037409_9.tif,"May,1969 Preparation and presentation of ",285 320 650 335
10,2015037409_10.tif,statement before the Parliamentary ,375 335 677 350
11,2015037409_11.tif,"Committee on Health, Welfare, and ",374 351 668 365
12,2015037409_12.tif,"Social Affairs, Ottawa, Canada. ",374 365 649 380
13,2015037409_13.tif,$5000.00 ,580 425 650 438
14,2015037409_14.tif,RECEIVED PAYMENT ,522 484 617 491
15,2015037409_15.tif,M.D. ,645 526 664 532
16,2015037409_16.tif,"March,April 1969 ",287 638 430 652
17,2015037409_17.tif,Preparation of manuscript!; Etiologic ,323 667 644 681
18,2015037409_18.tif,"Perspectives in Lung Cancer and Emphysema"", ",278 682 660 696
19,2015037409_19.tif,preparation and presentation of statement be ,270 697 671 711
20,2015037409_20.tif,fore Congressional Committee on Interstate and ,261 711 671 725
21,2015037409_21.tif,"Foreign Commerce, Washington, D.C. ",261 726 562 740
22,2015037409_22.tif,$7500.00 ,583 769 654 783
23,2015037409_23.tif,RECEIVED PAYMENT ,525 791 620 798
24,2015037409_24.tif,M.D. ,648 831 667 837
25,2015037409_25.tif,2015037409 ,694 693 715 823
