,image_no,text,bb
0,ti16310407_0.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,203 112 526 124
1,ti16310407_1.tif,"Date: October 19, 1994 State or Local: State ",54 165 611 179
2,ti16310407_2.tif,RECIPIENT INFORMATION ,278 206 451 215
3,ti16310407_3.tif,Jimmy Benefield ,235 233 359 245
4,ti16310407_4.tif,P.O. Box 5077 ,236 261 341 270
5,ti16310407_5.tif,"Atlanta, GA 30302 ",235 273 382 286
6,ti16310407_6.tif,Representative-District 96 ,235 314 449 327
7,ti16310407_7.tif,Democrat ,234 371 299 380
8,ti16310407_8.tif,n/a ,235 398 258 409
9,ti16310407_9.tif,Ways & Means ,234 425 332 436
10,ti16310407_10.tif,CONTRIBUTION INFORMATION ,263 479 462 489
11,ti16310407_11.tif,Amount: $200.00 Account Code: 1401-7710-GA01 ,50 518 666 532
12,ti16310407_12.tif,Check Pay to: Committee to Elect Jimmy Benefield ,51 546 456 560
13,ti16310407_13.tif,Address: ,50 576 113 585
14,ti16310407_14.tif,(Only if different from address above) ,69 614 378 629
15,ti16310407_15.tif,Notes: ,50 644 96 653
16,ti16310407_16.tif,(Data needed; fundraiser date; other information) ,69 655 470 669
17,ti16310407_17.tif,Approved by: ,50 698 266 712
18,ti16310407_18.tif,(Regional Vice President's signature) ,234 709 536 723
19,ti16310407_19.tif,(Senior vice President's signature) ,242 761 527 777
20,ti16310407_20.tif,Name: ,53 235 91 244
21,ti16310407_21.tif,Address: ,52 262 116 271
22,ti16310407_22.tif,Current Office ,52 302 167 312
23,ti16310407_23.tif,and District: ,110 315 215 327
24,ti16310407_24.tif,Aspired Office ,52 329 167 343
25,ti16310407_25.tif,and District: ,110 343 215 354
26,ti16310407_26.tif,Party ,52 372 93 383
27,ti16310407_27.tif,Leadership Position: ,53 397 215 410
28,ti16310407_28.tif,Committees: ,52 425 140 435
29,ti16310407_29.tif,Til 631-0407 ,641 964 722 974
