,image_no,text,bb
0,ti17120743_0.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,189 158 520 171
1,ti17120743_1.tif,Date: 4/28/98 ,110 205 192 216
2,ti17120743_2.tif,State: ^ Local: Q ,435 203 555 218
3,ti17120743_3.tif,RECIPIENT INFORMATON ,268 255 438 264
4,ti17120743_4.tif,Name ,110 304 141 314
5,ti17120743_5.tif,(Ifdivkkul Candi&lc Fuodraising Org) ,110 318 262 327
6,ti17120743_6.tif,Mark Simmons ,279 303 360 314
7,ti17120743_7.tif,Address ,110 337 154 347
8,ti17120743_8.tif,P.O. Box 572 ,279 337 352 347
9,ti17120743_9.tif,"Elgin, OR 97827 ",279 353 372 366
10,ti17120743_10.tif,Current Office and District ,110 402 253 412
11,ti17120743_11.tif,"State Representative, District 58 ",279 402 452 414
12,ti17120743_12.tif,Aspired Office and District ,110 419 254 431
13,ti17120743_13.tif,"State Representative, District 58 ",279 419 452 432
14,ti17120743_14.tif,Party ,110 437 138 448
15,ti17120743_15.tif,R ,279 437 287 446
16,ti17120743_16.tif,Leadership Position ,110 453 216 466
17,ti17120743_17.tif,Committees ,110 470 174 481
18,ti17120743_18.tif,(Noic Chi^mjruhipi) ,109 485 188 493
19,ti17120743_19.tif,"Children & Families, Environment & Energy; Revenue ",278 470 570 483
20,ti17120743_20.tif,CONTRIBUTION INFORMATION ,248 547 457 557
21,ti17120743_21.tif,Amount ,109 596 153 606
22,ti17120743_22.tif,$ 250.00 ,349 596 395 606
23,ti17120743_23.tif,Account Code ,109 613 188 623
24,ti17120743_24.tif,1401-7710-OR-01 ,351 613 446 623
25,ti17120743_25.tif,Check Payable to ,109 630 203 642
26,ti17120743_26.tif,Committee to Re-Elect Mark Simmons ,349 630 558 641
27,ti17120743_27.tif,Address ,109 647 153 657
28,ti17120743_28.tif,(Only if different from address above) ,109 663 311 676
29,ti17120743_29.tif,Notes: ,109 712 143 722
30,ti17120743_30.tif,(Date needed; fundraiser date; other info. ,108 728 328 741
31,ti17120743_31.tif,Need by 5-8-98 ,348 713 431 725
32,ti17120743_32.tif,Approved by: ,109 777 181 790
33,ti17120743_33.tif,(Regional Vice President's signature) ,362 794 562 807
34,ti17120743_34.tif,Revised 2/95 ,108 872 166 881
35,ti17120743_35.tif,(Senior Vice President’s signature) ,375 857 563 870
