,image_no,text,bb
0,518232874+-2876_0.tif,BUSINESS EXPENSE VOUCHER ,57 38 315 52
1,518232874+-2876_1.tif,Employee Name ,57 62 128 71
2,518232874+-2876_2.tif,Patricia S. Clark ,62 74 147 84
3,518232874+-2876_3.tif,Account Number ,239 63 310 69
4,518232874+-2876_4.tif,71564 ,245 75 277 84
5,518232874+-2876_5.tif,Mailing Address (If applicable) ,58 90 186 100
6,518232874+-2876_6.tif,State Government Relations ,63 104 213 114
7,518232874+-2876_7.tif,Mail Code 11101 ,63 119 151 128
8,518232874+-2876_8.tif,Extension Number ,239 90 318 98
9,518232874+-2876_9.tif,(910) 741-6375 ,245 104 326 116
10,518232874+-2876_10.tif,Oate Prepared Page Disbursement Accounting Uso ONLY ,383 32 696 42
11,518232874+-2876_11.tif,10/14/97 Ini 1 89.79 ,384 44 679 57
12,518232874+-2876_12.tif,Return lo: ,383 62 424 68
13,518232874+-2876_13.tif,DEPART DATEl DESTINATION(S) ,59 164 288 176
14,518232874+-2876_14.tif,RETURN DATE PURPOSE OF TRIP ,339 165 619 175
15,518232874+-2876_15.tif,"10/08/97 Boone, NC ",79 177 207 190
16,518232874+-2876_16.tif,| UNC Trusteeship Conference ,426 178 588 191
17,518232874+-2876_17.tif,"10/10/97 Asheville, NC ",79 192 220 204
18,518232874+-2876_18.tif,10/12/97 1 Vance-Aycock Dinner ,345 189 546 206
19,518232874+-2876_19.tif,EXPENSES PAID BY EMPLOYEE ,286 218 472 228
20,518232874+-2876_20.tif,DAY OF THE WEEK ,115 235 203 243
21,518232874+-2876_21.tif,Wednesday ,210 233 261 242
22,518232874+-2876_22.tif,Thursday ,276 232 316 242
23,518232874+-2876_23.tif,Friday ,344 233 370 242
24,518232874+-2876_24.tif,Saturday ,398 232 437 242
25,518232874+-2876_25.tif,Sunday | Monday Tuesday ,463 231 618 244
26,518232874+-2876_26.tif,SUMMARY ,642 236 692 244
27,518232874+-2876_27.tif,AMOUNT ,646 247 688 255
28,518232874+-2876_28.tif,DATE ,178 249 203 257
29,518232874+-2876_29.tif,08-Oc!-97 ,210 245 261 256
30,518232874+-2876_30.tif,09-Oct-97 ,271 247 322 256
31,518232874+-2876_31.tif,IO-Oct-97' ,332 245 384 256
32,518232874+-2876_32.tif,"TO5ct37"" ",390 244 447 255
33,518232874+-2876_33.tif,12-OCt-97 ,453 247 504 255
34,518232874+-2876_34.tif,13-Oct-97 14-Oct-9 7 ,514 247 626 256
35,518232874+-2876_35.tif,Lodging (Attach Receipt) ,56 265 162 275
36,518232874+-2876_36.tif,TT ,312 259 325 268
37,518232874+-2876_37.tif,” 207.10 ,330 259 382 271
38,518232874+-2876_38.tif,207.10 ,407 261 443 271
39,518232874+-2876_39.tif,414.20 ,664 259 700 270
40,518232874+-2876_40.tif,Breakfast (Yours ONLY) ,56 280 159 290
41,518232874+-2876_41.tif,6.2JT ,421 274 447 286
42,518232874+-2876_42.tif,8.00 ,482 276 504 286
43,518232874+-2876_43.tif,14.25 ,671 276 700 286
44,518232874+-2876_44.tif,Lunch (Yours ONLY) ,56 295 145 304
45,518232874+-2876_45.tif,9.25 ,360 290 382 301
46,518232874+-2876_46.tif,11.30 ,415 292 443 301
47,518232874+-2876_47.tif,20.55 ,670 292 700 301
48,518232874+-2876_48.tif,dinner (Yours ONLY) ,59 310 147 319
49,518232874+-2876_49.tif,25.00 ,353 307 382 316
50,518232874+-2876_50.tif,2535 ,670 305 701 316
