,image_no,text,bb
0,501526349_0.tif,UNIVERSITY OF KENTUCKY ,101 56 354 70
1,501526349_1.tif,TOBACCO AND HEALTH RESEARCH PROGRAM ,91 81 365 92
2,501526349_2.tif,Dr. Allen Rodgman ,47 150 177 162
3,501526349_3.tif,Director of Research ,47 166 200 175
4,501526349_4.tif,R.J. Reynolds Tobacco Co. ,47 182 237 193
5,501526349_5.tif,"Winston-Salem, N.C. 27102 ",47 196 246 207
6,501526349_6.tif,CUSTOMERS COMPLETE WAILING ADDRESS ,135 249 322 256
7,501526349_7.tif,Thii Authority for Shipment ef Tobocco or Tobocco Product! For Reitorch Pu'potei is ,23 274 434 283
8,501526349_8.tif,bs*d on: ' • *' ,24 285 348 293
9,501526349_9.tif,TERMS ,116 368 144 375
10,501526349_10.tif,PAYMENT WITH ORDER ,79 387 183 393
11,501526349_11.tif,( 08. POINT ,315 368 372 374
12,501526349_12.tif,tO^mod.lyC 1 *** No. ,56 405 142 412
13,501526349_13.tif,"Lexington, _KY, ",240 389 343 401
14,501526349_14.tif,DESCRIPTION ,265 405 332 413
15,501526349_15.tif,UKRF—Tobocco ond Hcolth ,223 436 374 446
16,501526349_16.tif,Reference Cigarette ,245 451 351 463
17,501526349_17.tif,A ,210 489 220 502
18,501526349_18.tif,Shipping Chorges ,364 624 440 634
19,501526349_19.tif,AUTHORITY No. 054 7 ,482 71 669 89
20,501526349_20.tif,Dote: ,468 245 503 256
21,501526349_21.tif,25ax-22*_)a2&. ,543 243 641 255
22,501526349_22.tif,DATE ,496 367 518 374
23,501526349_23.tif,5-22=78 ,466 389 523 400
24,501526349_24.tif,QUANTITY ,455 404 511 414
25,501526349_25.tif,UNIT ,523 404 548 412
26,501526349_26.tif,M ,533 436 543 446
27,501526349_27.tif,DELIVERY DATE ,572 367 640 373
28,501526349_28.tif,UNIT PRICE ,577 403 636 412
29,501526349_29.tif,BID NUMBER ,677 366 733 373
30,501526349_30.tif,AMOUNT ,681 403 728 411
31,501526349_31.tif,NOTICE: Payment of Amount Shown ,110 688 375 703
32,501526349_32.tif,Must Accompony This Authority ,182 709 418 724
33,501526349_33.tif,Total ,511 687 547 699
34,501526349_34.tif,US. DOLLARS ,632 715 695 723
35,501526349_35.tif,Ship To: ,25 767 77 781
36,501526349_36.tif,F.O.B.: ,25 925 67 936
37,501526349_37.tif,"This Order vill It shipped ""Collect At Dtliirry Point"" by best Method, ",44 943 373 953
38,501526349_38.tif,unlesi p'tfrrred corrier or routing is indicoted: ,45 955 248 965
39,501526349_39.tif,CVS ,70 982 93 990
40,501526349_40.tif,VP** ,130 984 161 993
41,501526349_41.tif,Disclaimer: ,406 766 477 778
42,501526349_42.tif,"It is herein ogreed ond understood by Purchoser, thot the tobocco products ",406 788 755 799
43,501526349_43.tif,"detailed in this order ore offered for sole, c«d intended for use, solely FOR ",406 802 754 812
44,501526349_44.tif,"RESEARCH PURPOSES. Furthermore, the Purchaser ossumes total responsibility ",406 817 755 826
45,501526349_45.tif,"for shipping chorges. to»es, assessments; os veil os total Mobility for use ond ",406 831 754 841
46,501526349_46.tif,"distribution, of these tobocco products beyond the Siller'*, F.O B., point of ",406 845 754 855
47,501526349_47.tif,shipment. ,405 860 445 869
48,501526349_48.tif,s ,738 867 748 882
49,501526349_49.tif,Signature of Purchoser ,493 896 656 911
50,501526349_50.tif,^cJf- ,464 956 574 972
51,501526349_51.tif,Title: A <■ ,405 977 506 991
52,501526349_52.tif,in ,739 894 748 901
53,501526349_53.tif,N ,740 904 748 910
54,501526349_54.tif,D- ,740 921 749 928
55,501526349_55.tif,Ut ,740 931 749 938
56,501526349_56.tif,«© ,696 950 749 956
57,501526349_57.tif,Date ,626 980 658 991
