,image_no,text,bb
0,92857672_7674_0.tif,BSMG WORLDWIDE ,281 57 505 73
1,92857672_7674_1.tif,LORILLARD TOBACCO COMPANY ,65 166 258 176
2,92857672_7674_2.tif,Kr. Victor LindBley ,64 180 212 193
3,92857672_7674_3.tif,Group Brand Director ,64 195 219 208
4,92857672_7674_4.tif,714 Green Valley Road ,65 211 227 223
5,92857672_7674_5.tif,P.O. Box 10529 ,65 226 171 235
6,92857672_7674_6.tif,"Greensboro, NC 27408 ",64 240 226 252
7,92857672_7674_7.tif,"April 30, 2001 ",485 140 593 153
8,92857672_7674_8.tif,Please Remit Payment to: ,485 184 669 198
9,92857672_7674_9.tif,"BSMG Worldwide, Inc. ",484 199 637 212
10,92857672_7674_10.tif,P.O. Box 100583 ,485 215 600 224
11,92857672_7674_11.tif,"Atlanta, GA 30384-0583 ",484 229 654 241
12,92857672_7674_12.tif,USA ,484 244 507 253
13,92857672_7674_13.tif,Period of Service: April 2001 ,63 299 287 312
14,92857672_7674_14.tif,Matter No: 80048 ,483 290 606 299
15,92857672_7674_15.tif,Invoice # 205119 ,484 303 607 314
16,92857672_7674_16.tif,YOUTH SMOKING PREVENTION PROGRAM 2001 ,62 359 348 370
17,92857672_7674_17.tif,"MARKETING COMMUNICATIONS - CHICAGO, IL ",62 373 357 386
18,92857672_7674_18.tif,For Professional Services Rendered: ,62 402 330 414
19,92857672_7674_19.tif,"$48,334.00 ",623 407 698 419
20,92857672_7674_20.tif,TeenHIP Awards ,115 432 223 442
21,92857672_7674_21.tif,812.50 ,560 438 605 446
22,92857672_7674_22.tif,TeenHIP Grant Program ,115 462 278 474
23,92857672_7674_23.tif,"5,860.00 ",544 466 605 476
24,92857672_7674_24.tif,TeenHIP Cool News ,114 491 247 501
25,92857672_7674_25.tif,"4,706.50 ",543 497 605 506
26,92857672_7674_26.tif,Buttoutnow.com ,114 522 223 531
27,92857672_7674_27.tif,"1,847.00 ",544 526 604 535
28,92857672_7674_28.tif,Take 10 General ,113 550 229 560
29,92857672_7674_29.tif,"6,123.00 ",543 555 604 565
30,92857672_7674_30.tif,Parent 5-City Tour ,114 580 253 592
31,92857672_7674_31.tif,"13,226.00 ",535 585 603 595
32,92857672_7674_32.tif,Parent Influencer Outreach ,113 609 315 621
33,92857672_7674_33.tif,"13,361.50 ",535 614 603 624
34,92857672_7674_34.tif,2takelC.com ,113 639 198 649
35,92857672_7674_35.tif,360.00 ,557 644 602 653
36,92857672_7674_36.tif,"""90 Degrees Sponsorship ",114 668 291 682
37,92857672_7674_37.tif,"2,037.50 ",542 673 602 683
38,92857672_7674_38.tif,Expenses: ,57 713 125 725
39,92857672_7674_39.tif,"$21,998.82 ",619 718 695 729
40,92857672_7674_40.tif,Ground Transportation ,111 743 274 756
41,92857672_7674_41.tif,Amm'H Limousine ,134 757 250 768
42,92857672_7674_42.tif,Amni's Limousine ,134 773 250 783
43,92857672_7674_43.tif,Total Ground Transportation ,228 789 438 803
44,92857672_7674_44.tif,74.00 ,462 762 499 770
45,92857672_7674_45.tif,66.00 ,462 777 499 786
46,92857672_7674_46.tif,140.00 ^ ,556 791 705 803
47,92857672_7674_47.tif,K ,694 806 706 816
48,92857672_7674_48.tif,Travel And Subsistence ,111 818 281 828
49,92857672_7674_49.tif,• ,699 817 702 819
50,92857672_7674_50.tif,c ,695 820 703 827
51,92857672_7674_51.tif,"Diners Club 2,610.40 ",133 832 499 846
52,92857672_7674_52.tif,Diners Club 846.50 ,133 847 498 861
53,92857672_7674_53.tif,Katy Homburger ,133 863 242 875
54,92857672_7674_54.tif,903.86 ^ ,453 867 704 882
55,92857672_7674_55.tif,Diners Club ,133 877 218 888
56,92857672_7674_56.tif,Liza Michaels ,133 892 233 902
57,92857672_7674_57.tif,609.00 K ,453 882 704 897
58,92857672_7674_58.tif,15.00 ,461 896 498 905
59,92857672_7674_59.tif,670 N St. Clair Chicago Illinois 60611-2*70 312-988-2400 Fax 312-988-2363 ,160 935 604 949
60,92857672_7674_60.tif,92857672 ,693 792 713 897
