,image_no,text,bb
0,ti16311155_0.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,205 104 526 116
1,ti16311155_1.tif,"Date: August 24, 1994 ",55 161 236 174
2,ti16311155_2.tif,State or Local: State ,428 157 609 168
3,ti16311155_3.tif,RECIPIENT INFORMATION ,279 226 452 237
4,ti16311155_4.tif,Name: ,55 271 93 281
5,ti16311155_5.tif,Jim Johanson ,237 268 336 279
6,ti16311155_6.tif,Address: 1308 Mill Creek Blvd. F0-108 ,54 308 477 322
7,ti16311155_7.tif,"Mill creek, wa 98012 ",238 323 410 335
8,ti16311155_8.tif,Current Office ,56 352 170 363
9,ti16311155_9.tif,and District: Representative-District 44 ,72 362 451 378
10,ti16311155_10.tif,Aspired Office ,55 380 170 393
11,ti16311155_11.tif,and District: ,72 393 176 403
12,ti16311155_12.tif,Party ,55 422 95 434
13,ti16311155_13.tif,Leadership Position: ,56 446 218 461
14,ti16311155_14.tif,Committees: ,55 475 143 486
15,ti16311155_15.tif,Democrat ,238 420 303 429
16,ti16311155_16.tif,n/a ,239 447 262 458
17,ti16311155_17.tif,n/a ,247 474 270 485
18,ti16311155_18.tif,CONTRIBUTION INFORMATION ,267 527 464 538
19,ti16311155_19.tif,Amount: $100.00 Account Code: 1401-7710-WA01 ,55 566 667 583
20,ti16311155_20.tif,Chock Pay to: Committee to Elect Jim Johanson ,56 594 477 611
21,ti16311155_21.tif,Address: ,55 625 118 635
22,ti16311155_22.tif,(Only if different from address above) ,73 663 383 678
23,ti16311155_23.tif,Not« ,55 694 82 703
24,ti16311155_24.tif,(Date needed; fundraiser date; other information) ,74 703 474 718
25,ti16311155_25.tif,Approved by: ,55 748 151 761
26,ti16311155_26.tif,s signature) ,445 758 541 769
27,ti16311155_27.tif,(Senior Vice President's signature) ,248 812 533 826
28,ti16311155_28.tif,TI1631-1155 ,641 963 722 975
