,image_no,text,bb
0,514967102+-7103_0.tif,"Westport. CT • Ft. Lauderdale, Fl ",281 975 433 985
1,514967102+-7103_1.tif,i ,224 44 228 52
2,514967102+-7103_2.tif,INVOICE ,320 195 397 209
3,514967102+-7103_3.tif,TO: ' Lawrence Clayton ,99 255 270 269
4,514967102+-7103_4.tif,R.J. Reynolds Tobacco ,164 269 301 282
5,514967102+-7103_5.tif,Invoice # 2581 ,532 254 621 265
6,514967102+-7103_6.tif,"401 North Main Street , ",163 283 304 294
7,514967102+-7103_7.tif,"Winston-Salem, NC 27102 ",163 297 323 309
8,514967102+-7103_8.tif,ey ,201 272 214 284
9,514967102+-7103_9.tif,"DATE: October 15,1996 ",81 324 265 337
10,514967102+-7103_10.tif,REF: Camel New Initiative Project (RJR9736) ,90 352 421 364
11,514967102+-7103_11.tif,"Fee includes all expenses including consulting, exploratory work, ",164 412 536 430
12,514967102+-7103_12.tif,"conceptual, idea generation, staff support and etc. ",163 426 452 441
13,514967102+-7103_13.tif,"The 1st of 4 project fee payments, as per the approved ",163 456 486 470
14,514967102+-7103_14.tif,schedule. . •’ : .. ,163 470 536 483
15,514967102+-7103_15.tif,Total Amount Due ,229 512 345 523
16,514967102+-7103_16.tif,Note: All related travel and out-of-pocket expense will be billed ,164 583 530 597
17,514967102+-7103_17.tif,separately. ' • \ V ' . . -i.i ,164 598 503 615
18,514967102+-7103_18.tif,Terms: Net 10; please process at your earliest convenience. ,171 653 523 668
19,514967102+-7103_19.tif,Thank you for working with Fusion 5 Inc. ,232 681 464 695
20,514967102+-7103_20.tif,"Fusion 5 Inc. • 39 Riverside Avenue • Westport, CT 06680 ",233 942 482 952
21,514967102+-7103_21.tif,TEL: 203 226.5555 • FAX; 203.226.5325 • E-MAii: f5fifusion5.com ,221 956 494 966
22,514967102+-7103_22.tif,51496 7102 ,673 796 684 884
