,image_no,text,bb
0,ti09922229_0.tif,Ogilvy&Mather ,268 123 472 157
1,ti09922229_1.tif,Public Affairs ,339 158 407 170
2,ti09922229_2.tif,1901 L Sirret. N V. W 320. Vfcjhinjion. D C. 2003t-33«> ,259 172 485 183
3,ti09922229_3.tif,T^phor*. l 2C2 *6 7»0 ,324 184 419 194
4,ti09922229_4.tif,"I”"" THE TOBACCO INSTITUTE ",94 245 297 261
5,ti09922229_5.tif,"1675 Eye Street, N. W. ",127 266 294 277
6,ti09922229_6.tif,"Washington, D. C. 20006 ",125 279 314 291
7,ti09922229_7.tif,Attn: Ms. Susan Stuntz ,125 308 313 317
8,ti09922229_8.tif,L_ —I PH' 2°f 2 ,94 317 559 331
9,ti09922229_9.tif,n ,425 245 441 262
10,ti09922229_10.tif,Invoice 4-153—7 ,494 278 591 289
11,ti09922229_11.tif,Invoice Date ,42 375 99 384
12,ti09922229_12.tif,1 Your Order No. ,166 374 243 384
13,ti09922229_13.tif,Account No. ,400 375 459 384
14,ti09922229_14.tif,I Location ,518 374 561 384
15,ti09922229_15.tif,4/30/87 ,50 391 107 400
16,ti09922229_16.tif,1 PUBLIC SMOKING ,166 384 289 400
17,ti09922229_17.tif,1 Washington ,517 385 648 402
18,ti09922229_18.tif,Description ,221 413 273 423
19,ti09922229_19.tif,Net ,483 412 499 422
20,ti09922229_20.tif,Agency Cora ,545 413 602 424
21,ti09922229_21.tif,Tool ,642 413 665 422
22,ti09922229_22.tif,REIMBURSABLE EXPENDITURES: ,50 462 261 471
23,ti09922229_23.tif,Messenger Express ,82 490 222 501
24,ti09922229_24.tif,Federal Express ,83 505 206 516
25,ti09922229_25.tif,Reproduct ion ,83 519 182 530
26,ti09922229_26.tif,Telephone and long distance service ,82 533 370 545
27,ti09922229_27.tif,Vox Carn Associates: Slide to tape ,82 562 361 573
28,ti09922229_28.tif,Interface: European Version Dubs ,84 590 353 601
29,ti09922229_29.tif,Gray Robertson ,181 605 296 615
30,ti09922229_30.tif,Travel: K. Davis local ,82 631 269 640
31,ti09922229_31.tif,TOTAL AMOUNT DUE ,206 673 337 682
32,ti09922229_32.tif,lt.PW .3 1 ,155 758 238 778
33,ti09922229_33.tif,FOR ,176 786 193 796
34,ti09922229_34.tif,4 S'Otr-. 5(o ,295 760 398 778
35,ti09922229_35.tif,APPRWED FOR PAYMENT ,279 781 395 791
36,ti09922229_36.tif,"3Y Auaj-^TA Jfe-W, ",278 792 433 813
37,ti09922229_37.tif,date ; ,124 831 253 845
38,ti09922229_38.tif,cM 2£flKCi.l2CEi.- ,125 838 253 864
39,ti09922229_39.tif,DATE ,276 823 298 833
40,ti09922229_40.tif,"6/z/Lz, ",320 815 370 834
41,ti09922229_41.tif,'6 ,426 806 436 820
42,ti09922229_42.tif,c/ci^ acct. ,275 840 354 855
43,ti09922229_43.tif,17. 95 ,487 491 526 501
44,ti09922229_44.tif,25. 00 ,486 506 526 515
45,ti09922229_45.tif,12.32 ,487 520 525 529
46,ti09922229_46.tif,3e8.44 ,478 534 525 543
47,ti09922229_47.tif,443.71 ,648 535 694 544
48,ti09922229_48.tif,94. 50 ,656 563 696 573
49,ti09922229_49.tif,312.06 ,647 605 696 614
50,ti09922229_50.tif,5. 50 ,664 633 696 642
51,ti09922229_51.tif,<16.695. 77 ,615 675 695 684
52,ti09922229_52.tif,"White—Origin*! -Canary—pient File Copy Pink—fcemituncc Copy , OokJcnrod—Numerical Copy ",111 927 624 943
53,ti09922229_53.tif,TI0992-2229 ,629 963 709 973
