,image_no,text,bb
0,ti16400373_0.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,199 149 534 163
1,ti16400373_1.tif,Date: 7/19/96 ,120 199 202 210
2,ti16400373_2.tif,State 3 Local: □ ,449 194 570 209
3,ti16400373_3.tif,RECIPIENT INFORMATON ,280 245 452 256
4,ti16400373_4.tif,Name ,120 296 152 306
5,ti16400373_5.tif,C«— <r 0») ,162 309 274 317
6,ti16400373_6.tif,Frank RulT ,292 294 351 304
7,ti16400373_7.tif,Address ,120 328 164 339
8,ti16400373_8.tif,PO Box 332 ,291 327 357 337
9,ti16400373_9.tif,Clarksville. VA 23927 ,291 342 415 355
10,ti16400373_10.tif,Current Office and District ,120 392 265 404
11,ti16400373_11.tif,Delegate - District 61 ,291 391 405 405
12,ti16400373_12.tif,Aspired Office and District ,120 409 266 422
13,ti16400373_13.tif,Party ,120 427 148 440
14,ti16400373_14.tif,Republican ,291 425 350 439
15,ti16400373_15.tif,Leadership Position ,120 442 227 457
16,ti16400373_16.tif,Committees ,120 460 184 471
17,ti16400373_17.tif,Agriculture. Conservation & Natural Resources. Roads & ,291 456 603 472
18,ti16400373_18.tif,Internal Navigation ,291 473 394 486
19,ti16400373_19.tif,CONTRIBUTION INFORMATION ,260 539 471 550
20,ti16400373_20.tif,Amount ,120 589 163 600
21,ti16400373_21.tif,S 250 00 ,362 587 409 598
22,ti16400373_22.tif,Account Code ,120 605 198 616
23,ti16400373_23.tif,14OI-77IO-VA-01 ,364 603 461 614
24,ti16400373_24.tif,Check Payable to ,120 622 214 634
25,ti16400373_25.tif,Friends of Frank Ruff ,362 620 480 631
26,ti16400373_26.tif,Address ,120 638 164 650
27,ti16400373_27.tif,(Only if different from address above) ,120 654 324 668
28,ti16400373_28.tif,Notes. ,119 705 154 715
29,ti16400373_29.tif,"(Date needed, fundraiser date, other info ",119 718 340 733
30,ti16400373_30.tif,Next Round ,362 702 427 713
31,ti16400373_31.tif,Approved by: ,120 768 193 781
32,ti16400373_32.tif,f)s /— SX-'//— /■- ,389 734 607 776
33,ti16400373_33.tif,Vice President's signature) ,433 781 578 794
34,ti16400373_34.tif,(Senior ,390 846 429 857
35,ti16400373_35.tif,resident’s signature) ,470 846 579 858
36,ti16400373_36.tif,Revised 2/95 ,119 863 178 873
37,ti16400373_37.tif,Til 640-0373 ,642 964 722 974
