,image_no,text,bb
0,2063209074_9077_0.tif,K*. ,57 88 70 95
1,2063209074_9077_1.tif,LIBERTY ,295 117 402 131
2,2063209074_9077_2.tif,MUTUAL ,295 136 403 151
3,2063209074_9077_3.tif,Iki «e»p»»y that Mt*d« by yaa ,295 157 455 165
4,2063209074_9077_4.tif,Make check payable lo Libeny Mutual *M mail with a cop) ol the invoair to: ,212 190 556 199
5,2063209074_9077_5.tif,"P. 0. Box 6543 Church Street Station, New York, New York 10249 ",227 199 668 218
6,2063209074_9077_6.tif,Philip Morris Inc. ,33 238 155 252
7,2063209074_9077_7.tif,100 Park Avenue ,33 252 136 264
8,2063209074_9077_8.tif,"New York, New York 10017 ",33 264 206 279
9,2063209074_9077_9.tif,/n account with Liberty MUTUAL INSURANCE COMPANY ,51 309 381 320
10,2063209074_9077_10.tif,FEB 2 3 1982 ,574 302 651 314
11,2063209074_9077_11.tif,Summary of California Dividend Adjustment ,203 348 487 360
12,2063209074_9077_12.tif,Effective: 1/1/75 to 1/1/79 ,245 371 490 386
13,2063209074_9077_13.tif,Policy Period ,37 491 126 501
14,2063209074_9077_14.tif,Audited Premium ,314 490 418 499
15,2063209074_9077_15.tif,Dividend Adjustment ,523 490 654 501
16,2063209074_9077_16.tif,1/1/75 to 1/1/78 ,40 534 151 548
17,2063209074_9077_17.tif,1/1/78 to 1/1/79 ,41 562 151 576
18,2063209074_9077_18.tif,TOTAL ,41 592 75 603
19,2063209074_9077_19.tif,"$1,646,595 ",320 529 388 542
20,2063209074_9077_20.tif,"829,343 ",341 557 389 569
21,2063209074_9077_21.tif,S43.404CR ,537 525 599 537
22,2063209074_9077_22.tif,"34,226CR ",545 552 599 565
23,2063209074_9077_23.tif,"$77,630CR ",538 581 600 593
24,2063209074_9077_24.tif,NRD i SPEC ,47 938 107 946
25,2063209074_9077_25.tif,us* ,115 943 130 949
26,2063209074_9077_26.tif,2/4/82 dn ,176 942 237 955
27,2063209074_9077_27.tif,fr*.060ZE903 ,673 817 689 901
