,image_no,text,bb
0,86087420_7422_0.tif,INVOICE DATE SEP32/99 ,78 156 196 164
1,86087420_7422_1.tif,DUE DATS SEP22/99 ,77 166 196 174
2,86087420_7422_2.tif,"Bozell Worldwide, Inc. ",237 94 512 119
3,86087420_7422_3.tif,40 NEST 23PD STREET ,307 125 416 131
4,86087420_7422_4.tif,NBX YORK. NY 10010-5201 ,307 135 438 142
5,86087420_7422_5.tif,INVOICE PR09-002998 ,514 155 620 162
6,86087420_7422_6.tif,PAGB 1 ,559 166 608 173
7,86087420_7422_7.tif,CLIENT ,77 189 111 195
8,86087420_7422_8.tif,PRODUCT ,77 199 117 205
9,86087420_7422_9.tif,JOB HUM ,77 209 116 216
10,86087420_7422_10.tif,FISCAL YR ,77 220 128 227
11,86087420_7422_11.tif,LRL LORILLASD TOBACCO COMPANY INC. ,152 188 356 195
12,86087420_7422_12.tif,YSP? YOUTH SMOKING PREVENTION PROG. ,152 198 356 205
13,86087420_7422_13.tif,P6093 Miscellaneous ExpenBea 99 ,152 209 329 217
14,86087420_7422_14.tif,1999 ,152 220 174 226
15,86087420_7422_15.tif,LORILLARD TOBACCO COMPANY INC. ,451 187 619 194
16,86087420_7422_16.tif,YOUTH SMOKING PREVENTION PRGM. ,451 197 618 204
17,86087420_7422_17.tif,"714 GREEN VALLEY RD, BOX 10529 ",451 207 620 215
18,86087420_7422_18.tif,GREENSBORO NC 27404 ,450 219 562 226
19,86087420_7422_19.tif,ATTN: VICTOR LINDSLEY ,450 230 569 236
20,86087420_7422_20.tif,This la a Progress Bill Invoice A*it ,76 260 619 271
21,86087420_7422_21.tif,Non-Comio3io.-u»blc Charges 1.58S.80 ,76 282 619 292
22,86087420_7422_22.tif,Conmiaaionable Chargee 0.00 ,77 303 619 313
23,86087420_7422_23.tif,Agency Cowsission 0.00 ,76 325 619 334
24,86087420_7422_24.tif,"Invoice Araount 1,585.80 ",77 346 619 354
25,86087420_7422_25.tif,"PLEASE PAY THIS AMOUNT 1,585.80 ",266 368 443 375
26,86087420_7422_26.tif,c MU iln/v ,532 532 642 555
27,86087420_7422_27.tif,Remit Toi ,443 570 492 578
28,86087420_7422_28.tif,"BOZELL MORUJWIDE, INC. ",443 582 565 589
29,86087420_7422_29.tif,P.0. BOX 198261 ,443 592 527 599
30,86087420_7422_30.tif,"ATLANTA, GA 30384-8261 ",443 603 566 610
31,86087420_7422_31.tif,Previously 3illed ,76 571 172 579
32,86087420_7422_32.tif,869.43 ,213 572 246 578
33,86087420_7422_33.tif,PR05-001125 MAY24/99 555.00 ,76 582 246 590
34,86087420_7422_34.tif,PR07-002032 JUL19/99 314.43 ,76 592 246 601
35,86087420_7422_35.tif,ORIGINAL ,342 941 405 951
36,86087420_7422_36.tif,86087420 ,660 811 680 909
