,image_no,text,bb
0,2041954113_0.tif,* ,18 50 19 52
1,2041954113_1.tif,LEO BURNETT U.S.A. ,103 33 296 49
2,2041954113_2.tif,a on mo* or lco ouaiett coNrAit.iic ,103 53 295 62
3,2041954113_3.tif,ADVERTISING ,154 66 247 76
4,2041954113_4.tif,PRINT PRODUCTION ESTIMATE ,253 82 488 96
5,2041954113_5.tif,DATE: 02/17/93 ,585 80 723 94
6,2041954113_6.tif,CLIENT: PHILIP MORRIS INC ,9 119 300 134
7,2041954113_7.tif,L B JOfcS: M27906 ,10 132 196 146
8,2041954113_8.tif,SIZE/COLOR: ,10 154 109 167
9,2041954113_9.tif,MEDIA/DATE: ,10 166 108 179
10,2041954113_10.tif,DESCRIPTION: MUSIC AWARD ADS ,10 176 281 191
11,2041954113_11.tif,PRODUCT: 1©-MARLBORO ,10 210 244 224
12,2041954113_12.tif,CLIENT ID*: ,414 116 514 127
13,2041954113_13.tif,FISCAL YEAR: ,416 128 525 139
14,2041954113_14.tif,STARJ DATE: ,416 139 515 155
15,2041954113_15.tif,REV DATE: ,415 162 496 173
16,2041954113_16.tif,PREV REV DATE: ,416 174 544 185
17,2041954113_17.tif,MAR4005-92/MSM5 ,585 113 723 127
18,2041954113_18.tif,92 ,585 127 603 137
19,2041954113_19.tif,01/15/92 ,586 137 660 149
20,2041954113_20.tif,04 ,586 149 603 159
21,2041954113_21.tif,02/17/93 ,586 160 660 171
22,2041954113_22.tif,08/31/92 ,586 172 660 183
23,2041954113_23.tif,02/17/93 ,586 183 660 194
24,2041954113_24.tif,HECHAVARRIA ,586 194 689 206
25,2041954113_25.tif,mm ,425 230 500 253
26,2041954113_26.tif,eSM k TE ,587 229 661 251
27,2041954113_27.tif,DYES/PRINTS ,10 268 113 281
28,2041954113_28.tif,127.00 ,446 265 500 276
29,2041954113_29.tif,127.00 ,607 263 661 275
30,2041954113_30.tif,*feVH6E8}Si OM ,11 280 123 304
31,2041954113_31.tif,REPRODUCTION FEES ,11 303 169 315
32,2041954113_32.tif,PHOTOGRAPHY ,10 314 113 327
33,2041954113_33.tif,TOTAL VISUALS ,105 325 226 337
34,2041954113_34.tif,127.00 ,447 322 501 334
35,2041954113_35.tif,127.00 ,608 321 662 332
36,2041954113_36.tif,TYPOGRAPHY/LETTERING ,10 348 198 362
37,2041954113_37.tif,684.00 ,446 345 502 356
38,2041954113_38.tif,684.00 ,607 344 663 355
39,2041954113_39.tif,PHOTOSTATS ,12 362 105 384
40,2041954113_40.tif,w m°o ,429 357 503 380
41,2041954113_41.tif,TOTAL STUDIO ,107 382 218 393
42,2041954113_42.tif,"2,500.00 ",428 379 502 391
43,2041954113_43.tif,"2,062.00 ",590 378 663 390
44,2041954113_44.tif,PRINTING MATERIAL ,11 405 170 418
45,2041954113_45.tif,"1,927.00 ",429 402 502 414
46,2041954113_46.tif,"1,883.00 ",590 400 663 413
47,2041954113_47.tif,OTHER (SEE NOTES) ,13 428 170 441
48,2041954113_48.tif,COMPREHENSIVE LAYOUT ,13 450 200 464
49,2041954113_49.tif,TOTAL COMMISSIONABLE COSTS ,42 483 285 497
50,2041954113_50.tif,"4,562.00 ",430 482 503 494
51,2041954113_51.tif,"4,072.00 ",591 480 665 492
52,2041954113_52.tif,AGENCY COMMISSION ,41 497 201 510
53,2041954113_53.tif,SHIPPING AND OTHER NET COSTS ,42 507 305 521
54,2041954113_54.tif,684.00 ,448 494 504 506
55,2041954113_55.tif,244.00 ,449 505 505 517
56,2041954113_56.tif,SU:SS ,609 493 667 516
57,2041954113_57.tif,TOTAL GROSS COSTS ,42 531 201 544
58,2041954113_58.tif,"5,490.00 ",430 528 504 540
59,2041954113_59.tif,"4,961.00 ",592 527 665 539
60,2041954113_60.tif,NOTES: ,14 578 67 590
61,2041954113_61.tif,ESTIMATE REVISED TO DECREASE COSTS. ,34 587 361 602
62,2041954113_62.tif,THIS IS A FINAL ESTIMATE. ,34 598 266 613
63,2041954113_63.tif,N ,731 740 741 749
64,2041954113_64.tif,CLIENT DATE ,19 906 310 921
65,2041954113_65.tif,I ,12 981 13 985
66,2041954113_66.tif,ORANH ,394 987 440 999
67,2041954113_67.tif,SX U»S**° ,732 750 756 831
