,image_no,text,bb
0,ti16310048_0.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,210 104 533 119
1,ti16310048_1.tif,"Date: August 25, 1994 State or Local: State ",61 158 615 177
2,ti16310048_2.tif,RECIPIENT INFORMATION ,285 229 458 239
3,ti16310048_3.tif,Name: ,61 273 99 282
4,ti16310048_4.tif,James M. Campbell ,244 269 383 282
5,ti16310048_5.tif,Address: ,61 313 124 323
6,ti16310048_6.tif,P.0. Box 2003 ,244 311 349 321
7,ti16310048_7.tif,"Anniston, AL 36202 ",243 323 399 336
8,ti16310048_8.tif,Current Office ,61 353 176 364
9,ti16310048_9.tif,and District: ,78 366 182 377
10,ti16310048_10.tif,Aspired Office ,61 379 176 393
11,ti16310048_11.tif,and District: ,78 393 182 404
12,ti16310048_12.tif,Senate-District 36 ,245 364 392 376
13,ti16310048_13.tif,Party ,62 422 101 434
14,ti16310048_14.tif,Democrat ,244 420 309 430
15,ti16310048_15.tif,Leadership Position: Speaker Pro-T ,61 446 351 461
16,ti16310048_16.tif,Committees: ,61 475 150 486
17,ti16310048_17.tif,"Rules, Jury ",253 473 343 486
18,ti16310048_18.tif,CONTRIBUTION INFORMATION ,273 527 471 538
19,ti16310048_19.tif,Amount: $200.00 Account Code: 1401-7710-AL01 ,62 565 674 582
20,ti16310048_20.tif,Chock Pay to: ,62 598 166 611
21,ti16310048_21.tif,"W.H. ""Pat"" Lindsey Campaign for House ",228 593 533 608
22,ti16310048_22.tif,Address: ,61 625 124 636
23,ti16310048_23.tif,(Only if different from address above) ,81 662 389 678
24,ti16310048_24.tif,Notes: ,62 694 108 704
25,ti16310048_25.tif,(Date needed; ,81 706 183 718
26,ti16310048_26.tif,fundraiser date; other information) ,195 701 481 717
27,ti16310048_27.tif,Approved by: ,61 748 159 760
28,ti16310048_28.tif,(Regional Vice President's signature) ,248 753 548 772
29,ti16310048_29.tif,(Senior Vice President's signature) ,255 811 539 826
30,ti16310048_30.tif,Til 631-0048 ,641 963 722 975
