,image_no,text,bb
0,87803303_0.tif,CENTER FOR INDOOR AIR RESEARCH ,412 87 677 99
1,87803303_1.tif,"1099 Wintereon Road, Suilf ISO ",537 126 678 136
2,87803303_2.tif,Linthicum. Maryland 21090 ,557 138 677 149
3,87803303_3.tif,(301) 6*4 -3777 ,613 151 677 160
4,87803303_4.tif,INVOICE ,366 256 414 265
5,87803303_5.tif,"February 27, 1989 ",542 304 659 316
6,87803303_6.tif,Lorlilard Corporation ,134 362 281 373
7,87803303_7.tif,P.0. Box 21688 ,134 376 231 385
8,87803303_8.tif,"Greensboro, North Carolina 27420-1688 ",135 390 400 401
9,87803303_9.tif,Attention: Dr. Alex W. Spears ,134 420 344 431
10,87803303_10.tif,February Assessment Received ,212 513 407 524
11,87803303_11.tif,March Assessment for CIAR ,211 541 387 550
12,87803303_12.tif,"($42,552.40) ",543 512 623 523
13,87803303_13.tif,"42,552.40 ",556 541 618 551
14,87803303_14.tif,BALANCE ,304 585 352 593
15,87803303_15.tif,"$42,552.40 ",550 584 618 595
16,87803303_16.tif,"Payable by March 20, 1989 ",136 655 309 666
17,87803303_17.tif,87803303 ,682 787 698 870
