,image_no,text,bb
0,ti16310262_0.tif,Til 631-0262 ,641 964 722 974
1,ti16310262_1.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,204 108 527 118
2,ti16310262_2.tif,"Date: October 31, 1994 ",53 162 234 173
3,ti16310262_3.tif,State or Local: State ,428 161 610 171
4,ti16310262_4.tif,Name: ,52 232 91 240
5,ti16310262_5.tif,Address: ,52 258 116 267
6,ti16310262_6.tif,Current Office ,52 298 167 308
7,ti16310262_7.tif,and District: ,110 311 215 321
8,ti16310262_8.tif,Aspired Office ,51 325 167 338
9,ti16310262_9.tif,and District: ,110 339 215 349
10,ti16310262_10.tif,Party ,52 368 92 379
11,ti16310262_11.tif,Leadership Position: ,51 394 215 406
12,ti16310262_12.tif,Committees: ,51 421 139 431
13,ti16310262_13.tif,RECIPIENT INFORMATION ,278 203 452 212
14,ti16310262_14.tif,Carl Cascio ,236 230 327 240
15,ti16310262_15.tif,9393 Laurel Green Dr. ,236 257 407 266
16,ti16310262_16.tif,"Boynton Beach, FL 33437 ",236 270 433 282
17,ti16310262_17.tif,Representative-District 88 ,235 337 449 350
18,ti16310262_18.tif,Republican ,235 365 317 378
19,ti16310262_19.tif,n/a ,235 394 259 405
20,ti16310262_20.tif,n/a ,235 421 258 433
21,ti16310262_21.tif,CONTRIBUTION INFORMATION ,263 475 462 484
22,ti16310262_22.tif,Amount: $250.00 ,50 516 182 527
23,ti16310262_23.tif,Check Pay to: Committee to Elect Carl Cascio ,50 542 424 556
24,ti16310262_24.tif,Address: ,50 572 113 581
25,ti16310262_25.tif,Account Code: 1401-7710-FL01 ,424 515 665 524
26,ti16310262_26.tif,(Only if different from address above) ,69 612 379 624
27,ti16310262_27.tif,Notes: ,49 640 96 649
28,ti16310262_28.tif,(Date needed; fundraiser date; other information) ,69 651 470 664
29,ti16310262_29.tif,Approved by: ,49 693 145 706
30,ti16310262_30.tif,(Regional ,235 707 305 718
31,ti16310262_31.tif,Ykt7udc-5_ 'towno. (.km) ,275 677 531 711
32,ti16310262_32.tif,onal vice President's signature) ,274 706 536 717
33,ti16310262_33.tif,(Senior Vice President's signature) ,243 760 527 773
