,image_no,text,bb
0,526450292+-0292_0.tif,04-13-01 *09:13 0UI ,390 75 534 89
1,526450292+-0292_1.tif,I ,18 200 19 209
2,526450292+-0292_2.tif,INVOICE ,354 160 409 172
3,526450292+-0292_3.tif,"DATE: April 10,2001 ",133 211 304 225
4,526450292+-0292_4.tif,"TO: Stephanie Perry, Ph.D. ",133 245 350 260
5,526450292+-0292_5.tif,"Womble, Carlisle ",227 262 323 276
6,526450292+-0292_6.tif,Suite 2100 ,227 280 284 291
7,526450292+-0292_7.tif,150 Fayetteville St. Mall ,228 297 362 311
8,526450292+-0292_8.tif,P.O. Box 831 ,226 315 298 326
9,526450292+-0292_9.tif,"Raleigh, NC 27602 ",226 332 331 346
10,526450292+-0292_10.tif,919-755-8145 ,226 349 302 361
11,526450292+-0292_11.tif,Fax: 919-755-6778 ,226 367 334 378
12,526450292+-0292_12.tif,FROM: Stephen M. Kreitzer. M.D. ,133 401 372 415
13,526450292+-0292_13.tif,Suite 202 ,226 418 276 429
14,526450292+-0292_14.tif,2919 Swann Avenue ,225 436 339 447
15,526450292+-0292_15.tif,Tampa. FL 33609 ,225 453 327 467
16,526450292+-0292_16.tif,PRIVILEGED MATERIAL REDACTED ,166 486 409 498
17,526450292+-0292_17.tif,"Meeting, I hour personal conference April 10,2001 @ S200.00. ",132 522 484 538
18,526450292+-0292_18.tif,TOTAL DUE: ,132 557 211 568
19,526450292+-0292_19.tif,TAX ID: 59-1860827 ,132 592 254 603
20,526450292+-0292_20.tif,52645 0292 ,673 858 688 945
