,image_no,text,bb
0,ti31149327_9330_0.tif,Riggs ,90 106 167 128
1,ti31149327_9330_1.tif,Statement ,474 106 562 116
2,ti31149327_9330_2.tif,0 ,600 191 605 200
3,ti31149327_9330_3.tif,THE TOBACCO INST INC ,229 220 393 230
4,ti31149327_9330_4.tif,1875 EYE ST NW ,231 234 344 244
5,ti31149327_9330_5.tif,WASHINGTON DC 20006 ,229 247 450 257
6,ti31149327_9330_6.tif,08-219-752 PAGE 1 ,123 285 606 297
7,ti31149327_9330_7.tif,STATEMENT PERIOD 01-01-1999 THROUGH 01-15-1999 ,123 311 516 323
8,ti31149327_9330_8.tif,INTEREST CHECKING SUMMARY ,264 337 467 347
9,ti31149327_9330_9.tif,OPENING BALANCE ,124 364 226 373
10,ti31149327_9330_10.tif,♦DEPOSITS ,124 376 185 385
11,ti31149327_9330_11.tif,-CHECKS ,124 387 172 397
12,ti31149327_9330_12.tif,-OTHER DEBITS ,124 399 212 408
13,ti31149327_9330_13.tif,-NEW BALANCE ,124 411 206 419
14,ti31149327_9330_14.tif,"2,835,943.34 ACCOUNT # ",275 362 445 374
15,ti31149327_9330_15.tif,"2,726,028.00 # OF ENCLOSURES ",275 374 486 386
16,ti31149327_9330_16.tif,"2,067,499.67 AVERAGE BALANCE ",275 386 486 397
17,ti31149327_9330_17.tif,"362,531.06 ",289 398 356 409
18,ti31149327_9330_18.tif,"3,131,940.61 ",275 410 355 420
19,ti31149327_9330_19.tif,INTEREST CHECKING ACTIVITY ,256 431 467 442
20,ti31149327_9330_20.tif,08-219-752 ,549 362 617 371
21,ti31149327_9330_21.tif,0 ,610 373 617 383
22,ti31149327_9330_22.tif,.00 ,598 385 617 394
23,ti31149327_9330_23.tif,DEPOSITS ,124 459 179 468
24,ti31149327_9330_24.tif,DATE ,213 459 240 467
25,ti31149327_9330_25.tif,AMOUNT ,302 459 343 467
26,ti31149327_9330_26.tif,DEPOSITS ,399 458 452 466
27,ti31149327_9330_27.tif,DATE ,487 458 514 466
28,ti31149327_9330_28.tif,AMOUNT ,576 457 617 466
29,ti31149327_9330_29.tif,REF 01 ,124 482 164 491
30,ti31149327_9330_30.tif,"01-11^2, ",207 481 272 492
31,ti31149327_9330_31.tif,"726,028.00 ",276 481 343 492
32,ti31149327_9330_32.tif,CHECKS ,124 505 165 514
33,ti31149327_9330_33.tif,DATE ,213 505 240 514
34,ti31149327_9330_34.tif,AMOUNT ,303 504 343 513
35,ti31149327_9330_35.tif,CHECKS ,399 504 439 513
36,ti31149327_9330_36.tif,DATE ,488 504 514 512
37,ti31149327_9330_37.tif,AMOUNT ,576 503 617 512
38,ti31149327_9330_38.tif,35656 ,138 528 172 537
39,ti31149327_9330_39.tif,01-07 ,207 527 240 537
40,ti31149327_9330_40.tif,"15,625.00 ",283 527 343 538
41,ti31149327_9330_41.tif,* 36434 ,399 526 445 536
42,ti31149327_9330_42.tif,01-08 ,481 527 514 536
43,ti31149327_9330_43.tif,685.35 ,577 526 617 535
44,ti31149327_9330_44.tif,* 35688 ,125 539 172 549
