,image_no,text,bb
0,0060095738_0.tif,I ,258 2 259 6
1,0060095738_1.tif,• .AM- 1 -■ J-JJ 1 ,513 0 649 14
2,0060095738_2.tif,CON. C1 hmpdc i/mrc ,48 71 247 88
3,0060095738_3.tif,<^t*todve Marketing Research FAX# (914)271 ,48 100 634 127
4,0060095738_4.tif,138 Grand Street ,48 115 146 127
5,0060095738_5.tif,"Croton-on-Hudson, N.Y. 10520 ",46 130 224 144
6,0060095738_6.tif,Jan Milano ,45 160 133 175
7,0060095738_7.tif,"May 4, 1989 ",77 229 155 243
8,0060095738_8.tif,Mr. Hike O'Nell ,75 285 181 298
9,0060095738_9.tif,The American Tobacco Company ,75 300 275 318
10,0060095738_10.tif,"6 Stanford Forum, Box 10380 ",76 313 267 329
11,0060095738_11.tif,"Stamford, Connecticut 06904 ",76 328 267 342
12,0060095738_12.tif,PO# AT89164C ,75 355 160 367
13,0060095738_13.tif,SS# 105-46-8224 ,75 383 181 395
14,0060095738_14.tif,RE: ADVANCE PAYMENT ,74 411 209 424
15,0060095738_15.tif,INVOICE #10789 ,301 444 400 456
16,0060095738_16.tif,CARLTON ADVERTISING RESEARCH ,72 466 272 481
17,0060095738_17.tif,"Consultation Fee: $ 16,500.00 ",71 494 634 517
18,0060095738_18.tif,One third total cost of project ,106 522 327 539
19,0060095738_19.tif,due in advance ,121 536 220 549
20,0060095738_20.tif,DUE NCW ,412 570 463 581
21,0060095738_21.tif,"5,500.00 ",575 574 632 586
22,0060095738_22.tif,REMAINING BALANCE ,340 611 461 624
23,0060095738_23.tif,"$ 11,000.00 ",546 615 631 629
24,0060095738_24.tif,Plus out-of- ,546 637 630 648
25,0060095738_25.tif,pocket expenses ,545 650 652 665
