,image_no,text,bb
0,2084022167_0.tif,o» uo ,123 70 147 74
1,2084022167_1.tif,ADVERTISING ,123 79 196 87
2,2084022167_2.tif,NEWSPAPER ESTIMATE RECAP - PN05 ,373 91 588 101
3,2084022167_3.tif,PERIOD ,407 112 441 119
4,2084022167_4.tif,01/01/96 TO 12/31/36 ,359 120 476 130
5,2084022167_5.tif,DATE 11/09/86 ,505 112 586 121
6,2084022167_6.tif,PACE 1 ,506 123 586 130
7,2084022167_7.tif,CLIENT: ,153 140 193 146
8,2084022167_8.tif,EST NO: ,154 150 193 156
9,2084022167_9.tif,P.N. INC. DEUCE: 10 ,207 139 342 148
10,2084022167_10.tif,6001 REVISES EST OTD 09/13/DC ,207 149 382 159
11,2084022167_11.tif,DESC: 703A MILITARY NEWSPAPERS ,407 141 580 150
12,2084022167_12.tif,TOTALS BY MRKT/S ZON /PRODUCT/MONTH ,153 188 359 198
13,2084022167_13.tif,MKKr/SrZON ,482 181 539 191
14,2084022167_14.tif,2C0-RICHMONO ,482 202 550 210
15,2084022167_15.tif,PRODJCT ,194 239 234 247
16,2084022167_16.tif,lO-MARLBORO ,171 259 234 267
17,2084022167_17.tif,EST AMT ,360 230 399 238
18,2084022167_18.tif,EST AMT ,447 232 487 238
19,2084022167_19.tif,EST AMT ,539 233 580 240
20,2084022167_20.tif,PERICO ,276 240 311 247
21,2084022167_21.tif,AMOUNT ,359 240 393 248
22,2084022167_22.tif,CHANCE ,447 241 481 248
23,2084022167_23.tif,LESS C/0 ,528 240 574 250
24,2084022167_24.tif,FEB 1896 ,269 260 317 267
25,2084022167_25.tif,934.13 ,370 260 405 268
26,2084022167_26.tif,834.13 ,544 263 579 269
27,2084022167_27.tif,QUARTER 1 ,269 270 321 277
28,2084022167_28.tif,934.13 ,370 270 405 278
29,2084022167_29.tif,934.13 ,544 272 579 279
30,2084022167_30.tif,MAY ,269 290 286 296
31,2084022167_31.tif,"1,467.20 ",359 290 405 299
32,2084022167_32.tif,"1,467.20 ",534 291 579 300
33,2084022167_33.tif,JUN ,269 300 286 307
34,2084022167_34.tif,934.13 ,370 300 404 308
35,2084022167_35.tif,934.13 ,544 302 578 310
36,2084022167_36.tif,QUARTER 2 ,269 310 322 317
37,2084022167_37.tif,2.401.33 ,358 310 404 319
38,2084022167_38.tif,"2,401.33 ",533 312 578 321
39,2084022167_39.tif,JUL ,269 330 285 337
40,2084022167_40.tif,934.13 ,370 330 404 338
41,2084022167_41.tif,934.13 ,544 332 578 339
42,2084022167_42.tif,AUG ,269 340 286 347
43,2084022167_43.tif,834.13 ,369 340 404 348
44,2084022167_44.tif,034.13 ,544 342 578 349
45,2084022167_45.tif,SEP ,269 350 286 357
46,2084022167_46.tif,733.60 ,369 350 404 358
47,2084022167_47.tif,200.53- ,458 351 496 358
48,2084022167_48.tif,733.60 ,544 352 578 359
49,2084022167_49.tif,QUARTER 3 ,269 359 321 367
50,2084022167_50.tif,"2,601.86 ",358 360 403 369
51,2084022167_51.tif,200.53- ,457 361 496 368
52,2084022167_52.tif,"2,601.86 ",532 361 578 370
53,2084022167_53.tif,TOTAL ,280 379 310 386
54,2084022167_54.tif,5.037.32 ,358 379 403 388
55,2084022167_55.tif,200.53- ,457 381 496 388
56,2084022167_56.tif,"8,937.32 ",532 381 578 390
57,2084022167_57.tif,fORM MOIA Be/ 04-U-53 ,40 888 145 896
58,2084022167_58.tif,2084022167 ,629 732 644 817
