,image_no,text,bb
0,ti09920313_0.tif,INVOICE ,592 78 662 91
1,ti09920313_1.tif,HBl Heallhv Iklik liny. Iniemiiuorwi Inc ,45 162 305 178
2,ti09920313_2.tif,TO: Tobacco labor Management Cornu rte«* ,58 193 356 207
3,ti09920313_3.tif,1875 I Street. N.W. ,127 209 252 219
4,ti09920313_4.tif,"Washington, D.C. 20006 ",125 222 281 234
5,ti09920313_5.tif,".,H 1 ' 1331 ",521 120 613 143
6,ti09920313_6.tif,.■'tWt«XlAlV .»1> : ,489 150 573 158
7,ti09920313_7.tif,"•,i te« V\ ILDfl ",476 163 548 171
8,ti09920313_8.tif,• * *5’ •< 102 ,480 175 539 183
9,ti09920313_9.tif,'••.-.9. 152 0>51 ,477 187 572 196
10,ti09920313_10.tif,invoce no — 39 6 9 ,488 261 636 273
11,ti09920313_11.tif,DATE ,521 292 542 299
12,ti09920313_12.tif,"May 15, 1991 ",554 305 634 316
13,ti09920313_13.tif,TOUO «EF ,56 319 103 327
14,ti09920313_14.tif,Ms. Diana Avedon Ref: 10332 ,126 331 397 341
15,ti09920313_15.tif,INDCCR AIR QUALITY INSPECTION ,237 372 431 383
16,ti09920313_16.tif,Strand Union Building ,262 399 404 411
17,ti09920313_17.tif,Montana State University ,248 413 411 425
18,ti09920313_18.tif,To the investigation of the quality of the indoor air with ,127 454 527 466
19,ti09920313_19.tif,respect to airborne pollutants in the Strand Union Building ,128 468 527 481
20,ti09920313_20.tif,"located at Montana State University in Bozeman, Montana. ",129 482 505 494
21,ti09920313_21.tif,"The on-site vsork was ecmpleted on April 2-4, 1991 and a ",127 508 527 521
22,ti09920313_22.tif,copy of our report is enclosed with this invoice. Two ,128 522 527 534
23,ti09920313_23.tif,bound copies have been forwarded to Allen V. Bertelsen of ,128 536 526 548
24,ti09920313_24.tif,Montana State University under separate cover. ,127 550 437 562
25,ti09920313_25.tif,Price for inspection and report ,128 576 526 588
26,ti09920313_26.tif,Expenses: ,128 604 186 615
27,ti09920313_27.tif,Airfare ,128 631 175 641
28,ti09920313_28.tif,Hotels ,128 646 167 655
29,ti09920313_29.tif,Car rental ,128 659 194 668
30,ti09920313_30.tif,Taxis ,128 672 161 682
31,ti09920313_31.tif,Parking ,129 686 175 699
32,ti09920313_32.tif,Meals ,128 700 161 710
33,ti09920313_33.tif,Excess baggage ,129 714 222 726
34,ti09920313_34.tif,"$ 2,836.00 ",298 632 364 643
35,ti09920313_35.tif,272.76 ,325 646 364 655
36,ti09920313_36.tif,204.60 ,326 660 364 669
37,ti09920313_37.tif,26.40 ,333 674 364 683
38,ti09920313_38.tif,49.00 ,332 687 364 696
39,ti09920313_39.tif,127.61 ,327 701 364 710
40,ti09920313_40.tif,135.00 ,326 714 365 724
41,ti09920313_41.tif,"3,651.37 ",313 728 364 739
42,ti09920313_42.tif,"$ 5,000.00 ",569 578 634 588
43,ti09920313_43.tif,"S 3,651.37 ",570 728 635 738
44,ti09920313_44.tif,Total price now due for payment ,128 754 337 766
45,ti09920313_45.tif,"S 8,651.37 ",570 756 635 766
46,ti09920313_46.tif,For HB! Inc. ,333 783 411 793
47,ti09920313_47.tif,TI0992-0313 ,630 963 709 974
