,image_no,text,bb
0,518259424+-9431_0.tif,(/ tobacco Company ,103 64 204 74
1,518259424+-9431_1.tif,P. 0. BOX 2955 ,35 76 104 84
2,518259424+-9431_2.tif,"Winston-Salem, North Carolina 27102 ",35 88 196 97
3,518259424+-9431_3.tif,EARNINGS STATEMENT ,295 13 435 22
4,518259424+-9431_4.tif,>a-a»M——————a-———-—*-** ,424 44 611 47
5,518259424+-9431_5.tif,Our consumers ,426 49 608 70
6,518259424+-9431_6.tif,deserve the best. ,421 75 624 94
7,518259424+-9431_7.tif,Let’s make it happen! ,388 98 661 123
8,518259424+-9431_8.tif,MEMO NUMBER: ,13 180 115 191
9,518259424+-9431_9.tif,MEMO DATE: ,13 196 98 206
10,518259424+-9431_10.tif,426-78-3172 ,137 149 231 160
11,518259424+-9431_11.tif,1201109106 ,129 179 213 190
12,518259424+-9431_12.tif,12-31-96 ,129 195 196 206
13,518259424+-9431_13.tif,PERSONAL ,355 149 423 159
14,518259424+-9431_14.tif,004 1 220 1 867 ,355 164 500 175
15,518259424+-9431_15.tif,WILBURN E AINSWORTH JR ,355 179 545 190
16,518259424+-9431_16.tif,149 WESTHAVEN CIRCLE ,356 194 528 205
17,518259424+-9431_17.tif,"WINSTON-SALEM, NC 27104 ",355 209 553 222
18,518259424+-9431_18.tif,FREQ FLYER BUYBACK ,4 330 118 339
19,518259424+-9431_19.tif,871.BO ,196 330 233 338
20,518259424+-9431_20.tif,871.BO ,280 329 318 337
21,518259424+-9431_21.tif,' £ARNlhgI ; ' i ,82 605 158 621
22,518259424+-9431_22.tif,HMip ,162 603 228 622
23,518259424+-9431_23.tif,m ,229 603 253 616
24,518259424+-9431_24.tif,OEDUCriONsgj ,278 605 352 626
25,518259424+-9431_25.tif,871.BO ,113 635 151 643
26,518259424+-9431_26.tif,308.BB- ,210 635 252 643
27,518259424+-9431_27.tif,:JBI Form APC7JO - Rev. 10/90 ,0 650 135 656
28,518259424+-9431_28.tif,FICA MEO ,420 329 470 337
29,518259424+-9431_29.tif,FEDERAL TAX M-00 ,420 340 534 349
30,518259424+-9431_30.tif,NC TAX N-03 ,420 352 534 360
31,518259424+-9431_31.tif,• TOTAL TAXES ,452 363 534 371
32,518259424+-9431_32.tif,12.84 ,588 329 617 337
33,518259424+-9431_33.tif,244.02 ,580 340 617 348
34,518259424+-9431_34.tif,62.29- ,586 351 620 359
35,518259424+-9431_35.tif,308.95 ,580 363 617 370
36,518259424+-9431_36.tif,PAYROLL DIRECT DEPOSIT MEMO ,134 693 585 716
37,518259424+-9431_37.tif,Your check for the above payroll has been deposited in: ,139 844 510 859
38,518259424+-9431_38.tif,WACHOVIA BANK OF NORTH CAROLINA ,15 881 285 891
39,518259424+-9431_39.tif,UR ,654 807 662 813
40,518259424+-9431_40.tif,M ,654 816 663 821
41,518259424+-9431_41.tif,CO ,655 824 663 831
42,518259424+-9431_42.tif,to ,655 834 664 840
43,518259424+-9431_43.tif,UR ,656 843 664 849
44,518259424+-9431_44.tif,VO ,656 861 665 868
45,518259424+-9431_45.tif,ro ,657 880 666 886
46,518259424+-9431_46.tif,CHECKING ACCT NO: 8730260743 ,15 910 258 922
