,image_no,text,bb
0,2024526163_2024526164_0.tif,• • i* ,232 54 266 59
1,2024526163_2024526164_1.tif,Healtliv Building* InKnwwxuLInc. ,140 201 319 219
2,2024526163_2024526164_2.tif,Covington * Burl ing ,142 240 262 256
3,2024526163_2024526164_3.tif,1201 Pennsylvania Avenue. N.W. ,143 253 331 268
4,2024526163_2024526164_4.tif,Washington. D.C. 20044 ,142 266 288 281
5,2024526163_2024526164_5.tif,D-nvx'XN Ur* ,502 188 567 197
6,2024526163_2024526164_6.tif,va 2:030 ,503 200 542 209
7,2024526163_2024526164_7.tif,•W« IW0I»»2 ,474 212 534 221
8,2024526163_2024526164_8.tif,Wjc D«i lUeiiSi ,474 222 564 232
9,2024526163_2024526164_9.tif,wvOCE M3 ,487 297 536 304
10,2024526163_2024526164_10.tif,OATE ,517 323 539 331
11,2024526163_2024526164_11.tif,YOUA ner ,79 354 124 361
12,2024526163_2024526164_12.tif,Mr. John Rupp ,140 359 224 370
13,2024526163_2024526164_13.tif,4341 ,545 302 569 313
14,2024526163_2024526164_14.tif,"Dec 13, 1991 ",545 329 620 340
15,2024526163_2024526164_15.tif,Page 1 of 2 ,545 354 614 367
16,2024526163_2024526164_16.tif,1) ,80 607 90 616
17,2024526163_2024526164_17.tif,2) ,80 697 91 707
18,2024526163_2024526164_18.tif,2.1 ,80 723 98 732
19,2024526163_2024526164_19.tif,2.2 ,82 748 100 757
20,2024526163_2024526164_20.tif,2.3 ,83 849 101 858
21,2024526163_2024526164_21.tif,2.4 ,84 875 102 884
22,2024526163_2024526164_22.tif,Expenses ,307 410 358 422
23,2024526163_2024526164_23.tif,Germany Phase 11 Sgainars ,256 422 416 434
24,2024526163_2024526164_24.tif,To the services of our Mr. G. Robertson in presenting ,141 446 519 460
25,2024526163_2024526164_25.tif,seminars in Germany according to the folleaving timetable: ,142 460 505 474
26,2024526163_2024526164_26.tif,p ,476 474 479 477
27,2024526163_2024526164_27.tif,"Sat 30 Nov. Fly to Berlin, via Frankfurt ",141 486 403 501
28,2024526163_2024526164_28.tif,Sun 1 Dec. Meeting w/Rita Stark ,141 501 351 514
29,2024526163_2024526164_29.tif,Mon 2 Dec. Seminar in Berlin ,140 514 333 524
30,2024526163_2024526164_30.tif,Tue 3 Dec. Seminar in Dresden ,141 526 339 537
31,2024526163_2024526164_31.tif,Wed 4 Dec. Stroinar in Hanburg ,141 539 340 551
32,2024526163_2024526164_32.tif,Thur 5 Dec. Saninar in Bonn ,141 552 320 563
33,2024526163_2024526164_33.tif,Fri 6 Dec. Soninar in Frankfurt ,141 565 351 576
34,2024526163_2024526164_34.tif,Sat 7 Dec. Return to USA ,141 578 309 589
35,2024526163_2024526164_35.tif,Consulting Pees ,142 605 237 616
36,2024526163_2024526164_36.tif,"Che day preparing seminar rraterials, designing slides, etc. ",142 628 519 643
37,2024526163_2024526164_37.tif,and six working days cn tour. ,143 643 327 656
38,2024526163_2024526164_38.tif,"7 days at $1,250 per day ",143 668 429 682
39,2024526163_2024526164_39.tif,Expenses (Exchange rate 1.55 CM = $1) ,143 695 378 708
40,2024526163_2024526164_40.tif,Airfares: $ 5.536.00 ,143 719 430 731
41,2024526163_2024526164_41.tif,Hotels: ,145 747 187 756
42,2024526163_2024526164_42.tif,Berlin: 586 04* $ 378.06 ,157 759 367 770
43,2024526163_2024526164_43.tif,Dresden: 698.95 CM = 450.94 ,157 771 367 782
44,2024526163_2024526164_44.tif,Hamburg: 1456 CM = _ 939.35 ,158 784 367 796
45,2024526163_2024526164_45.tif,Frankfurt: 726.90 = 4S8.97 ,158 796 366 806
46,2024526163_2024526164_46.tif,"$ 8,750.00 ",559 666 621 677
47,2024526163_2024526164_47.tif,Total hotels ,145 822 220 831
48,2024526163_2024526164_48.tif,Taxis: Berlin and Frankfurt: ,146 846 321 857
49,2024526163_2024526164_49.tif,Misc meals/drinks ,145 872 253 883
50,2024526163_2024526164_50.tif,Total expenses: ,146 898 241 908
51,2024526163_2024526164_51.tif,"$ 2,237.32 ",368 819 430 831
52,2024526163_2024526164_52.tif,$ 55.00 ,369 845 430 855
53,2024526163_2024526164_53.tif,S 150.00 ,369 870 430 880
54,2024526163_2024526164_54.tif,"$ 7,978.32 ",558 892 621 902
55,2024526163_2024526164_55.tif,C9T9ZSK:oz ,649 762 672 897
