,image_no,text,bb
0,2083674163_4166_0.tif,NEW YORK ,654 95 693 101
1,2083674163_4166_1.tif,ARNOLD «Sc PORTER ,270 88 503 101
2,2083674163_4166_2.tif,"• . 355 TWELFTH STREET, N.W. ",289 108 458 118
3,2083674163_4166_3.tif,WASHINGTON. D.C. 20004-1206 ,301 120 472 128
4,2083674163_4166_4.tif,<202) 042-3000 ,350 136 424 143
5,2083674163_4166_5.tif,STATEMENT FACSIMILE* <202> 9^2-3009 ,75 145 440 152
6,2083674163_4166_6.tif,DENVER ,658 112 689 119
7,2083674163_4166_7.tif,LOS ANGELES ,646 129 701 136
8,2083674163_4166_8.tif,LONDON ,657 146 689 153
9,2083674163_4166_9.tif,"Philip Morris Companies, Inc. ",72 176 286 188
10,2083674163_4166_10.tif,"Invoice # 818073 July 31, 2000 ",72 251 656 262
11,2083674163_4166_11.tif,(11250.217) ,74 267 151 277
12,2083674163_4166_12.tif,"PM USA - NBD Bank, NA, as ",72 282 258 292
13,2083674163_4166_13.tif,guardian ad litem of Billy J. ,72 296 286 308
14,2083674163_4166_14.tif,"Mcconbs, Jr. ",71 312 159 322
15,2083674163_4166_15.tif,For Legal Services Rendered through ,102 371 364 382
16,2083674163_4166_16.tif,"June 30, 2000 ",372 371 468 381
17,2083674163_4166_17.tif,$ ,523 372 528 381
18,2083674163_4166_18.tif,"9,455.00 ",568 371 625 381
19,2083674163_4166_19.tif,Less: Discount ,102 401 212 410
20,2083674163_4166_20.tif,"1,891.00 ",568 401 625 411
21,2083674163_4166_21.tif,Disbursements Recorded through June ,102 431 363 441
22,2083674163_4166_22.tif,"30, 2000: ",372 431 436 441
23,2083674163_4166_23.tif,Air Delivery Services ,132 460 288 471
24,2083674163_4166_24.tif,47.94 ,402 461 437 469
25,2083674163_4166_25.tif,Duplicating ,132 475 213 487
26,2083674163_4166_26.tif,63.98 ,402 476 437 484
27,2083674163_4166_27.tif,Telephone ,132 490 198 502
28,2083674163_4166_28.tif,6.43 ,409 491 437 499
29,2083674163_4166_29.tif,118.40 ,582 506 625 514
30,2083674163_4166_30.tif,TOTAL AMOUNT DUE ,102 536 220 545
31,2083674163_4166_31.tif,$ ,523 535 528 545
32,2083674163_4166_32.tif,"7,682.40 ",567 536 625 545
33,2083674163_4166_33.tif,"■FOR QUARTER ENDING JUNE 30, 2000"" ",103 565 355 575
34,2083674163_4166_34.tif,'SDtH*U T«« IDCNTiriCATION NUMBC» 33-0200000 ,251 926 529 933
35,2083674163_4166_35.tif,L<3& QZ ,683 735 707 789
