,image_no,text,bb
0,ti16311156_0.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,206 101 528 114
1,ti16311156_1.tif,"Date: August 24, 1994 ",56 158 237 171
2,ti16311156_2.tif,State or Local: State ,429 155 611 165
3,ti16311156_3.tif,RECIPIENT INFORMATION ,281 225 454 235
4,ti16311156_4.tif,Name: ,56 269 94 278
5,ti16311156_5.tif,Bill Backlund ,239 266 346 276
6,ti16311156_6.tif,Address: 8055-171st Ave. NE ,55 306 395 318
7,ti16311156_7.tif,"Redmond, WA 98052-3906 ",239 320 428 331
8,ti16311156_8.tif,Current Office ,56 349 171 360
9,ti16311156_9.tif,and District: Representative-District 45 ,73 360 453 375
10,ti16311156_10.tif,Aspired Office ,56 377 171 390
11,ti16311156_11.tif,and District: ,73 390 178 401
12,ti16311156_12.tif,Party Republican ,57 416 321 430
13,ti16311156_13.tif,Leadership Position: n/a ,56 444 262 458
14,ti16311156_14.tif,Committees: n/a ,56 471 270 484
15,ti16311156_15.tif,CONTRIBUTION INFORMATION ,268 525 466 534
16,ti16311156_16.tif,Amount: $100.00 Account Code: 1401-7710-WA01 ,55 563 668 579
17,ti16311156_17.tif,Check Pay to: Committee to Elect Bill Backlund ,55 592 485 608
18,ti16311156_18.tif,Address: ,55 622 118 633
19,ti16311156_19.tif,(Only if different from address above) ,74 660 384 675
20,ti16311156_20.tif,Notes: ,55 690 102 700
21,ti16311156_21.tif,(Dote needed; fundraiser date; other information) ,74 700 474 715
22,ti16311156_22.tif,Approved by: ,55 745 151 757
23,ti16311156_23.tif,eizaenf's signature) ,379 755 541 767
24,ti16311156_24.tif,(Senior Vice President's signature) ,249 809 533 823
25,ti16311156_25.tif,TI1631-1156 ,641 963 722 975
