,image_no,text,bb
0,ti01410937_0.tif,TI0141-0937 ,652 965 721 974
1,ti01410937_1.tif,Law Offices Of ,304 106 417 116
2,ti01410937_2.tif,"PAUL, HASTINGS, JANOFSKY & WALKER ",238 120 508 132
3,ti01410937_3.tif,A Partnership Including Professional Corporations ,163 133 564 146
4,ti01410937_4.tif,"1050 Connecticut Avenue, N.W. ",254 147 488 159
5,ti01410937_5.tif,Suite 1200 ,327 161 408 171
6,ti01410937_6.tif,"Washington, D.C. 20036-5331 ",253 174 481 186
7,ti01410937_7.tif,Telephone (202) 223-9000 ,270 188 465 200
8,ti01410937_8.tif,Business Council on Indoor Air ,97 228 343 239
9,ti01410937_9.tif,Caramer & Associates ,96 243 252 252
10,ti01410937_10.tif,"1225 19th Street, N.W. ",97 257 274 268
11,ti01410937_11.tif,Suite 300 ,96 270 169 279
12,ti01410937_12.tif,"Washington, DC 20036 ",95 283 268 295
13,ti01410937_13.tif,"Attention: Paul Cammer, Ph.D. ",95 297 331 309
14,ti01410937_14.tif,"February 19, 1993 ",507 257 645 269
15,ti01410937_15.tif,Please refer to ,450 285 572 294
16,ti01410937_16.tif,Statement Number: 736326 ,449 299 645 308
17,ti01410937_17.tif,FOR PROFESSIONAL SERVICES RENDERED ,96 366 375 376
18,ti01410937_18.tif,"during the month of January, 1993. ",95 379 372 392
19,ti01410937_19.tif,"general $ 2,630.00 ",94 434 644 446
20,ti01410937_20.tif,Review materials; review draft; clip and circulate ,94 460 504 473
21,ti01410937_21.tif,press items regarding EPA report on secondhand ,94 474 472 487
22,ti01410937_22.tif,smoke; review draft statement for new ,94 488 398 498
23,ti01410937_23.tif,administration; telephone conference with S. ,94 501 453 515
24,ti01410937_24.tif,Risotto; clip and circulate press items on OSHA ,94 515 480 528
25,ti01410937_25.tif,action in connection with second hand smoke and ,94 528 479 539
26,ti01410937_26.tif,indoor air; review ASHRAE materials; telephone ,94 542 471 556
27,ti01410937_27.tif,conference with P. Cammer; review materials; ,94 556 453 567
28,ti01410937_28.tif,"review materials; prepare for, attend meeting; ",94 570 469 583
29,ti01410937_29.tif,review Browner statements; prepare draft; brief ,94 583 479 596
30,ti01410937_30.tif,"conference, research on-line and in library ",93 598 446 611
31,ti01410937_31.tif,regarding Senate Confirmation hearings for Reich ,93 611 487 624
32,ti01410937_32.tif,(Labor) and Browner (EPA) seeking statements on ,95 626 479 638
33,ti01410937_33.tif,need for sensible or cost effective regulation. ,93 639 476 651
34,ti01410937_34.tif,FOR COSTS INCURRED AND ADVANCED ,92 722 347 732
35,ti01410937_35.tif,Photocopy Charges 13.65 ,134 750 477 761
36,ti01410937_36.tif,Telex/Telecopier/Telegrams 11.25 ,133 763 477 775
37,ti01410937_37.tif,Postage/Express Mail ^98 $ 25.88 ,134 777 641 788
38,ti01410937_38.tif,"CURRENT FEES AND COSTS $ 2,655.88 ",248 831 640 843
