,image_no,text,bb
0,514218180+-8181_0.tif,• PURCHASE REQUISITION ,16 15 197 30
1,514218180+-8181_1.tif,'• ORIGINATORS COPT ,14 30 129 41
2,514218180+-8181_2.tif,. Sheet i ,18 47 80 58
3,514218180+-8181_3.tif,% 9 ,19 62 46 67
4,514218180+-8181_4.tif,fi\t Rtf. ,30 77 70 85
5,514218180+-8181_5.tif,to r ,31 120 69 138
6,514218180+-8181_6.tif,L ,56 198 69 213
7,514218180+-8181_7.tif,R.J. REYNOLDS TOBACCO COMPANY ,270 12 492 24
8,514218180+-8181_8.tif,Purchasing Department ,313 27 448 41
9,514218180+-8181_9.tif,P 0 Box 1325 ,332 42 427 55
10,514218180+-8181_10.tif,Winston-Salem. NC 27102-1325 ,276 58 485 70
11,514218180+-8181_11.tif,REQUISITION ,272 77 450 103
12,514218180+-8181_12.tif,“| F.O B. ,345 115 393 134
13,514218180+-8181_13.tif,Terms ,368 149 397 159
14,514218180+-8181_14.tif,Delivery Date ,367 179 431 190
15,514218180+-8181_15.tif,J ,345 195 360 211
16,514218180+-8181_16.tif,Purchase Order ,571 14 648 22
17,514218180+-8181_17.tif,No. ,571 29 585 37
18,514218180+-8181_18.tif,Date ,571 44 591 52
19,514218180+-8181_19.tif,Confirming ,571 149 622 160
20,514218180+-8181_20.tif,On ,571 164 583 173
21,514218180+-8181_21.tif,With ,571 180 593 188
22,514218180+-8181_22.tif,item ,26 327 45 335
23,514218180+-8181_23.tif,Quantity ,64 325 102 336
24,514218180+-8181_24.tif,70080 ,79 380 113 394
25,514218180+-8181_25.tif,PKG ,93 397 113 408
26,514218180+-8181_26.tif,Part No. ,132 325 171 333
27,514218180+-8181_27.tif,47*744 ,129 380 170 393
28,514218180+-8181_28.tif,e SEE BELOW ,24 230 99 241
29,514218180+-8181_29.tif,INVOICE TO IS** net* fl on r*v*'**i ,263 228 423 236
30,514218180+-8181_30.tif,Account Code ,442 229 512 238
31,514218180+-8181_31.tif,Requisition No ,615 227 684 238
32,514218180+-8181_32.tif,l W ,24 242 29 244
33,514218180+-8181_33.tif,H ,24 248 30 255
34,514218180+-8181_34.tif,R J REYNOLDS TOB CO ,250 242 386 253
35,514218180+-8181_35.tif,1 ,26 260 28 267
36,514218180+-8181_36.tif,DISBURSEMENTS ACCTG ,250 257 386 268
