,image_no,text,bb
0,86018092_0.tif,• OPO imr. ,531 908 584 917
1,86018092_1.tif,1 ,754 12 766 33
2,86018092_2.tif,©Baffe//e ,74 35 210 75
3,86018092_3.tif,r *-vu ,156 71 200 82
4,86018092_4.tif,Sj* ,158 94 226 135
5,86018092_5.tif,0669096 ,670 63 719 74
6,86018092_6.tif,r«dk ,111 69 139 81
7,86018092_7.tif,RicKUnd. W*h«*tpr_*?)H ,112 108 238 119
8,86018092_8.tif,Mt. (JO* J7V ,111 120 179 131
9,86018092_9.tif,IN ACCOUNT WITH ,111 142 203 151
10,86018092_10.tif,r ,108 156 119 166
11,86018092_11.tif,COVINGTON & BUR.ING ,121 175 258 187
12,86018092_12.tif,ATTN* m. STANLEY TEUCO ,120 189 295 203
13,86018092_13.tif,1201 PENNSYLVANIA AVE. N.W. ,120 204 313 218
14,86018092_14.tif,P. 0. BOX 7566 ,120 219 221 231
15,86018092_15.tif,"WASHINGTON, D.C. 20044 ",119 233 286 247
16,86018092_16.tif,L ,107 250 117 261
17,86018092_17.tif,Conduct repeated dose nose-only ,119 305 344 322
18,86018092_18.tif,liquid aerosols. ,119 321 232 336
19,86018092_19.tif,P—crip ,349 299 384 309
20,86018092_20.tif,innai ,354 312 386 321
21,86018092_21.tif,tion ,385 302 404 308
22,86018092_22.tif,iiatl6n toxicity studios ot ,380 310 569 325
23,86018092_23.tif,"Cost* Invoiced for the month of May, 1989. ",118 349 422 366
24,86018092_24.tif,Amount (U. S. Fund»l ,646 300 757 313
25,86018092_25.tif,Current ,454 369 506 381
26,86018092_26.tif,Cost To ,564 370 614 382
27,86018092_27.tif,Month ,461 385 498 395
28,86018092_28.tif,Date ,570 385 599 397
29,86018092_29.tif,Direct Labor ,118 410 205 422
30,86018092_30.tif,S ,426 413 431 424
31,86018092_31.tif,"25,172.83 S ",446 414 534 426
32,86018092_32.tif,"114,859.56 ",556 415 627 427
33,86018092_33.tif,Prea. Cost for Overtime ,118 424 284 437
34,86018092_34.tif,125.19 ,468 428 512 440
35,86018092_35.tif,409.15 ,583 431 627 441
36,86018092_36.tif,Bldg. & Utilities ,117 439 241 454
37,86018092_37.tif,"6,329.33 ",453 443 511 455
38,86018092_38.tif,"30,312.87 ",562 444 626 456
39,86018092_39.tif,Tech. Mgnt. Cost ,117 453 233 468
40,86018092_40.tif,"11,681.67 ",446 458 511 470
41,86018092_41.tif,"51,852.44 ",562 459 626 471
42,86018092_42.tif,Travel ,117 468 158 479
43,86018092_43.tif,0.00 ,483 473 512 484
44,86018092_44.tif,0.00 ,598 474 627 485
45,86018092_45.tif,Org. Facll Ity/Equlp. Costs ,117 483 307 499
46,86018092_46.tif,"7,083.64 ",453 487 512 499
47,86018092_47.tif,"35,257.42 ",562 488 627 500
48,86018092_48.tif,Other Direct Costs ,116 497 247 510
49,86018092_49.tif,"7,524.99 ",452 502 511 514
50,86018092_50.tif,"29,214.63 ",561 503 625 515
51,86018092_51.tif,Subtotal* Value Added ,139 528 298 541
52,86018092_52.tif,s ,424 531 429 543
53,86018092_53.tif,"57,917.65 1 ",445 531 532 544
54,86018092_54.tif,"261,906.07 ",554 533 625 545
55,86018092_55.tif,Material s ,116 542 181 554
56,86018092_56.tif,"6,592.28 ",452 547 511 559
57,86018092_57.tif,"62,316.59 ",561 548 626 560
58,86018092_58.tif,Other Hanford Contractor Services ,116 557 357 571
59,86018092_59.tif,0.00 ,482 561 511 573
60,86018092_60.tif,0.00 ,597 563 626 574
61,86018092_61.tif,Subcontracts/Consul tants ,116 571 291 585
62,86018092_62.tif,0.00 ,481 576 510 588
