,image_no,text,bb
0,ti16310543_0.tif,Til 631-0543 ,641 964 722 974
1,ti16310543_1.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,209 106 531 117
2,ti16310543_2.tif,"Date: July 21, 1994 ",58 160 224 173
3,ti16310543_3.tif,State or Local: State ,433 159 615 169
4,ti16310543_4.tif,Name: ,57 270 95 279
5,ti16310543_5.tif,RECIPIENT INFORMATION ,283 227 456 237
6,ti16310543_6.tif,*Biac—for Barbara Marumoto ,239 266 447 277
7,ti16310543_7.tif,Address: ,57 309 120 319
8,ti16310543_8.tif,Current Office ,57 349 172 360
9,ti16310543_9.tif,and District: ,73 363 179 374
10,ti16310543_10.tif,Aspired Office ,57 376 173 390
11,ti16310543_11.tif,and District: ,74 390 179 401
12,ti16310543_12.tif,Party ,57 419 97 430
13,ti16310543_13.tif,Leadership Position: ,57 444 220 457
14,ti16310543_14.tif,Committees: ,57 471 145 482
15,ti16310543_15.tif,P.O. Box 2274 ,240 309 346 318
16,ti16310543_16.tif,"Honolulu, HI 96804 ",240 321 396 334
17,ti16310543_17.tif,Representative D-17 ,240 362 396 374
18,ti16310543_18.tif,Republican ,240 417 323 429
19,ti16310543_19.tif,Assistant GOP Floor Leader ,239 443 454 453
20,ti16310543_20.tif,Finance ,240 471 297 481
21,ti16310543_21.tif,CONTRIBUTION INFORMATION ,268 539 466 548
22,ti16310543_22.tif,Amount: $100.00 Account Code: 1401-7710-HI01 ,55 577 670 591
23,ti16310543_23.tif,Check Pay to: Tice for Barbara Marumoto ,55 605 436 619
24,ti16310543_24.tif,Address: ,55 635 119 645
25,ti16310543_25.tif,(Only if different from address above) ,74 674 384 688
26,ti16310543_26.tif,Notes: ,55 705 101 713
27,ti16310543_27.tif,(Date needed; fundraiser dato; othor information) ,74 715 475 729
28,ti16310543_28.tif,Approved by: ,54 757 150 770
29,ti16310543_29.tif,(Regional Vice President's signature) ,240 766 541 784
30,ti16310543_30.tif,(Senior Vice President's signature) ,248 823 532 836
