,image_no,text,bb
0,83312574_2575_0.tif,ORIGINAL INVOICE ,300 81 415 91
1,83312574_2575_1.tif,NT RESEARCH INSTITUTE ,226 106 486 123
2,83312574_2575_2.tif,7622 ,119 174 144 183
3,83312574_2575_3.tif,Lorillard Inc. ,88 203 150 212
4,83312574_2575_4.tif,Mr. Charles Gaworski ,88 217 198 227
5,83312574_2575_5.tif,P.O. Box 21688 ,88 232 169 241
6,83312574_2575_6.tif,Greensboro. NC 27420 ,87 247 206 257
7,83312574_2575_7.tif,PLEASE REFER TO OUR INVOICE NUMBER ,462 219 654 227
8,83312574_2575_8.tif,AND REMIT TO: ,524 234 592 242
9,83312574_2575_9.tif,P.O. BOX 92003 ,518 248 598 256
10,83312574_2575_10.tif,"CHICAGO, ILLINOIS 60675 ",490 263 626 271
11,83312574_2575_11.tif,FOR INQUIRIES CALL: ,510 292 606 299
12,83312574_2575_12.tif,312-567-4136 ,526 305 591 313
13,83312574_2575_13.tif,DATE ,25 338 46 344
14,83312574_2575_14.tif,PROJECT NO. ,149 337 202 344
15,83312574_2575_15.tif,ACCOUNT NUMBER ,299 337 376 344
16,83312574_2575_16.tif,CONTRACT OR P.O. NO ,435 337 529 344
17,83312574_2575_17.tif,TERMS ,584 336 612 343
18,83312574_2575_18.tif,10/25/99 ,66 355 106 363
19,83312574_2575_19.tif,LL-08712-001 ,189 355 254 363
20,83312574_2575_20.tif,1112-02-000 ,337 355 395 363
21,83312574_2575_21.tif,P.O.#21293^) ,480 350 553 369
22,83312574_2575_22.tif,NET CASH ,589 355 641 363
23,83312574_2575_23.tif,increase in Cost for Smoking Machine Maintenance and ,88 404 377 416
24,83312574_2575_24.tif,additional Pulmonary Physiology Measurements 15.500.00 ,88 419 658 430
25,83312574_2575_25.tif,DEPT 870C ACCT ? * ,201 824 351 835
26,83312574_2575_26.tif,nottfij* n. 1333. ,173 842 360 863
27,83312574_2575_27.tif,DATE ,100 854 135 865
28,83312574_2575_28.tif,8331257 ,657 795 676 882
