,image_no,text,bb
0,ti16310660_0.tif,Til 631-0660 ,641 964 722 974
1,ti16310660_1.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUE8T ,209 101 532 113
2,ti16310660_2.tif,"Date: July 27, 1994 ",59 158 223 171
3,ti16310660_3.tif,State or Local: State ,433 155 614 165
4,ti16310660_4.tif,RECIPIENT INFORMATION ,283 225 457 235
5,ti16310660_5.tif,N ,58 269 65 277
6,ti16310660_6.tif,Allen E. ,308 266 371 276
7,ti16310660_7.tif,Paul ,383 265 414 275
8,ti16310660_8.tif,Address: ,59 309 122 318
9,ti16310660_9.tif,Current Office ,59 348 174 359
10,ti16310660_10.tif,and District: ,76 362 180 373
11,ti16310660_11.tif,Aspired Office ,59 376 174 389
12,ti16310660_12.tif,and District: ,76 389 180 400
13,ti16310660_13.tif,Party ,59 419 99 430
14,ti16310660_14.tif,Leadership Position ,59 444 215 457
15,ti16310660_15.tif,Committees: ,58 472 146 481
16,ti16310660_16.tif,P.O. Box 332 ,242 307 340 316
17,ti16310660_17.tif,"Richmond, IN 47375 ",242 319 399 332
18,ti16310660_18.tif,Senator District-27 ,242 360 398 371
19,ti16310660_19.tif,Republican ,241 416 324 428
20,ti16310660_20.tif,n/a ,241 445 265 455
21,ti16310660_21.tif,n/a ,250 472 273 482
22,ti16310660_22.tif,CONTRIBUTION INFORMATION ,270 538 469 548
23,ti16310660_23.tif,Amount: $200.00 Account Code: 1401-7710-IN01 ,58 577 671 591
24,ti16310660_24.tif,Check Pay to: Allen Paul for State Senator ,58 606 464 620
25,ti16310660_25.tif,Address: ,58 636 121 645
26,ti16310660_26.tif,(Only if different from address above) ,76 674 387 688
27,ti16310660_27.tif,Notes: ,58 704 104 713
28,ti16310660_28.tif,(Date needed; fundraiser date; other information) ,76 714 478 729
29,ti16310660_29.tif,Approved by: ,58 758 155 769
30,ti16310660_30.tif,(Senior Vice President's signature) ,251 823 535 836
