,image_no,text,bb
0,ti16400238_0.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,194 150 529 162
1,ti16400238_1.tif,Date: 3/4/97 ,117 198 191 208
2,ti16400238_2.tif,State: ^ Local: f~l ,404 195 524 209
3,ti16400238_3.tif,RECIPIENT INFORMATON ,275 245 448 255
4,ti16400238_4.tif,Name ,116 294 147 304
5,ti16400238_5.tif,(Individual Candida!* o* FUndmUinj Org) ,116 308 269 317
6,ti16400238_6.tif,Anthony Harris ,286 293 370 306
7,ti16400238_7.tif,Address ,116 327 160 338
8,ti16400238_8.tif,PO Box 511 * ,286 324 546 337
9,ti16400238_9.tif,Cheraw. SC 29520 ,286 343 393 355
10,ti16400238_10.tif,Current Office and District ,116 392 261 402
11,ti16400238_11.tif,Aspired Office and District ,116 408 261 420
12,ti16400238_12.tif,Representative - District 53 ,286 408 434 420
13,ti16400238_13.tif,Party ,116 426 144 437
14,ti16400238_14.tif,Democrat ,286 425 339 435
15,ti16400238_15.tif,Leadership Position ,116 442 223 454
16,ti16400238_16.tif,Committees ,116 459 180 469
17,ti16400238_17.tif,(Note Chiimun&hps) ,116 473 194 481
18,ti16400238_18.tif,CONTRIBUTION INFORMATION ,255 534 467 544
19,ti16400238_19.tif,Amount ,116 583 159 592
20,ti16400238_20.tif,S 200.00 ,357 582 405 592
21,ti16400238_21.tif,Account Code ,116 599 193 609
22,ti16400238_22.tif,1401-7710-SC-OI ,359 599 453 609
23,ti16400238_23.tif,Check Payable to ,116 616 209 628
24,ti16400238_24.tif,Anthony Harris Campaign ,357 615 498 629
25,ti16400238_25.tif,Address ,116 632 159 642
26,ti16400238_26.tif,(Only if different from address above) ,116 648 319 661
27,ti16400238_27.tif,• ■ * ,335 687 348 689
28,ti16400238_28.tif,Notes: ,115 697 150 707
29,ti16400238_29.tif,(Date needed; fundraiser date; other info. ,115 713 337 725
30,ti16400238_30.tif,Next Round ,356 697 422 707
31,ti16400238_31.tif,Approved by: ,115 762 188 774
32,ti16400238_32.tif,Revised 2/95 ,114 856 173 864
33,ti16400238_33.tif,(Senior Vice President’s signature) ,385 841 573 854
34,ti16400238_34.tif,Til 640-0238 ,642 964 722 974
