,image_no,text,bb
0,526509181+-9181_0.tif,INVOICE ,331 87 403 100
1,526509181+-9181_1.tif,"DATE: May 7,2002 ",112 150 372 167
2,526509181+-9181_2.tif,TO: C. Andrew Wattleworth ,112 191 448 205
3,526509181+-9181_3.tif,"Womble, Caryle, Sandridgc & Rice ",286 212 528 229
4,526509181+-9181_4.tif,1 West Fourth Street ,288 233 425 246
5,526509181+-9181_5.tif,"10 ,h Floor ",288 249 352 266
6,526509181+-9181_6.tif,P.O. Drawer 84 ,285 274 390 287
7,526509181+-9181_7.tif,"Winston Salem, NC 27102 ",285 294 471 309
8,526509181+-9181_8.tif,Tel: 336 728-7004 ,285 314 415 327
9,526509181+-9181_9.tif,"FROM: Stephen M. Kreitzer, M.D. ",110 354 465 371
10,526509181+-9181_10.tif,Suite 202 ,285 375 349 388
11,526509181+-9181_11.tif,2919 Swann Avenue ,285 396 425 408
12,526509181+-9181_12.tif,"Tampa, FL 33609 ",284 416 405 432
13,526509181+-9181_13.tif,52650 9181 ,698 873 712 959
