,image_no,text,bb
0,ti16400316_0.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,207 151 539 163
1,ti16400316_1.tif,Date: 6/24/96 ,129 198 211 209
2,ti16400316_2.tif,State: ^ Local: □ ,455 195 574 210
3,ti16400316_3.tif,RECIPIENT INFORMATON ,288 245 459 255
4,ti16400316_4.tif,Name ,130 294 161 304
5,ti16400316_5.tif,(Individual Candidal* or Fund»»Ming Org) ,130 308 282 316
6,ti16400316_6.tif,Ward Armstrong ,299 294 390 306
7,ti16400316_7.tif,Address ,130 327 173 337
8,ti16400316_8.tif,PO Box 1431 ,299 327 370 337
9,ti16400316_9.tif,Martinsville. VA 24114 ,299 342 428 354
10,ti16400316_10.tif,Current Office and District ,130 391 274 402
11,ti16400316_11.tif,Delegate - District 11 ,300 391 413 403
12,ti16400316_12.tif,Aspired Office and District ,131 408 275 420
13,ti16400316_13.tif,Parly ,130 425 158 436
14,ti16400316_14.tif,Democrat ,300 425 351 434
15,ti16400316_15.tif,Leadership Position ,130 441 236 453
16,ti16400316_16.tif,Committees ,130 458 195 468
17,ti16400316_17.tif,(Note ChaWmamhipt) ,130 472 208 480
18,ti16400316_18.tif,"Agriculture. General Laws. Labor & Commerce, ",300 458 558 470
19,ti16400316_19.tif,Privilcdgcs & Elections ,299 474 424 486
20,ti16400316_20.tif,CONTRIBUTION INFORMATION ,269 538 478 549
21,ti16400316_21.tif,Amount ,130 587 173 597
22,ti16400316_22.tif,S 500.00 ,371 587 417 597
23,ti16400316_23.tif,Account Code ,130 603 208 614
24,ti16400316_24.tif,1401-7710-VA-01 ,372 604 468 614
25,ti16400316_25.tif,Check Payable to ,130 620 223 633
26,ti16400316_26.tif,Armstrong for House ,371 621 484 633
27,ti16400316_27.tif,Address ,130 637 174 647
28,ti16400316_28.tif,(Only if different from address above) ,131 653 333 665
29,ti16400316_29.tif,Notes: ,130 701 165 712
30,ti16400316_30.tif,(Date needed; fundraiser date; other info. ,130 717 350 729
31,ti16400316_31.tif,8-2-96 - Fundraiser date ,370 702 500 712
32,ti16400316_32.tif,Approved by: _____ ,130 766 585 780
33,ti16400316_33.tif,(Regional Vice President’s signature) ,385 782 584 795
34,ti16400316_34.tif,(Senior Vice President’s signature) ,398 844 584 857
35,ti16400316_35.tif,Revised 2/95 ,130 859 188 868
36,ti16400316_36.tif,Til 640-0316 ,642 964 722 974
